# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.0969e-05 to 218.908 h/Mpc,
# number of wavenumbers equal to 595
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_m                    8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_ncdm[0]             21:t_tot              
       1.738476999587e-05      -1.351790656189e-03      -1.014337732767e-03      -1.014337787988e-03      -1.351774664285e-03      -1.014097193685e-03      -1.014355826141e-03      -1.014583030782e-03       5.932129749761e-01       5.927579306765e-01       2.028675575975e-03       4.487686924024e-07       9.999969721623e-01      -1.305482848000e-10       4.072228948974e-10      -3.586895435108e-14      -2.214946906870e-10      -1.823386717669e-14      -2.275507888389e-10      -8.248939915964e-14      -2.234913515290e-13 
       1.820408896397e-05      -1.482138840484e-03      -1.112198926152e-03      -1.112198992540e-03      -1.482119614932e-03      -1.111935070345e-03      -1.112218767979e-03      -1.112467841448e-03       5.932127750580e-01       5.927577618458e-01       2.224397985080e-03       4.920649459719e-07       9.999966800587e-01      -1.431384030156e-10       4.464857273978e-10      -3.932803158130e-14      -2.662862004361e-10      -2.192136121474e-14      -2.735667841524e-10      -9.917401573737e-14      -2.686866448587e-13 
       1.906202124544e-05      -1.625048630298e-03      -1.219501556791e-03      -1.219501636605e-03      -1.625025516969e-03      -1.219212112459e-03      -1.219523316574e-03      -1.219796358094e-03       5.932125670520e-01       5.927575880430e-01       2.439003273210e-03       5.395383007760e-07       9.999963597826e-01      -1.569425445360e-10       4.895314010650e-10      -4.312053845647e-14      -3.201344356589e-10      -2.635488071830e-14      -3.288871848933e-10      -1.192333077447e-13      -3.230204162867e-13 
       1.996038662965e-05      -1.781729031024e-03      -1.337156470016e-03      -1.337156565972e-03      -1.781701243851e-03      -1.336838941691e-03      -1.337180333288e-03      -1.337479642938e-03       5.932123311017e-01       5.927573895465e-01       2.674313131944e-03       5.915917735120e-07       9.999960086132e-01      -1.720765209876e-10       5.367239044883e-10      -4.727857430189e-14      -3.848704887822e-10      -3.168462092973e-14      -3.953929785261e-10      -1.433498537410e-13      -3.883401385856e-13 
       2.090109067004e-05      -1.953505197862e-03      -1.466162450351e-03      -1.466162565713e-03      -1.953471791833e-03      -1.465814096393e-03      -1.466188621115e-03      -1.466516717927e-03       5.932120777665e-01       5.927571773090e-01       2.932325131427e-03       6.486672204643e-07       9.999956235650e-01      -1.886691529371e-10       5.884620387784e-10      -5.183733641824e-14      -4.626952834387e-10      -3.809248060992e-14      -4.753453130538e-10      -1.723443049621e-13      -4.668667125371e-13 
       2.188612872600e-05      -2.141829350826e-03      -1.607614575018e-03      -1.607614713713e-03      -2.141789189718e-03      -1.607232382786e-03      -1.607643276874e-03      -1.608002920117e-03       5.932117903943e-01       5.927569349859e-01       3.215229427426e-03       7.112491677319e-07       9.999952013780e-01      -2.068633715680e-10       6.451828754509e-10      -5.683539416437e-14      -5.562546701197e-10      -4.579601511722e-14      -5.714622794289e-10      -2.072032404533e-13      -5.612697868010e-13 
       2.291759019531e-05      -2.348293082210e-03      -1.762713646207e-03      -1.762713812949e-03      -2.348244800820e-03      -1.762294304573e-03      -1.762745124505e-03      -1.763139336032e-03       5.932114816923e-01       5.927566756427e-01       3.525427625899e-03       7.798688363678e-07       9.999947384673e-01      -2.268086105514e-10       7.073653637561e-10      -6.231502459237e-14      -6.687291418001e-10      -5.505711739023e-14      -6.870112367369e-10      -2.491128545267e-13      -6.747585305849e-13 
       2.399766294604e-05      -2.574640472128e-03      -1.932776267498e-03      -1.932776467962e-03      -2.574582428494e-03      -1.932316136493e-03      -1.932810791625e-03      -1.933242880318e-03       5.932111461503e-01       5.927563942406e-01       3.865552935924e-03       8.551087261955e-07       9.999942309069e-01      -2.486751684010e-10       7.755342346743e-10      -6.832256467771e-14      -8.039416422802e-10      -6.619091950252e-14      -8.259196984156e-10      -2.994992240167e-13      -8.111904601778e-13 
       2.512863795730e-05      -2.822782632414e-03      -2.119246044582e-03      -2.119246285582e-03      -2.822712854038e-03      -2.118741121758e-03      -2.119283909856e-03      -2.119757498891e-03       5.932107740734e-01       5.927560814474e-01       4.238492571163e-03       9.376075437884e-07       9.999936743901e-01      -2.726491933832e-10       8.502645146246e-10      -7.490878496715e-14      -9.664879370885e-10      -7.957513623216e-14      -9.929086506138e-10      -3.600768604965e-13      -9.752025843425e-13 
       2.631291417873e-05      -3.094813639605e-03      -2.323705879859e-03      -2.323706169600e-03      -3.094729753050e-03      -2.323151763047e-03      -2.323747411263e-03      -2.324266466212e-03       5.932103637249e-01       5.927557362008e-01       4.647412339200e-03       1.028065597241e-06       9.999930641958e-01      -2.989336142231e-10       9.321859705584e-10      -8.212934497081e-14      -1.161891241079e-09      -9.566678913494e-14      -1.193652767056e-09      -4.329070696596e-13      -1.172368460731e-12 
       2.755300361896e-05      -3.393027879469e-03      -2.547891406435e-03      -2.547891754763e-03      -3.392927034709e-03      -2.547283252398e-03      -2.547936959752e-03      -2.548505822115e-03       5.932099180338e-01       5.927553617901e-01       5.095783509526e-03       1.127250741324e-06       9.999923951520e-01      -3.277477096549e-10       1.021988815485e-09      -9.004520893526e-14      -1.396791796748e-09      -1.150104571198e-13      -1.434972942866e-09      -5.204680815468e-13      -1.409387675302e-12 
       2.885153667396e-05      -3.719938938356e-03      -2.793705652931e-03      -2.793706071696e-03      -3.719817707060e-03      -2.793038131545e-03      -2.793755619644e-03      -2.794379039746e-03       5.932094278259e-01       5.927549497803e-01       5.587412143392e-03       1.236004938027e-06       9.999916615797e-01      -3.593407376739e-10       1.120428783540e-09      -9.872320362271e-14      -1.679169489395e-09      -1.382660328656e-13      -1.725067534273e-09      -6.257393468675e-13      -1.694312696209e-12 
       3.021126770644e-05      -4.078300434600e-03      -3.063235279073e-03      -3.063235782517e-03      -4.078154697020e-03      -3.062502522359e-03      -3.063290088536e-03      -3.063973264487e-03       5.932088928062e-01       5.927545004667e-01       6.126471565033e-03       1.355251349012e-06       9.999908572592e-01      -3.939751553822e-10       1.228333823506e-09      -1.082365324947e-13      -2.018616641596e-09      -1.662225085300e-13      -2.073790425484e-09      -7.523029709634e-13      -2.036822135819e-12 
       3.163508088822e-05      -4.471128569170e-03      -3.358768211803e-03      -3.358768817053e-03      -4.470953371583e-03      -3.357963757281e-03      -3.358828336045e-03      -3.359576953692e-03       5.932083043941e-01       5.927540060882e-01       6.717537634106e-03       1.486002219291e-06       9.999899753742e-01      -4.319396268559e-10       1.346610466874e-09      -1.186654128450e-13      -2.426661056625e-09      -1.998318572261e-13      -2.492984915414e-09      -9.044655081374e-13      -2.448548453383e-12 
       3.312599631796e-05      -4.901726922205e-03      -3.682813122440e-03      -3.682813850073e-03      -4.901516312886e-03      -3.681929850005e-03      -3.682879079388e-03      -3.683699357721e-03       5.932076585530e-01       5.927534632921e-01       7.365627700146e-03       1.629367430578e-06       9.999890084434e-01      -4.735588903156e-10       1.476251651327e-09      -1.300977009998e-13      -2.917159305684e-09      -2.402343816698e-13      -2.996884963850e-09      -1.087404611132e-12      -2.943472862593e-12 
       3.468717642716e-05      -5.373713417541e-03      -4.038120695662e-03      -4.038121570421e-03      -5.373460241594e-03      -4.037150757256e-03      -4.038193054380e-03      -4.039091793141e-03       5.932069501833e-01       5.927528678858e-01       8.076243140843e-03       1.786563935896e-06       9.999879482732e-01      -5.191823251864e-10       1.618344342875e-09      -1.426296535639e-13      -3.506763272101e-09      -2.888030212213e-13      -3.602597248489e-09      -1.307345133963e-12      -3.538397860105e-12 
       3.632193268816e-05      -5.891049761849e-03      -4.427706975708e-03      -4.427708027332e-03      -5.890745420806e-03      -4.426641716777e-03      -4.427786361569e-03      -4.428770993379e-03       5.932061735226e-01       5.927522150455e-01       8.855416054664e-03       1.958926087302e-06       9.999867858751e-01      -5.691946157019e-10       1.774078548307e-09      -1.563666948898e-13      -4.215485503468e-09      -3.471882718688e-13      -4.330680134084e-09      -1.571770908339e-12      -4.253516878402e-12 
       3.803373263815e-05      -6.458073468116e-03      -4.854878901021e-03      -4.854880165246e-03      -6.457707629918e-03      -4.853708772743e-03      -4.854966000320e-03      -4.856044648149e-03       5.932053143720e-01       5.927514915750e-01       9.709760330492e-03       2.147917000289e-06       9.999855113972e-01      -6.240115456017e-10       1.944756844849e-09      -1.714242771785e-13      -5.067376412988e-09      -4.173677982599e-13      -5.205839223917e-09      -1.889679419967e-12      -5.113096645708e-12 
       3.982620723435e-05      -7.079533271481e-03      -5.323262679089e-03      -5.323264198928e-03      -7.079093508294e-03      -5.321977140095e-03      -5.323358249419e-03      -5.324539783547e-03       5.932043878270e-01       5.927507138980e-01       1.064652839786e-02       2.355140771986e-06       9.999841140346e-01      -6.841058509333e-10       2.131804351779e-09      -1.879288834928e-13      -6.091332438733e-09      -5.017432975799e-13      -6.257762743394e-09      -2.271888001658e-12      -6.146298885686e-12 
       4.170315855567e-05      -7.760626400602e-03      -5.836833953501e-03      -5.836835780599e-03      -7.760097787322e-03      -5.835421359691e-03      -5.836938824459e-03      -5.838232934221e-03       5.932033642950e-01       5.927498534847e-01       1.167367156120e-02       2.582356483357e-06       9.999825819536e-01      -7.499737666911e-10       2.336781037485e-09      -2.060189172532e-13      -7.322084031893e-09      -6.031617064465e-13      -7.522124535229e-09      -2.731401771873e-12      -7.388164396258e-12 
       4.366856786754e-05      -8.507040847496e-03      -6.399952117908e-03      -6.399954314335e-03      -8.506405448722e-03      -6.398399598705e-03      -6.400067201815e-03      -6.401484463337e-03       5.932022400198e-01       5.927489079668e-01       1.279990862867e-02       2.831492757900e-06       9.999809021868e-01      -8.221681275531e-10       2.561393074667e-09      -2.258459493380e-13      -8.801358215316e-09      -7.250634923546e-13      -9.041788984771e-09      -3.283856130448e-12      -8.880797460885e-12 
       4.572660406660e-05      -9.325000250901e-03      -7.017397132697e-03      -7.017399773153e-03      -9.324236498848e-03      -7.015690451958e-03      -7.017523436560e-03      -7.019075385300e-03       5.932010120821e-01       5.927478760689e-01       1.403479954631e-02       3.104664240680e-06       9.999790604877e-01      -9.012989661823e-10       2.807506150384e-09      -2.475759276130e-13      -1.057928559807e-08      -8.716112690939e-13      -1.086825707980e-08      -3.948049117835e-12      -1.067478777144e-11 
       4.788163252356e-05      -1.022131264705e-02      -7.694409922503e-03      -7.694413096662e-03      -1.022039464698e-02      -7.692533321574e-03      -7.694548551214e-03      -7.696247769255e-03       5.931996644691e-01       5.927467432461e-01       1.538882619332e-02       3.404189648128e-06       9.999770412584e-01      -9.880243776292e-10       3.077161043173e-09      -2.713903874787e-13      -1.271610520645e-08      -1.047756059245e-12      -1.306340297609e-08      -4.746579860431e-12      -1.283091487760e-11 
       5.013822434270e-05      -1.120342400942e-02      -8.436737035076e-03      -8.436740850799e-03      -1.120232062535e-02      -8.434673055917e-03      -8.436889205376e-03      -8.438749404888e-03       5.931981857691e-01       5.927455000235e-01       1.687348170160e-02       3.732611322172e-06       9.999748274393e-01      -1.083068720005e-09       3.372587707783e-09      -2.974880584688e-13      -1.528417237359e-08      -1.259475849135e-12      -1.570155821936e-08      -5.706618866863e-12      -1.542219221909e-11 
       5.250116605782e-05      -1.227947583890e-02      -9.250679353368e-03      -9.250683940313e-03      -1.227814966225e-02      -9.248408638321e-03      -9.250846406483e-03      -9.252882521020e-03       5.931965643327e-01       5.927441366969e-01       1.850136788063e-02       4.092716831551e-06       9.999724002791e-01      -1.187223450292e-09       3.696223462920e-09      -3.260863143084e-13      -1.837041168483e-08      -1.513965662172e-12      -1.887201307170e-08      -6.860831578770e-12      -1.853633473027e-11 
       5.497546978510e-05      -1.345836768573e-02      -1.014314555652e-02      -1.014315107044e-02      -1.345677378737e-02      -1.014064662138e-02      -1.014332896806e-02      -1.014555725341e-02       5.931947872929e-01       5.927426424864e-01       2.028630214089e-02       4.487562623386e-06       9.999697392303e-01      -1.301362987099e-09       4.050731080315e-09      -3.574228976435e-13      -2.207923700172e-08      -1.819836816722e-12      -2.268201792987e-08      -8.248489931046e-12      -2.227869984020e-11 
       5.756638385449e-05      -1.474982472289e-02      -1.112171068089e-02      -1.112171730897e-02      -1.474790913439e-02      -1.111895965747e-02      -1.112191207663e-02      -1.112435021276e-02       5.931928376427e-01       5.927410027347e-01       2.224343461793e-02       4.920499988162e-06       9.999668217943e-01      -1.426435804668e-09       4.439018174509e-09      -3.917577999139e-13      -2.653605320024e-08      -2.187449021283e-12      -2.726038455866e-08      -9.916808365964e-12      -2.677582899260e-11 
       6.027940394210e-05      -1.616447101826e-02      -1.219468050348e-02      -1.219468847088e-02      -1.616216884935e-02      -1.219165084683e-02      -1.219490167926e-02      -1.219756887515e-02       5.931907007294e-01       5.927392055551e-01       2.438937694175e-02       5.395203413869e-06       9.999636233144e-01      -1.563473490131e-09       4.864257757697e-09      -4.293753414348e-13      -3.189144037924e-08      -2.629298949363e-12      -3.276180528322e-08      -1.192254986886e-11      -3.217968329445e-11 
       6.312028472726e-05      -1.771390816670e-02      -1.337116202912e-02      -1.337117160619e-02      -1.771114154345e-02      -1.336782418318e-02      -1.337140496445e-02      -1.337432207510e-02       5.931883640741e-01       5.927372411646e-01       2.674234321237e-02       5.915701739612e-06       9.999601167479e-01      -1.713612974510e-09       5.329913241657e-09      -4.705861351189e-13      -3.832625121108e-08      -3.160343475733e-12      -3.937203302299e-08      -1.433395725756e-11      -3.867275523717e-11 
       6.609505209902e-05      -1.941079971235e-02      -1.466114028412e-02      -1.466115179586e-02      -1.940747505643e-02      -1.465746130060e-02      -1.466140715906e-02      -1.466459680588e-02       5.931857963371e-01       5.927350812502e-01       2.932230359172e-02       6.486412624399e-06       9.999562724778e-01      -1.878107396919e-09       5.839761390404e-09      -5.157295470936e-13      -4.605762146831e-08      -3.798482960521e-12      -4.731408959340e-08      -1.723307403114e-11      -4.647414317979e-11 
       6.921001593779e-05      -2.126896318213e-02      -1.607556380817e-02      -1.607557764538e-02      -2.126496807822e-02      -1.607150690987e-02      -1.607585703858e-02      -1.607934371675e-02       5.931829837892e-01       5.927327156688e-01       3.215115529076e-02       7.112179503482e-06       9.999520580544e-01      -2.058291149055e-09       6.397917239496e-09      -5.651763948865e-13      -5.534618659310e-08      -4.565445844143e-12      -5.685571209860e-08      -2.071853831860e-11      -5.584688843647e-11 
       7.247178349952e-05      -2.330346660479e-02      -1.762643679329e-02      -1.762645342485e-02      -2.329866619266e-02      -1.762196087241e-02      -1.762675903496e-02      -1.763056925501e-02       5.931798980271e-01       5.927301193699e-01       3.525290684970e-02       7.798313128484e-06       9.999474378931e-01      -2.255667281704e-09       7.008866577039e-09      -6.193311881626e-13      -6.650489516574e-08      -5.486925579540e-12      -6.831826693283e-08      -2.490893153249e-11      -6.710673686948e-11 
       7.588727343051e-05      -2.553073394367e-02      -1.932692141350e-02      -1.932694140353e-02      -2.552496614020e-02      -1.932198045692e-02      -1.932727561755e-02      -1.933143800071e-02       5.931765164665e-01       5.927272741794e-01       3.865388280707e-02       8.550636266525e-06       9.999423730448e-01      -2.471835957561e-09       7.677487943353e-09      -6.786358146589e-13      -7.990918722717e-08      -6.594327704816e-12      -8.208743658645e-08      -2.994681918779e-11      -8.063262104187e-11 
       7.946373044283e-05      -2.796865533474e-02      -2.119144907167e-02      -2.119147309784e-02      -2.796172558882e-02      -2.118599149683e-02      -2.119183850006e-02      -2.119638391226e-02       5.931728087233e-01       5.927241540216e-01       4.238294619567e-02       9.375533309416e-06       9.999368207996e-01      -2.708568612534e-09       8.409091140279e-09      -7.435719714031e-13      -9.600967155221e-08      -7.925018271374e-12      -9.862600726419e-08      -3.600359542418e-11      -9.687926043899e-11 
       8.320874068131e-05      -3.063670575738e-02      -2.323584313885e-02      -2.323587201518e-02      -3.062838054205e-02      -2.322981102768e-02      -2.323627139850e-02      -2.324123306479e-02       5.931687476065e-01       5.927207364691e-01       4.647174403036e-02       1.028000416423e-05       9.999307344144e-01      -2.967787019208e-09       9.209447144836e-09      -8.146648379377e-13      -1.153469502245e-07      -9.523795012503e-12      -1.184891817655e-07      -4.328531581080e-11      -1.163921877820e-10 
       8.713024781476e-05      -3.355606903677e-02      -2.547745254361e-02      -2.547748724807e-02      -3.354606807284e-02      -2.547078075679e-02      -2.547792363606e-02      -2.548333723428e-02       5.931642933382e-01       5.927169870417e-01       5.095497449613e-02       1.127172395406e-05       9.999240626366e-01      -3.251589432942e-09       1.008482182633e-08      -8.924866900694e-13      -1.385694373890e-07      -1.144468436529e-11      -1.423428900107e-07      -5.203970141827e-11      -1.398257849277e-10 
       9.123656988559e-05      -3.674977012185e-02      -2.793529954497e-02      -2.793534125265e-02      -3.673775695855e-02      -2.792791469494e-02      -2.793581790044e-02      -2.794172166138e-02       5.931594116016e-01       5.927128771050e-01       5.587068250530e-02       1.235910762411e-05       9.999167493702e-01      -3.562271995654e-09       1.104201347074e-08      -9.776606040632e-13      -1.664547474857e-07      -1.375215174339e-11      -1.709856972349e-07      -6.256456675433e-11      -1.679647676024e-10 
       9.553641695344e-05      -4.024281156685e-02      -3.063024057005e-02      -3.063029069213e-02      -4.022838265771e-02      -3.062205982735e-02      -3.063081112079e-02      -3.063724587306e-02       5.931540623215e-01       5.927083729843e-01       6.126058138426e-02       1.355138151118e-05       9.999087331537e-01      -3.902315665669e-09       1.208838648779e-08      -1.070864750567e-12      -1.999350853633e-07      -1.652431342569e-11      -2.053749751665e-07      -7.521794695488e-11      -2.017500101803e-10 
       1.000389095704e-04      -4.406231651921e-02      -3.358514295374e-02      -3.358520318478e-02      -4.404498779593e-02      -3.357607265838e-02      -3.358577116399e-02      -3.359278040097e-02       5.931481992713e-01       5.927034351104e-01       6.717040636955e-02       1.485866153468e-05       9.998999467141e-01      -4.274430751357e-09       1.323191448576e-08      -1.172836155926e-12      -2.401279489970e-07      -1.985382672158e-11      -2.466581694180e-07      -9.043027235448e-11      -2.423092040203e-10 
       1.047535981271e-04      -4.823767608498e-02      -3.682507885802e-02      -3.682515123381e-02      -4.821686687120e-02      -3.681501290127e-02      -3.682577081973e-02      -3.683340067127e-02       5.931417730668e-01       5.926980216833e-01       7.365030246761e-02       1.629203879859e-05       9.998903163603e-01      -4.681573048713e-09       1.448121106159e-08      -1.284375843309e-12      -2.883721394447e-07      -2.385296132105e-11      -2.962101176503e-07      -1.087190036138e-10      -2.909936277571e-10 
       1.096904831099e-04      -5.280069901994e-02      -4.037753771643e-02      -4.037762468070e-02      -5.277571330421e-02      -4.036635564772e-02      -4.037830020499e-02      -4.038659940555e-02       5.931347305747e-01       5.926920875719e-01       8.075524936140e-02       1.786367351985e-05       9.998797614340e-01      -5.126948427105e-09       1.584557398889e-08      -1.406352860096e-12      -3.462715342278e-07      -2.865553801745e-11      -3.556775679089e-07      -1.307062273984e-10      -3.494219431311e-10 
       1.148600363139e-04      -5.778576414482e-02      -4.427265906116e-02      -4.427276354977e-02      -5.775576706501e-02      -4.426022387667e-02      -4.427349963976e-02      -4.428251939750e-02       5.931270134396e-01       5.926855833721e-01       8.854552709954e-02       1.958689802023e-05       9.998681936765e-01      -5.614026921266e-09       1.733501518619e-08      -1.539709737025e-12      -4.157463064126e-07      -3.442277102691e-11      -4.270322347348e-07      -1.571398057884e-10      -4.195322867022e-10 
       1.202732230545e-04      -6.322996930701e-02      -4.854348773624e-02      -4.854361327405e-02      -6.319396043387e-02      -4.852964328244e-02      -4.854441484598e-02      -4.855420865198e-02       5.931185572878e-01       5.926784542520e-01       9.708722654811e-02       2.147632962615e-05       9.998555164718e-01      -6.146574704334e-09       1.896030082524e-08      -1.685466855038e-12      -4.990950148788e-07      -4.134751522588e-11      -5.126339774462e-07      -1.889187988817e-10      -5.036446336124e-10 
       1.259415254264e-04      -6.917327745759e-02      -5.322625376530e-02      -5.322640458099e-02      -6.913005889289e-02      -5.321082168880e-02      -5.322727683825e-02      -5.323790016123e-02       5.931092919585e-01       5.926706403977e-01       1.064528091620e-01       2.354799433922e-05       9.998416240109e-01      -6.728689359605e-09       2.073298045758e-08      -1.844727638781e-12      -5.990677418307e-07      -4.966099868051e-11      -6.153059608751e-07      -2.271240208759e-10      -6.045347578977e-10 
       1.318769666591e-04      -7.565865633182e-02      -5.836067906834e-02      -5.836086023889e-02      -7.560679288023e-02      -5.834345523443e-02      -5.836180865492e-02      -5.837331851370e-02       5.930991407510e-01       5.926620764464e-01       1.167217204778e-01       2.581946243877e-05       9.998264007864e-01      -7.364776536161e-09       2.266541074001e-08      -2.018683861593e-12      -7.189528982228e-07      -5.963982774636e-11      -7.384239866028e-07      -2.730547916641e-10      -7.255219106058e-10 
       1.380921366191e-04      -8.273220181195e-02      -6.399031360456e-02      -6.399053122207e-02      -8.266997558117e-02      -6.397106387428e-02      -6.399156153499e-02      -6.400401588795e-02       5.930880198167e-01       5.926526907948e-01       1.279810624441e-01       2.830999709600e-05       9.998097201908e-01      -8.059621364181e-09       2.477077715920e-08      -2.208620297962e-12      -8.626809222961e-07      -7.161623864366e-11      -8.860225003186e-07      -3.282730667643e-10      -8.705736292322e-10 
       1.446002185152e-04      -9.044324468794e-02      -7.016290385421e-02      -7.016316522505e-02      -9.036860047017e-02      -7.014135909994e-02      -7.016428339265e-02      -7.017774035526e-02       5.930758373750e-01       5.926424048694e-01       1.403263304501e-01       3.104071726671e-05       9.997914439206e-01      -8.818371195608e-09       2.706310499808e-08      -2.415919410771e-12      -1.034946953393e-06      -8.598679098816e-11      -1.062920281594e-06      -3.946565359851e-10      -1.044429308467e-09 
