# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.0969e-05 to 218.908 h/Mpc,
# number of wavenumbers equal to 595
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_m                    8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_ncdm[0]             21:t_tot              
       1.738476999587e-05      -8.181023982484e-04      -6.137567527247e-04      -6.137567729721e-04      -8.180981608612e-04      -6.136409181744e-04      -6.137813883648e-04      -6.140060241005e-04       5.990789517581e-01       5.983162731054e-01       1.227513545944e-03       3.518158202332e-07       9.999972699235e-01      -1.701813320954e-10       5.165824725370e-10      -5.271485665027e-14      -1.035078156604e-10      -1.550881220906e-14      -1.063061685575e-10      -1.023643164127e-13      -1.746907114024e-13 
       1.820408896397e-05      -8.970058702395e-04      -6.729707521483e-04      -6.729707764902e-04      -8.970007759839e-04      -6.728436478132e-04      -6.729977645943e-04      -6.732440417861e-04       5.990787719282e-01       5.983161245057e-01       1.345941552980e-03       3.857582731677e-07       9.999970065397e-01      -1.865964608259e-10       5.664021782250e-10      -5.779946373870e-14      -1.244412539344e-10      -1.864527158886e-14      -1.278054851648e-10      -1.230689061311e-13      -2.100201876035e-13 
       1.906202124544e-05      -9.835166365522e-04      -7.378975828207e-04      -7.378976120858e-04      -9.835105120681e-04      -7.377581023441e-04      -7.379272015040e-04      -7.381972016928e-04       5.990785752187e-01       5.983159621661e-01       1.475795224172e-03       4.229754113295e-07       9.999967177506e-01      -2.045944668616e-10       6.210244635005e-10      -6.337438272883e-14      -1.496079385232e-10      -2.241613205713e-14      -1.536525106353e-10      -1.479612551707e-13      -2.524941823958e-13 
       1.996038662965e-05      -1.078367589159e-03      -8.090884022670e-04      -8.090884374507e-04      -1.078360226132e-03      -8.089353286945e-04      -8.091208786750e-04      -8.094168830359e-04       5.990783598321e-01       5.983157844490e-01       1.618176874901e-03       4.637831664269e-07       9.999964011047e-01      -2.243269684327e-10       6.809119276756e-10      -6.948686201565e-14      -1.798638865541e-10      -2.694959327131e-14      -1.847263639162e-10      -1.778884009230e-13      -3.035573778088e-13 
       2.090109067004e-05      -1.182362115075e-03      -8.871475401812e-04      -8.871475824807e-04      -1.182353263052e-03      -8.869795345144e-04      -8.871831501488e-04      -8.875076583325e-04       5.990781228145e-01       5.983155887819e-01       1.774295164961e-03       5.085279509221e-07       9.999960539086e-01      -2.459629847955e-10       7.465715721502e-10      -7.618870763963e-14      -2.162381100354e-10      -3.239997196426e-14      -2.220838905737e-10      -2.138687321320e-13      -3.649464818901e-13 
       2.188612872600e-05      -1.296380862886e-03      -9.727376341998e-04      -9.727376850553e-04      -1.296370220664e-03      -9.725532226803e-04      -9.727766803795e-04      -9.731324311633e-04       5.990778642655e-01       5.983153756961e-01       1.945475370111e-03       5.575895934851e-07       9.999956732221e-01      -2.696866123630e-10       8.185591067682e-10      -8.353671462402e-14      -2.599676227018e-10      -3.895300793820e-14      -2.669955951665e-10      -2.571265228223e-13      -4.387493074163e-13 
       2.291759019531e-05      -1.421389129026e-03      -1.066585243103e-03      -1.066585304243e-03      -1.421376334829e-03      -1.066382803082e-03      -1.066628056586e-03      -1.067018051535e-03       5.990775795690e-01       5.983151406101e-01       2.133170608486e-03       6.113845728808e-07       9.999952558124e-01      -2.956959725705e-10       8.974838313873e-10      -9.159311291017e-14      -3.125397354989e-10      -4.683045487496e-14      -3.209888031265e-10      -3.091337625860e-13      -5.274757477199e-13 
       2.399766294604e-05      -1.558444983035e-03      -1.169487027933e-03      -1.169487101439e-03      -1.558429601593e-03      -1.169264772157e-03      -1.169533972521e-03      -1.169961499374e-03       5.990772680848e-01       5.983148836420e-01       2.338974202878e-03       6.703695413264e-07       9.999947981395e-01      -3.242128695419e-10       9.840132199929e-10      -1.004261661805e-13      -3.757420131492e-10      -5.630134307926e-14      -3.858995760009e-10      -3.716601298531e-13      -6.341429804220e-13 
       2.512863795730e-05      -1.708708127596e-03      -1.282316503744e-03      -1.282316592114e-03      -1.708689636144e-03      -1.282072462836e-03      -1.282367977366e-03      -1.282836638844e-03       5.990769268154e-01       5.983146019047e-01       2.564633184227e-03       7.350452095588e-07       9.999942963159e-01      -3.554769510369e-10       1.078879181892e-09      -1.101106508902e-13      -4.517238261116e-10      -6.768596958197e-14      -4.639350802572e-10      -4.468332159856e-13      -7.623781139208e-13 
       2.631291417873e-05      -1.873449619671e-03      -1.406031456028e-03      -1.406031562271e-03      -1.873427388964e-03      -1.405763458968e-03      -1.406087896931e-03      -1.406601637591e-03       5.990765517286e-01       5.983142924581e-01       2.812063124542e-03       8.059605953139e-07       9.999937460856e-01      -3.897579291008e-10       1.182883264851e-09      -1.207286114613e-13      -5.430680981200e-10      -8.137520229013e-14      -5.577485816824e-10      -5.372109763033e-13      -9.165412620111e-13 
       2.755300361896e-05      -2.054062514348e-03      -1.541682078480e-03      -1.541682206207e-03      -2.054035788935e-03      -1.541387730781e-03      -1.541743964671e-03      -1.542307107554e-03       5.990761413876e-01       5.983139537201e-01       3.083364412415e-03       8.837176765381e-07       9.999931427843e-01      -4.273404698821e-10       1.296904715457e-09      -1.323698615642e-13      -6.528811110480e-10      -9.782932961830e-14      -6.705295672719e-10      -6.458687290897e-13      -1.101873788195e-12 
       2.885153667396e-05      -2.252073491292e-03      -1.690419873921e-03      -1.690420027478e-03      -2.252041362280e-03      -1.690096533249e-03      -1.690487731668e-03      -1.691105009223e-03       5.990756909754e-01       5.983135820082e-01       3.380840054956e-03       9.689765120675e-07       9.999924812882e-01      -4.685464957902e-10       1.421906171529e-09      -1.451329603733e-13      -7.848954236552e-10      -1.176123431794e-13      -8.061120402308e-10      -7.765038005704e-13      -1.324676230721e-12 
       3.021126770644e-05      -2.469155606676e-03      -1.853507440729e-03      -1.853507625339e-03      -2.469116981634e-03      -1.853152189582e-03      -1.853581846290e-03      -1.854258441684e-03       5.990751975131e-01       5.983131748341e-01       3.707015250679e-03       1.062460833332e-06       9.999917559887e-01      -5.137223056885e-10       1.558942963038e-09      -1.591258621062e-13      -9.435987018338e-10      -1.413952262654e-13      -9.691047231806e-10      -9.335613391191e-13      -1.592522198964e-12 
       3.163508088822e-05      -2.707142213959e-03      -2.032329177841e-03      -2.032329399786e-03      -2.707095779613e-03      -2.031938792909e-03      -2.032410763686e-03      -2.033152351547e-03       5.990746556241e-01       5.983127276640e-01       4.064658799572e-03       1.164964196953e-06       9.999909607323e-01      -5.632512091877e-10       1.709171157346e-09      -1.744669157132e-13      -1.134384830689e-09      -1.699884028299e-13      -1.165047490554e-09      -1.122385470686e-12      -1.914515548997e-12 
       3.312599631796e-05      -2.968042223368e-03      -2.228403048686e-03      -2.228403315513e-03      -2.967986401490e-03      -2.227973966421e-03      -2.228492507258e-03      -2.229305301133e-03       5.990740618926e-01       5.983122376566e-01       4.456806631027e-03       1.277356708591e-06       9.999900887721e-01      -6.175511857490e-10       1.873857688936e-09      -1.912857797084e-13      -1.363738171155e-09      -2.043607362794e-13      -1.400599394797e-09      -1.349401348995e-12      -2.301599429403e-12 
       3.468717642716e-05      -3.254056757502e-03      -2.443393455149e-03      -2.443393775933e-03      -3.253989650654e-03      -2.442921733022e-03      -2.443491546255e-03      -2.444382347066e-03       5.990734114256e-01       5.983117009175e-01       4.886787551867e-03       1.400592416052e-06       9.999891327158e-01      -6.770813511716e-10       2.054390174223e-09      -2.097245921907e-13      -1.639452115770e-09      -2.456819636798e-13      -1.683764608957e-09      -1.622333597492e-12      -2.766927394556e-12 
       3.632193268816e-05      -3.567597365746e-03      -2.679125359808e-03      -2.679125745457e-03      -3.567516693575e-03      -2.678606632635e-03      -2.679232916618e-03      -2.680209167493e-03       5.990726973566e-01       5.983111114978e-01       5.358251490914e-03       1.535717410039e-06       9.999880844511e-01      -7.423452040681e-10       2.252288826681e-09      -2.299390873430e-13      -1.970894593588e-09      -2.953565378582e-13      -2.024163907465e-09      -1.950469151519e-12      -3.326309989204e-12 
       3.803373263815e-05      -3.911305971323e-03      -2.937599799397e-03      -2.937600263020e-03      -3.911208993427e-03      -2.937029230008e-03      -2.937717734196e-03      -2.938787580955e-03       5.990719161848e-01       5.983104668289e-01       5.875200526040e-03       1.683878681402e-06       9.999869350898e-01      -8.138880175159e-10       2.469218919127e-09      -2.520998987456e-13      -2.369325827639e-09      -3.550664758954e-13      -2.433360940424e-09      -2.344973187929e-12      -3.998750295503e-12 
       3.982620723435e-05      -4.288076565033e-03      -3.221010817447e-03      -3.221011374820e-03      -4.287959984681e-03      -3.220383040877e-03      -3.221140134714e-03      -3.222312484858e-03       5.990710569986e-01       5.983097576327e-01       6.442022749640e-03       1.846333898172e-06       9.999856748875e-01      -8.923294743014e-10       2.707003397864e-09      -2.763941067398e-13      -2.848276526442e-09      -4.268592026105e-13      -2.925254202360e-09      -2.819269464425e-12      -4.807088832946e-12 
       4.170315855567e-05      -4.701079055757e-03      -3.531764157827e-03      -3.531764827898e-03      -4.700938913335e-03      -3.531073218007e-03      -3.531905954977e-03      -3.533190555264e-03       5.990701163466e-01       5.983089812542e-01       7.063529655796e-03       2.024462016739e-06       9.999842931573e-01      -9.783155436296e-10       2.967639989407e-09      -3.030264925822e-13      -3.424014082596e-09      -5.131562563663e-13      -3.516547999213e-09      -3.389496303611e-12      -5.778777037186e-12 
       4.366856786754e-05      -5.153785145999e-03      -3.872497626877e-03      -3.872498432413e-03      -5.153616683159e-03      -3.871736904747e-03      -3.872653106723e-03      -3.874060615775e-03       5.990690865903e-01       5.983081314080e-01       7.744996864826e-03       2.219775030673e-06       9.999827781943e-01      -1.072567338470e-09       3.253315531139e-09      -3.322214825606e-13      -4.116087498671e-09      -6.168832133100e-13      -4.227318305650e-09      -4.075056098499e-12      -6.946807557004e-12 
       4.572660406660e-05      -5.649996630919e-03      -4.246103468179e-03      -4.246104436594e-03      -5.649794123331e-03      -4.245265599904e-03      -4.246273955205e-03      -4.247816019577e-03       5.990679555379e-01       5.983071979375e-01       8.492208873189e-03       2.433930810532e-06       9.999811171481e-01      -1.175903475813e-09       3.566423098992e-09      -3.642250730932e-13      -4.947985599888e-09      -7.415954149782e-13      -5.081692380628e-09      -4.899276152060e-12      -8.350831222686e-12 
       4.788163252356e-05      -6.193876335908e-03      -4.655752966557e-03      -4.655754130738e-03      -6.193632911724e-03      -4.654829750099e-03      -4.655939906461e-03      -4.657629261038e-03       5.990667156100e-01       5.983061742975e-01       9.311508261477e-03       2.668747121577e-06       9.999792959421e-01      -1.289164850041e-09       3.909584572168e-09      -3.993064066174e-13      -5.947947246472e-09      -8.914873917661e-13      -6.108665327527e-09      -5.890200070016e-12      -1.003849938592e-11 
       5.013822434270e-05      -6.789981748609e-03      -5.104923319494e-03      -5.104924719032e-03      -6.789689143029e-03      -5.103905608020e-03      -5.105128301944e-03      -5.106978855550e-03       5.990653568893e-01       5.983050527971e-01       1.020984943806e-02       2.926217081847e-06       9.999772991430e-01      -1.413329543367e-09       4.285667387542e-09      -4.377605554465e-13      -7.149896845894e-09      -1.071674467467e-12      -7.343080831952e-09      -7.081544504221e-12      -1.206707486148e-11 
       5.250116605782e-05      -7.443301668125e-03      -5.597427138714e-03      -5.597428821187e-03      -7.442949947988e-03      -5.596304718329e-03      -5.597651907700e-03      -5.599678849689e-03       5.990638669834e-01       5.983038230724e-01       1.119485764237e-02       3.208526078418e-06       9.999751098503e-01      -1.549423576767e-09       4.697810051810e-09      -4.799105560411e-13      -8.594602992692e-09      -1.288282560174e-12      -8.826808929069e-09      -8.513844860783e-12      -1.450536845575e-11 
       5.497546978510e-05      -8.159296154086e-03      -6.137444818048e-03      -6.137446840613e-03      -8.158873388461e-03      -6.136206267488e-03      -6.137691282717e-03      -6.139911198367e-03       5.990622332112e-01       5.983024743717e-01       1.227489368123e-02       3.518070294827e-06       9.999727094994e-01      -1.698594079643e-09       5.149447126345e-09      -5.261100164033e-13      -1.033105911671e-08      -1.548636137960e-12      -1.061016028908e-08      -1.023583473992e-11      -1.743606452151e-11 
       5.756638385449e-05      -8.943939972168e-03      -6.729559999634e-03      -6.729562430982e-03      -8.943431825140e-03      -6.728192528931e-03      -6.729830253314e-03      -6.732261240796e-03       5.990604416450e-01       5.983009951660e-01       1.345912486196e-02       3.857477045221e-06       9.999700777691e-01      -1.862099449661e-09       5.644334803090e-09      -5.767461697656e-13      -1.241812896112e-08      -1.861560122734e-12      -1.275358480890e-08      -1.230610357053e-11      -2.095851129237e-11 
       6.027940394210e-05      -9.803769846030e-03      -7.378798475272e-03      -7.378801398064e-03      -9.803159078876e-03      -7.377287739839e-03      -7.379094819762e-03      -7.381756612103e-03       5.990584779006e-01       5.982993740613e-01       1.475760279613e-02       4.229627054005e-06       9.999671923806e-01      -2.041296114848e-09       6.186579465253e-09      -6.322430941499e-13      -1.492652472054e-08      -2.237731503754e-12      -1.532971050519e-08      -1.479508972882e-11      -2.519207200077e-11 
       6.312028472726e-05      -1.074593567731e-02      -8.090670802609e-03      -8.090674316052e-03      -1.074520159712e-02      -8.089000688173e-03      -8.090995752844e-03      -8.093909869753e-03       5.990563249385e-01       5.982975963756e-01       1.618134863210e-02       4.637678914229e-06       9.999640289048e-01      -2.237694802572e-09       6.780673611218e-09      -6.930645190671e-13      -1.794122488718e-08      -2.689804311803e-12      -1.842579125346e-08      -1.778747689485e-11      -3.028015152922e-11 
       6.609505209902e-05      -1.177825629878e-02      -8.871219077272e-03      -8.871223300716e-03      -1.177737402637e-02      -8.869371451379e-03      -8.871575399129e-03      -8.874765277005e-03       5.990539647257e-01       5.982956476323e-01       1.774244660143e-02       5.085095861681e-06       9.999605605814e-01      -2.452910218905e-09       7.431524022416e-09      -7.597183846490e-13      -2.156428462914e-08      -3.233186176738e-12      -2.214664481302e-08      -2.138507472608e-11      -3.639502114477e-11 
       6.921001593779e-05      -1.290927974325e-02      -9.727068175837e-03      -9.727073252806e-03      -1.290821938215e-02      -9.725022599298e-03      -9.727458904766e-03      -9.730950056700e-03       5.990513771055e-01       5.982935111694e-01       1.945414650561e-02       5.575675161647e-06       9.999567580618e-01      -2.688792756540e-09       8.144493160501e-09      -8.327602639936e-13      -2.591830321608e-08      -3.886330978263e-12      -2.661817837844e-08      -2.571028442149e-11      -4.374361854500e-11 
       7.247178349952e-05      -1.414834850115e-02      -1.066548194298e-02      -1.066548804565e-02      -1.414707417384e-02      -1.066321533435e-02      -1.066591039708e-02      -1.066973058919e-02       5.990485392219e-01       5.982911674281e-01       2.133097609130e-02       6.113580323494e-06       9.999525891896e-01      -2.947255257720e-09       8.925440715182e-09      -9.127975203782e-13      -3.115056652400e-08      -4.671205226091e-12      -3.199161881996e-08      -3.091025545925e-11      -5.257450425588e-11 
       7.588727343051e-05      -1.550567031256e-02      -1.169442487186e-02      -1.169443220739e-02      -1.550413889121e-02      -1.169191111741e-02      -1.169489469919e-02      -1.169907410455e-02       5.990454289404e-01       5.982885987946e-01       2.338886441478e-02       6.703376351161e-06       9.999480187306e-01      -3.230462937351e-09       9.780760269228e-09      -1.000494970079e-12      -3.743791602720e-08      -5.614504197730e-12      -3.844858791298e-08      -3.716189882045e-11      -6.318619367426e-11 
       7.946373044283e-05      -1.699239415629e-02      -1.282262956466e-02      -1.282263838201e-02      -1.699055384530e-02      -1.281983906277e-02      -1.282314476299e-02      -1.282771615295e-02       5.990420194802e-01       5.982857828780e-01       2.564527676403e-02       7.350068529874e-06       9.999430080533e-01      -3.540765712815e-09       1.071743208375e-08      -1.096579116877e-12      -4.499274719182e-08      -6.748093491284e-12      -4.620718798242e-08      -4.467789889789e-11      -7.593717437082e-11 
       8.320874068131e-05      -1.862069243561e-02      -1.405967083080e-02      -1.405968142908e-02      -1.861848103072e-02      -1.405656995939e-02      -1.406023578728e-02      -1.406523471287e-02       5.990382817254e-01       5.982826955525e-01       2.811936285815e-02       8.059144832046e-06       9.999375148482e-01      -3.880727727617e-09       1.174306958798e-08      -1.201844188975e-12      -5.407007991369e-08      -8.110356509021e-12      -5.552930063790e-08      -5.371395079768e-11      -9.125790491279e-11 
       8.713024781476e-05      -2.040384926136e-02      -1.541604688152e-02      -1.541605962009e-02      -2.040119206958e-02      -1.541259737484e-02      -1.541666640723e-02      -1.542213139438e-02       5.990341839075e-01       5.982793104129e-01       3.083211924018e-02       8.836622441753e-06       9.999314927301e-01      -4.253158050374e-09       1.286597415881e-08      -1.317157955513e-12      -6.497609739433e-08      -9.747326199913e-12      -6.672933487489e-08      -6.457745267503e-11      -1.096651963568e-10 
       9.123656988559e-05      -2.235635527020e-02      -1.690326837617e-02      -1.690328368715e-02      -2.235316256262e-02      -1.689942659402e-02      -1.690394775277e-02      -1.690992049274e-02       5.990296923654e-01       5.982755998418e-01       3.380656737429e-02       9.689098734700e-06       9.999248908913e-01      -4.661121887401e-09       1.409519018620e-08      -1.443468492779e-12      -7.807832734949e-08      -1.171441245732e-11      -8.018471212820e-08      -7.763796150329e-11      -1.317794455515e-10 
       9.553641695344e-05      -2.449400873867e-02      -1.853395592426e-02      -1.853397432634e-02      -2.449017285431e-02      -1.852967199233e-02      -1.853470093684e-02      -1.854122649403e-02       5.990247681446e-01       5.982715311035e-01       3.706794865269e-02       1.062380726870e-05       9.999176536492e-01      -5.107964330119e-09       1.544056976010e-08      -1.581810582544e-12      -9.381795417733e-08      -1.407782467803e-11      -9.634842639245e-08      -9.333976073042e-11      -1.583453135037e-10 
       1.000389095704e-04      -2.683402409060e-02      -2.032194719089e-02      -2.032196930737e-02      -2.682941577422e-02      -2.031716399077e-02      -2.032276418639e-02      -2.032989118322e-02       5.990193708240e-01       5.982670708932e-01       4.064393861473e-02       1.164867898080e-05       9.999097200291e-01      -5.597345747888e-09       1.691283183656e-08      -1.733313980368e-12      -1.127243845261e-07      -1.691727369783e-11      -1.157640888502e-07      -1.122169671702e-10      -1.902564392045e-10 
       1.047535981271e-04      -2.939514674115e-02      -2.228241407415e-02      -2.228244065388e-02      -2.938961084220e-02      -2.227706605253e-02      -2.228331001994e-02      -2.229109081837e-02       5.990134544777e-01       5.982621810689e-01       4.456488130777e-02       1.277240947731e-05       9.999010232024e-01      -6.133249643288e-09       1.852363161560e-08      -1.899211240261e-12      -1.354328121217e-07      -2.032859038006e-11      -1.390839355934e-07      -1.349116899320e-10      -2.285850780600e-10 
       1.096904831099e-04      -3.219777503589e-02      -2.443199133469e-02      -2.443202327710e-02      -3.219112538602e-02      -2.442600309807e-02      -2.443297386610e-02      -2.444146475184e-02       5.990069691173e-01       5.982568199365e-01       4.886404655421e-02       1.400453265357e-05       9.998914899933e-01      -6.720026017409e-09       2.028563395856e-08      -2.080846057976e-12      -1.627052772123e-07      -2.442635443165e-11      -1.670903800289e-07      -1.621958634518e-10      -2.746175391605e-10 
       1.148600363139e-04      -3.526408899004e-02      -2.678891760142e-02      -2.678895598720e-02      -3.525610217380e-02      -2.678220225629e-02      -2.678999510517e-02      -2.679925642153e-02       5.989998614543e-01       5.982509435632e-01       5.357791197440e-02       1.535550139421e-05       9.998810402397e-01      -7.362418107570e-09       2.221258220004e-08      -2.279683271186e-12      -1.954556469265e-07      -2.934873827393e-11      -2.007217914391e-07      -1.949974902891e-10      -3.298965965817e-10 
       1.202732230545e-04      -3.861818502076e-02      -2.937318976070e-02      -2.937323588822e-02      -3.860859295560e-02      -2.936564694966e-02      -2.937437144673e-02      -2.938446771582e-02       5.989920713180e-01       5.982445018916e-01       5.874647177644e-02       1.683677619365e-05       9.998695861822e-01      -8.065592256032e-09       2.431937827273e-08      -2.497318208389e-12      -2.347797118242e-07      -3.526157596581e-11      -2.411033121616e-07      -2.344321850238e-10      -3.962721954722e-10 
       1.259415254264e-04      -4.228621643042e-02      -3.220673243164e-02      -3.220678785855e-02      -4.227469784518e-02      -3.219824600536e-02      -3.220802837322e-02      -3.221902841183e-02       5.989835335992e-01       5.982374403556e-01       6.441357571710e-02       1.846092209060e-05       9.998570316418e-01      -8.835171988517e-09       2.662216782965e-08      -2.735486235264e-12      -2.819913089822e-07      -4.236197417118e-11      -2.895836785951e-07      -2.818410856921e-10      -4.759620332422e-10 
       1.318769666591e-04      -4.629653970920e-02      -3.531358358612e-02      -3.531365018421e-02      -4.628270915096e-02      -3.530401884689e-02      -3.531500485945e-02      -3.532698175098e-02       5.989741767551e-01       5.982296996092e-01       7.062730036841e-02       2.024171505674e-05       9.998432714692e-01      -9.677277319829e-09       2.913840405236e-08      -2.996076065957e-12      -3.386646249833e-07      -5.088885311970e-11      -3.477791979908e-07      -3.388364596311e-10      -5.716239170683e-10 
       1.380921366191e-04      -5.067986328939e-02      -3.872009810141e-02      -3.872017811749e-02      -5.066325882064e-02      -3.870929852845e-02      -3.872165685063e-02      -3.873468792131e-02       5.989639228721e-01       5.982212146198e-01       7.744035623498e-02       2.219425851388e-05       9.998281903944e-01      -1.059855649418e-08       3.188694193317e-08      -3.281139310226e-12      -4.066858259740e-07      -6.112714147971e-11      -4.176262091296e-07      -4.073564481000e-10      -6.864421284608e-10 
       1.446002185152e-04      -5.546939935851e-02      -4.245517079363e-02      -4.245526692360e-02      -5.544946751132e-02      -4.244295415101e-02      -4.245688033277e-02      -4.247104700434e-02       5.989526863234e-01       5.982119137954e-01       8.491053384720e-02       2.433511112940e-05       9.998116623471e-01      -1.160623519018e-08       3.488811181238e-08      -3.592903292131e-12      -4.883138823041e-07      -7.341816762967e-11      -5.014436550066e-07      -4.897309551542e-10      -8.242304068727e-10 
