# Matter power spectrum P(k) at redshift z=3
# for k=1.0969e-05 to 218.908 h/Mpc,
# number of wavenumbers equal to 595
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       7.946373044283e-04       2.391534112306e+02 
       8.320874068131e-04       2.497577903924e+02 
       8.713024781476e-04       2.608135247873e+02 
       9.123656988559e-04       2.723374728317e+02 
       9.553641695344e-04       2.843468621740e+02 
       1.000389095704e-03       2.968592530398e+02 
       1.047535981271e-03       3.098925237776e+02 
       1.096904831099e-03       3.234648449683e+02 
       1.148600363139e-03       3.375946423994e+02 
       1.202732230545e-03       3.523005606477e+02 
       1.259415254264e-03       3.676014222467e+02 
       1.318769666591e-03       3.835161844726e+02 
       1.380921366191e-03       4.000638641801e+02 
       1.446002185152e-03       4.172634920835e+02 
       1.514150168616e-03       4.351340298261e+02 
       1.585509867594e-03       4.536942636548e+02 
       1.660232645574e-03       4.729627129561e+02 
       1.738476999587e-03       4.929575287419e+02 
       1.820408896397e-03       5.136962745488e+02 
       1.906202124544e-03       5.351958748527e+02 
       1.996038662965e-03       5.574723590303e+02 
       2.090109067004e-03       5.805406979700e+02 
       2.188612872600e-03       6.044145870361e+02 
       2.291759019531e-03       6.291062669435e+02 
       2.399766294604e-03       6.546262567154e+02 
       2.512863795730e-03       6.809831792534e+02 
       2.631291417873e-03       7.081834505829e+02 
       2.755300361896e-03       7.362311851369e+02 
       2.885153667396e-03       7.651278223020e+02 
       3.021126770644e-03       7.948718689085e+02 
       3.163508088822e-03       8.254587070998e+02 
       3.312599631796e-03       8.568800412361e+02 
       3.468717642716e-03       8.891237170508e+02 
       3.632193268816e-03       9.221733089767e+02 
       3.803373263814e-03       9.560077327744e+02 
       3.982620723431e-03       9.906008133636e+02 
       4.170315855554e-03       1.025921295773e+03 
       4.366856786707e-03       1.061932359856e+03 
       4.572660406506e-03       1.098591400341e+03 
       4.788163251864e-03       1.135849623788e+03 
       5.013822432762e-03       1.173651931031e+03 
       5.250116601328e-03       1.211935636483e+03 
       5.497546965834e-03       1.250633576907e+03 
       5.756638350631e-03       1.289667449999e+03 
       6.027940301843e-03       1.328953813276e+03 
       6.312028235853e-03       1.368400893930e+03 
       6.609504622134e-03       1.407908691068e+03 
       6.921000181360e-03       1.447368431769e+03 
       7.247175060160e-03       1.486663498873e+03 
       7.588719909568e-03       1.525667535505e+03 
       7.946356736254e-03       1.564244942970e+03 
       8.320839302068e-03       1.602249892711e+03 
       8.712952702774e-03       1.639526688306e+03 
       9.123511543240e-03       1.675909726978e+03 
       9.553355826116e-03       1.711223885736e+03 
       1.000334327259e-02       1.745275455925e+03 
       1.047433630144e-02       1.777866968998e+03 
       1.096718134364e-02       1.808785664685e+03 
       1.148267766018e-02       1.837808131557e+03 
       1.202153254843e-02       1.864702634148e+03 
       1.258430008717e-02       1.889225235160e+03 
       1.317130184694e-02       1.911132309858e+03 
       1.378253084068e-02       1.930181506530e+03 
       1.441754485614e-02       1.946144912937e+03 
       1.507536209159e-02       1.958816920289e+03 
       1.575437942368e-02       1.968039943035e+03 
       1.645233873034e-02       1.973709776148e+03 
       1.716636530373e-02       1.975798693171e+03 
       1.789309116626e-02       1.974359246775e+03 
       1.862885571852e-02       1.969527178449e+03 
       1.936995326311e-02       1.961512902470e+03 
       2.011288192339e-02       1.950581308262e+03 
       2.085454900126e-02       1.937034366961e+03 
       2.159240335812e-02       1.921196774814e+03 
       2.232448768201e-02       1.903383045224e+03 
       2.304942252117e-02       1.883900022894e+03 
       2.376634395220e-02       1.863031735677e+03 
       2.447481770068e-02       1.841021740498e+03 
       2.517474787071e-02       1.818108471204e+03 
       2.586629197025e-02       1.794476538934e+03 
       2.654978813385e-02       1.770296044381e+03 
       2.722569633342e-02       1.745720088690e+03 
       2.789455293640e-02       1.720868707603e+03 
       2.855693681082e-02       1.695838470288e+03 
       2.921344482475e-02       1.670737314462e+03 
       2.986467467311e-02       1.645632901725e+03 
       3.051121324598e-02       1.620588068132e+03 
       3.115362908813e-02       1.595669064830e+03 
       3.179246781784e-02       1.570922778683e+03 
       3.242824964662e-02       1.546381025993e+03 
       3.306146836151e-02       1.522100447908e+03 
       3.369259130286e-02       1.498109929266e+03 
       3.432206000051e-02       1.474430707415e+03 
       3.495029122750e-02       1.451093479653e+03 
       3.557767830186e-02       1.428126554464e+03 
       3.620459251805e-02       1.405544982829e+03 
       3.683138462739e-02       1.383372097707e+03 
       3.745838631308e-02       1.361623908462e+03 
       3.808591162448e-02       1.340308053568e+03 
       3.871425834856e-02       1.319446676092e+03 
       3.934370930598e-02       1.299048326541e+03 
       3.997453356526e-02       1.279121165175e+03 
       4.060698757339e-02       1.259673561879e+03 
       4.124131620360e-02       1.240716997820e+03 
       4.187775372335e-02       1.222248659761e+03 
       4.251652468637e-02       1.204281996956e+03 
       4.315784475339e-02       1.186816314240e+03 
       4.380192144653e-02       1.169849192201e+03 
       4.444895484213e-02       1.153389674373e+03 
       4.509913820710e-02       1.137427428131e+03 
       4.575265858315e-02       1.121969499353e+03 
       4.640969732355e-02       1.107002719288e+03 
       4.707043058632e-02       1.092533373596e+03 
       4.773502978774e-02       1.078550525165e+03 
       4.840366201971e-02       1.065043324658e+03 
       4.907649043405e-02       1.052005821413e+03 
       4.975367459674e-02       1.039419771415e+03 
       5.043537081486e-02       1.027296862483e+03 
       5.112173243845e-02       1.015596795315e+03 
       5.181291013972e-02       1.004325586938e+03 
       5.250905217143e-02       9.934572710307e+02 
       5.321030460638e-02       9.829808819361e+02 
       5.391681155968e-02       9.728706478013e+02 
       5.462871539508e-02       9.631150221009e+02 
       5.534615691701e-02       9.536952054255e+02 
       5.606927554935e-02       9.445858230295e+02 
       5.679820950211e-02       9.357664331628e+02 
       5.753309592701e-02       9.272119283032e+02 
       5.827407106296e-02       9.189005216285e+02 
       5.902127037216e-02       9.108079355017e+02 
       5.977482866757e-02       9.029080911968e+02 
       6.053488023263e-02       8.951687485899e+02 
       6.130155893359e-02       8.875673121159e+02 
       6.207499832521e-02       8.800763569004e+02 
       6.285533175027e-02       8.726652699329e+02 
       6.364269243341e-02       8.653030917154e+02 
       6.443721356965e-02       8.579663688843e+02 
       6.523902840810e-02       8.506213272166e+02 
       6.604827033112e-02       8.432433502139e+02 
       6.686507292931e-02       8.358023415751e+02 
       6.768957007262e-02       8.282716148679e+02 
       6.852189597788e-02       8.206238823271e+02 
       6.936218527295e-02       8.128359497155e+02 
       7.021057305780e-02       8.048824019003e+02 
       7.106719496263e-02       7.967427195505e+02 
       7.193218720333e-02       7.883956101669e+02 
       7.280568663443e-02       7.798226212007e+02 
       7.368783079963e-02       7.710123880827e+02 
       7.457875798024e-02       7.619473583466e+02 
       7.547860724140e-02       7.526203526550e+02 
       7.638751847653e-02       7.430244321259e+02 
       7.730563244986e-02       7.331549419396e+02 
       7.823309083734e-02       7.230116197062e+02 
       7.917003626588e-02       7.125996655111e+02 
       8.011661235116e-02       7.019248132004e+02 
       8.107296373400e-02       6.909981501997e+02 
       8.203923611538e-02       6.798342347072e+02 
       8.301557629029e-02       6.684510179678e+02 
       8.400213218032e-02       6.568687303794e+02 
       8.499905286519e-02       6.451134891929e+02 
       8.600648861320e-02       6.332128053898e+02 
       8.702459091074e-02       6.211978325116e+02 
       8.805351249081e-02       6.090985215936e+02 
       8.909340736074e-02       5.969571918671e+02 
       9.014443082896e-02       5.848029087272e+02 
       9.120673953112e-02       5.726805799339e+02 
       9.228049145540e-02       5.606262041006e+02 
       9.336584596711e-02       5.486826432532e+02 
       9.446296383264e-02       5.368881627308e+02 
       9.557200724288e-02       5.252817016841e+02 
       9.669313983590e-02       5.139038504313e+02 
       9.782652671922e-02       5.027894522973e+02 
       9.897233449153e-02       4.919738225510e+02 
       1.001307312639e-01       4.814894212184e+02 
       1.013018866804e-01       4.713636019208e+02 
       1.024859719390e-01       4.616235282384e+02 
       1.036831598108e-01       4.522901978907e+02 
       1.048936246604e-01       4.433819231249e+02 
       1.061175424646e-01       4.349112555482e+02 
       1.073550908320e-01       4.268863405447e+02 
       1.086064490212e-01       4.193124344147e+02 
       1.098717979600e-01       4.121852635395e+02 
       1.111513202630e-01       4.055009957303e+02 
       1.124452002505e-01       3.992440261111e+02 
       1.137536239660e-01       3.934021354666e+02 
       1.150767791943e-01       3.879503148460e+02 
       1.164148554796e-01       3.828623968690e+02 
       1.177680441428e-01       3.781069657558e+02 
       1.191365383000e-01       3.736468892882e+02 
       1.205205328796e-01       3.694435239901e+02 
       1.219202246406e-01       3.654534477180e+02 
       1.233358121908e-01       3.616289939452e+02 
       1.247674960041e-01       3.579217011205e+02 
       1.262154784397e-01       3.542820334992e+02 
       1.276799637599e-01       3.506584791007e+02 
       1.291611581492e-01       3.470009892762e+02 
       1.306592697330e-01       3.432608901493e+02 
       1.321745085970e-01       3.393936748224e+02 
       1.337070868071e-01       3.353550362174e+02 
       1.352572184290e-01       3.311120931887e+02 
       1.368251195489e-01       3.266322132088e+02 
       1.384110082948e-01       3.218936568660e+02 
       1.400151048573e-01       3.168814115211e+02 
       1.416376315125e-01       3.115900226164e+02 
       1.432788126441e-01       3.060226988256e+02 
       1.449388747672e-01       3.001927669395e+02 
       1.466180465522e-01       2.941216670132e+02 
       1.483165588498e-01       2.878399554097e+02 
       1.500346447167e-01       2.813860172458e+02 
       1.517725394423e-01       2.748042532313e+02 
       1.535304805762e-01       2.681451096812e+02 
       1.553087079567e-01       2.614624429022e+02 
       1.571074637407e-01       2.548121813913e+02 
       1.589269924342e-01       2.482507104503e+02 
       1.607675409244e-01       2.418329572871e+02 
       1.626293585127e-01       2.356108527676e+02 
       1.645126969494e-01       2.296312332260e+02 
       1.664178104695e-01       2.239353803320e+02 
       1.683449558301e-01       2.185563264261e+02 
       1.702943923491e-01       2.135187396393e+02 
       1.722663819457e-01       2.088384081413e+02 
       1.742611891826e-01       2.045209310303e+02 
       1.762790813099e-01       2.005614215886e+02 
       1.783203283105e-01       1.969457598555e+02 
       1.803852029478e-01       1.936497210919e+02 
       1.824739808153e-01       1.906405717032e+02 
       1.845869403884e-01       1.878776822979e+02 
       1.867243630778e-01       1.853136509086e+02 
       1.888865332854e-01       1.828966704942e+02 
       1.910737384634e-01       1.805715555771e+02 
       1.932862691740e-01       1.783012209319e+02 
       1.955244191537e-01       1.760260076764e+02 
       1.977884853783e-01       1.736789469259e+02 
       2.000787681320e-01       1.712136092920e+02 
       2.023955710787e-01       1.685923254453e+02 
       2.047392013365e-01       1.657881988045e+02 
       2.071099695544e-01       1.627871889926e+02 
       2.095081899940e-01       1.595891568668e+02 
       2.119341806119e-01       1.562075009991e+02 
       2.143882631479e-01       1.526684078628e+02 
       2.168707632153e-01       1.490089667972e+02 
       2.193820103951e-01       1.452739760858e+02 
       2.219223383340e-01       1.415131203515e+02 
       2.244920848465e-01       1.377771848560e+02 
       2.270915920209e-01       1.341157610273e+02 
       2.297212063293e-01       1.305738078088e+02 
       2.323812787420e-01       1.271901650557e+02 
       2.350721648469e-01       1.239962045696e+02 
       2.377942249726e-01       1.210139990274e+02 
       2.405478243169e-01       1.182562433170e+02 
       2.433333330804e-01       1.157244517806e+02 
       2.461511266052e-01       1.134105203538e+02 
       2.490015855182e-01       1.112950497958e+02 
       2.518850958811e-01       1.093487580658e+02 
       2.548020493455e-01       1.075332647597e+02 
       2.577528433139e-01       1.058072384409e+02 
       2.607378811073e-01       1.041257963166e+02 
       2.637575721387e-01       1.024451325132e+02 
       2.668123320937e-01       1.007283356559e+02 
       2.699025831178e-01       9.894432214030e+01 
       2.730287540109e-01       9.707343194979e+01 
       2.761912804292e-01       9.510645218762e+01 
       2.793906050948e-01       9.304528113228e+01 
       2.826271780137e-01       9.090251625726e+01 
       2.859014567017e-01       8.870015371851e+01 
       2.892139064192e-01       8.646849017758e+01 
       2.925650004150e-01       8.424227200020e+01 
       2.959552201797e-01       8.205832368392e+01 
       2.993850557086e-01       7.995098867247e+01 
       3.028550057750e-01       7.794814682161e+01 
       3.063655782144e-01       7.606836478649e+01 
       3.099172902189e-01       7.431904273609e+01 
       3.135106686447e-01       7.269681096893e+01 
       3.171462503301e-01       7.118866277565e+01 
       3.208245824271e-01       6.977545318266e+01 
       3.245462227460e-01       6.843279657919e+01 
       3.283117401135e-01       6.713444733800e+01 
       3.321217147457e-01       6.585388751192e+01 
       3.359767386358e-01       6.456665651627e+01 
       3.398774159576e-01       6.325429692406e+01 
       3.438243634858e-01       6.190556596149e+01 
       3.478182110334e-01       6.051883582259e+01 
       3.518596019074e-01       5.910194144875e+01 
       3.559491933834e-01       5.766951062486e+01 
       3.600876572003e-01       5.624017645207e+01 
       3.642756800760e-01       5.483340617262e+01 
       3.685139642453e-01       5.346699985900e+01 
       3.728032280205e-01       5.215558728681e+01 
       3.771442063771e-01       5.090954844080e+01 
       3.815376515643e-01       4.973279884133e+01 
       3.859843337434e-01       4.862193490549e+01 
       3.904850416542e-01       4.756658353687e+01 
       3.950405833110e-01       4.655148011056e+01 
       3.996517867313e-01       4.555992732626e+01 
       4.043195006967e-01       4.457780021572e+01 
       4.090445955496e-01       4.359506684030e+01 
       4.138279640274e-01       4.260620745766e+01 
       4.186705221354e-01       4.161027197201e+01 
       4.235732100615e-01       4.061071742984e+01 
       4.285369931351e-01       3.961565634440e+01 
       4.335628628325e-01       3.863611937303e+01 
       4.386518378313e-01       3.768298170870e+01 
       4.438049651176e-01       3.676373571595e+01 
       4.490233211485e-01       3.588116290899e+01 
       4.543080130732e-01       3.503435604330e+01 
       4.596601800167e-01       3.421978251583e+01 
       4.650809944303e-01       3.343178185628e+01 
       4.705716635122e-01       3.266267107435e+01 
       4.761334307032e-01       3.190431415934e+01 
       4.817675772629e-01       3.115108808962e+01 
       4.874754239302e-01       3.040175873347e+01 
       4.932583326751e-01       2.965866886786e+01 
       4.991177085474e-01       2.892532537338e+01 
       5.050550016280e-01       2.820552091031e+01 
       5.110717090915e-01       2.750347580790e+01 
       5.171693773858e-01       2.682300417378e+01 
       5.233496045382e-01       2.616527022495e+01 
       5.296140425967e-01       2.552792346533e+01 
       5.359644002153e-01       2.490707378156e+01 
       5.424024453948e-01       2.429962286511e+01 
       5.489300083895e-01       2.370321774710e+01 
       5.555489847921e-01       2.311548615033e+01 
       5.622613388112e-01       2.253535805722e+01 
       5.690691067536e-01       2.196452630033e+01 
       5.759744007296e-01       2.140579815682e+01 
       5.829794125966e-01       2.086055756413e+01 
       5.900864181604e-01       2.032907188060e+01 
       5.972977816540e-01       1.981180927109e+01 
       6.046159605169e-01       1.930822641686e+01 
       6.120435104986e-01       1.881590769395e+01 
       6.195830911125e-01       1.833282866662e+01 
       6.272374714700e-01       1.785889592282e+01 
       6.350095365264e-01       1.739405302128e+01 
       6.429022937736e-01       1.693794411351e+01 
       6.509188804177e-01       1.649162878666e+01 
       6.590625710844e-01       1.605633854634e+01 
       6.673367860990e-01       1.563135719047e+01 
       6.757451003909e-01       1.521600810021e+01 
       6.842912530819e-01       1.481031407838e+01 
       6.929791578186e-01       1.441308409236e+01 
       7.018129139205e-01       1.402345673464e+01 
       7.107968184185e-01       1.364222378515e+01 
       7.199353790728e-01       1.326921414642e+01 
       7.292333284610e-01       1.290415649129e+01 
       7.386956392462e-01       1.254780755691e+01 
       7.483275407403e-01       1.219940774601e+01 
       7.581345368956e-01       1.185835109491e+01 
       7.681224258715e-01       1.152495147969e+01 
       7.782973213408e-01       1.119832762419e+01 
       7.886656757211e-01       1.087870876693e+01 
       7.992343055379e-01       1.056631063838e+01 
       8.100104191535e-01       1.026044972418e+01 
       8.210016471248e-01       9.961624788771e+00 
       8.322160754854e-01       9.669070606021e+00 
       8.436622822901e-01       9.382801942109e+00 
       8.553493777980e-01       9.102775619373e+00 
       8.672870487287e-01       8.828558966190e+00 
       8.794856070782e-01       8.560559099167e+00 
       8.919560440529e-01       8.298076578028e+00 
       9.047100897573e-01       8.041512441308e+00 
       9.177602793592e-01       7.790170027069e+00 
       9.311200265643e-01       7.544434612299e+00 
       9.448037053502e-01       7.303740783541e+00 
       9.588267410536e-01       7.068420709770e+00 
       9.732057120658e-01       6.837917848363e+00 
       9.879584635853e-01       6.612506423694e+00 
       1.003104235097e+00       6.391700774991e+00 
       1.018663803508e+00       6.175680819755e+00 
       1.034659644180e+00       5.964175067511e+00 
       1.051116112430e+00       5.757057194237e+00 
       1.068059648533e+00       5.554379367294e+00 
       1.085519009674e+00       5.355801392418e+00 
       1.103525532937e+00       5.161367026760e+00 
       1.122113434006e+00       4.971005554474e+00 
       1.141320147063e+00       4.784484225922e+00 
       1.161186712200e+00       4.601773703369e+00 
       1.181758217703e+00       4.422845849590e+00 
       1.203084305656e+00       4.247563608766e+00 
       1.225219750619e+00       4.075806666391e+00 
       1.248225122457e+00       3.907499942378e+00 
       1.272167545910e+00       3.742577045435e+00 
       1.297121570873e+00       3.580960126086e+00 
       1.323170168729e+00       3.422560530373e+00 
       1.350405870962e+00       3.267303351132e+00 
       1.378932066500e+00       3.115126161376e+00 
       1.408864473114e+00       2.965974428065e+00 
       1.440332794887e+00       2.819800668890e+00 
       1.473482570981e+00       2.676550877839e+00 
       1.508477208804e+00       2.536202148545e+00 
       1.545500174671e+00       2.398776938180e+00 
       1.584757283820e+00       2.264209580031e+00 
       1.626478985044e+00       2.132560544367e+00 
       1.670922469119e+00       2.003840894326e+00 
       1.718373341237e+00       1.878167608980e+00 
       1.769146486669e+00       1.755628363747e+00 
       1.823585634966e+00       1.636350311047e+00 
       1.882061016189e+00       1.520508339515e+00 
       1.944964451729e+00       1.408339521342e+00 
       2.012701309284e+00       1.300102520650e+00 
       2.085679072733e+00       1.196083930111e+00 
       2.164292910656e+00       1.096591464899e+00 
       2.248909558865e+00       1.001957586150e+00 
       2.339851868790e+00       9.124771180141e-01 
       2.437387107706e+00       8.284139388472e-01 
       2.541722026674e+00       7.499484348386e-01 
       2.653006540240e+00       6.771771310773e-01 
       2.771345811192e+00       6.100953658520e-01 
       2.896818376356e+00       5.486030629138e-01 
       3.029496605655e+00       4.925020576648e-01 
       3.169465753203e+00       4.415268096142e-01 
       3.316838942240e+00       3.953655476061e-01 
       3.471766970449e+00       3.536700667096e-01 
       3.634443173879e+00       3.160889613753e-01 
       3.805104403104e+00       2.822694608304e-01 
       3.984029433293e+00       2.518716292367e-01 
       4.171536022243e+00       2.245781148672e-01 
       4.367977546024e+00       2.000914123426e-01 
       4.573739825701e+00       1.781372891776e-01 
       4.789238487465e+00       1.584680719110e-01 
       5.014916998530e+00       1.408562859405e-01 
       5.251245390555e+00       1.250965514761e-01 
       5.498719607936e+00       1.110034877488e-01 
       5.757861384481e+00       9.840930456898e-02 
       6.029218544837e+00       8.716522692569e-02 
       6.313365635473e+00       7.711042770706e-02 
       6.610904806061e+00       6.811583738796e-02 
       6.922466880298e+00       6.009836943704e-02 
       7.248712572246e+00       5.297669135091e-02 
       7.590333818664e+00       4.667018341773e-02 
       7.948055208895e+00       4.109378427131e-02 
       8.322635501907e+00       3.616148085000e-02 
       8.714869225646e+00       3.179341213978e-02 
       9.125588357423e+00       2.792596791496e-02 
       9.555664086357e+00       2.451167305236e-02 
       1.000600866025e+01       2.150678581003e-02 
       1.047757732014e+01       1.886394733394e-02 
       1.097137032631e+01       1.653163606446e-02 
       1.148843507991e+01       1.445928898127e-02 
       1.202986834461e+01       1.262377825502e-02 
       1.259681857293e+01       1.101602403048e-02 
       1.319048834233e+01       9.625062281758e-03 
       1.381213690599e+01       8.424685635773e-03 
       1.446308286385e+01       7.375740330958e-03 
       1.514470695956e+01       6.449182965020e-03 
       1.585845500922e+01       5.636531932888e-03 
       1.660584096814e+01       4.933414670858e-03 
       1.738845014213e+01       4.323361105328e-03 
       1.820794255018e+01       3.790286071741e-03 
       1.906605644557e+01       3.327476708012e-03 
       1.996461200290e+01       2.924805598103e-03 
       2.090551517900e+01       2.569921701962e-03 
       2.189076175564e+01       2.262341889689e-03 
       2.292244157292e+01       1.996474614653e-03 
       2.400274296203e+01       1.761678817851e-03 
       2.513395738707e+01       1.554961547749e-03 
       2.631848430549e+01       1.374070945895e-03 
       2.755883625771e+01       1.214415130202e-03 
       2.885764419651e+01       1.074530051283e-03 
       3.021766306766e+01       9.508999201413e-04 
       3.164177765353e+01       8.410461863310e-04 
       3.313300869209e+01       7.438112180437e-04 
       3.469451928431e+01       6.580238567364e-04 
       3.632962160350e+01       5.815144260244e-04 
       3.804178392091e+01       5.137707522277e-04 
       3.983463796237e+01       4.537287536546e-04 
       4.171198661167e+01       4.004303540012e-04 
       4.367781197700e+01       3.531070175319e-04 
       4.573628383751e+01       3.114390647216e-04 
       4.789176848802e+01       2.744573453084e-04 
       5.014883800045e+01       2.416652109182e-04 
       5.251227992185e+01       2.130994337878e-04 
       5.498710742941e+01       1.877192292546e-04 
       5.757856996408e+01       1.653631689624e-04 
       6.029216436533e+01       1.456739815122e-04 
       6.313364653071e+01       1.283168286952e-04 
       6.610904362487e+01       1.130385977337e-04 
       6.922466686394e+01       9.956281158236e-05 
       7.248712490254e+01       8.784593175056e-05 
       7.590333785159e+01       7.741749634035e-05 
       7.948055195675e+01       6.812802686471e-05 
       8.322635496875e+01       5.985701115913e-05 
       8.714869223800e+01       5.285035120278e-05 
       9.125588356771e+01       4.644660452425e-05 
       9.555664086136e+01       4.078848272330e-05 
       1.000600866018e+02       3.587002059674e-05 
       1.047757732012e+02       3.155030620089e-05 
       1.097137032630e+02       2.786013718081e-05 
       1.148843507991e+02       2.438756605562e-05 
       1.202986834461e+02       2.143501443034e-05 
       1.259681857293e+02       1.884791679495e-05 
       1.319048834233e+02       1.654844813703e-05 
       1.381213690599e+02       1.454392917305e-05 
       1.446308286385e+02       1.281079510908e-05 
       1.514470695956e+02       1.120105369074e-05 
       1.585845500922e+02       9.810911553613e-06 
       1.660584096814e+02       8.622016143331e-06 
       1.738845014213e+02       7.561320921184e-06 
       1.820794255018e+02       6.626394360608e-06 
       1.906605644557e+02       5.825589967074e-06 
       1.996461200290e+02       5.088048379028e-06 
       2.090551517900e+02       4.451574135824e-06 
       2.189076175564e+02       3.895454444141e-06 
