# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=3
# for k=1.0969e-05 to 218.908 h/Mpc,
# number of wavenumbers equal to 595
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_m                    8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_ncdm[0]             21:t_tot              
       3.982620723435e-05      -5.347236472179e-03      -4.018149048673e-03      -4.018149980671e-03      -5.347016739123e-03      -4.017259796184e-03      -4.018266850443e-03      -4.019442846513e-03       5.974410549506e-01       5.968331041604e-01       8.036299961341e-03       2.057552300550e-06       9.999849867205e-01      -7.961972277009e-10       2.431723989988e-09      -2.287783700966e-13      -3.974824451221e-09      -4.830793031124e-13      -4.087634517580e-09      -2.572053205147e-12      -5.363281754645e-12 
       4.170315855567e-05      -5.862033146711e-03      -4.405807551901e-03      -4.405808672330e-03      -5.861769008163e-03      -4.404829717031e-03      -4.405936751564e-03      -4.407225136318e-03       5.974400766484e-01       5.968322899938e-01       8.811617344661e-03       2.256057910272e-06       9.999835386865e-01      -8.728964437476e-10       2.665736386234e-09      -2.508149254463e-13      -4.778148169485e-09      -5.807353360443e-13      -4.913750401318e-09      -3.092278238562e-12      -6.447223428832e-12 
       4.366856786754e-05      -6.426275244157e-03      -4.830865595795e-03      -4.830866942724e-03      -6.425957733577e-03      -4.829790068163e-03      -4.831007298414e-03      -4.832418700019e-03       5.974390055918e-01       5.968313988080e-01       9.661733885448e-03       2.473714301052e-06       9.999819510435e-01      -9.569706824558e-10       2.922205614956e-09      -2.749703258073e-13      -5.743752310532e-09      -6.981188642941e-13      -5.906747985936e-09      -3.717723079545e-12      -7.750134124490e-12 
       4.572660406660e-05      -7.044688449002e-03      -5.296931162119e-03      -5.296932781368e-03      -7.044306781197e-03      -5.295747838352e-03      -5.297086584072e-03      -5.298632609129e-03       5.974378276996e-01       5.968304182311e-01       1.059386556274e-02       2.712369002232e-06       9.999802103246e-01      -1.049131424464e-09       3.203273533161e-09      -3.014475885181e-13      -6.904392855929e-09      -8.392377180365e-13      -7.100313929116e-09      -4.469669457709e-12      -9.316217627366e-12 
       4.788163252356e-05      -7.722445472506e-03      -5.807960381557e-03      -5.807962328119e-03      -7.721986699765e-03      -5.806658046281e-03      -5.808130854971e-03      -5.809824180586e-03       5.974365395979e-01       5.968293462784e-01       1.161592465624e-02       2.974047685674e-06       9.999783017725e-01      -1.150144505196e-09       3.511284816938e-09      -3.304689076751e-13      -8.299437699407e-09      -1.008863230370e-12      -8.534927183787e-09      -5.373702062630e-12      -1.119859058173e-11 
       5.013822434270e-05      -8.465207140404e-03      -6.368290908837e-03      -6.368293248886e-03      -8.464655690661e-03      -6.366857099800e-03      -6.368477896576e-03      -6.370332359680e-03       5.974351251713e-01       5.968281688937e-01       1.273658649777e-02       3.260971502403e-06       9.999762092581e-01      -1.260872772851e-09       3.848803204835e-09      -3.622776999530e-13      -9.976180463587e-09      -1.212752622445e-12      -1.025922588516e-08      -6.460581138595e-12      -1.346107152476e-11 
       5.250116605782e-05      -9.279167482251e-03      -6.982678880973e-03      -6.982681694039e-03      -9.278504643781e-03      -6.981099735304e-03      -6.982883991673e-03      -6.984914686128e-03       5.974335740075e-01       5.968268775860e-01       1.396536338808e-02       3.575575813444e-06       9.999739150428e-01      -1.382222237175e-09       4.218633490341e-09      -3.971403577175e-13      -1.199145189173e-08      -1.457845500284e-12      -1.233164866524e-08      -7.767287697380e-12      -1.618034878832e-11 
       5.497546978510e-05      -1.017110249968e-02      -7.656339231655e-03      -7.656342613287e-03      -1.017030579616e-02      -7.654599310593e-03      -7.656564229025e-03      -7.658787616834e-03       5.974318744555e-01       5.968254627880e-01       1.531268522657e-02       3.920530884757e-06       9.999713996904e-01      -1.515225149486e-09       4.623842718011e-09      -4.353484493184e-13      -1.441353120424e-08      -1.752431851798e-12      -1.482240506198e-08      -9.338282172922e-12      -1.944855205741e-11 
       5.756638385449e-05      -1.114842313249e-02      -8.394989902628e-03      -8.394993967650e-03      -1.114746556096e-02      -8.393071991311e-03      -8.395236723157e-03      -8.397670745957e-03       5.974300113836e-01       5.968239117083e-01       1.678998793530e-02       4.298764568995e-06       9.999686419159e-01      -1.660987861564e-09       5.067783534761e-09      -4.772210708259e-13      -1.732444664139e-08      -2.106490467815e-12      -1.781584093670e-08      -1.122701665057e-11      -2.337636565313e-11 
       6.027940394210e-05      -1.221923281083e-02      -9.204900382785e-03      -9.204905269346e-03      -1.221808189942e-02      -9.202785261077e-03      -9.205171159444e-03      -9.207835353047e-03       5.974279681725e-01       5.968222106908e-01       1.840981053869e-02       4.713487124194e-06       9.999656183952e-01      -1.820731634545e-09       5.554118263517e-09      -5.231075540655e-13      -2.082271492313e-08      -2.532089529013e-12      -2.141327713346e-08      -1.349775329422e-11      -2.809674465300e-11 
       6.312028472726e-05      -1.339238969672e-02      -1.009294494086e-02      -1.009295081479e-02      -1.339100647432e-02      -1.009061111988e-02      -1.009324201141e-02      -1.009615764431e-02       5.974257298073e-01       5.968203472314e-01       2.018590162958e-02       5.168218413098e-06       9.999623035366e-01      -1.995784113980e-09       6.086850544188e-09      -5.733897352677e-13      -2.502670763314e-08      -3.043590843099e-12      -2.573641586459e-08      -1.622775054713e-11      -3.376940328234e-11 
       6.609505209902e-05      -1.467757403354e-02      -1.106666081736e-02      -1.106666787811e-02      -1.467591164793e-02      -1.106408423715e-02      -1.106698675282e-02      -1.107017695419e-02       5.974232740633e-01       5.968183023597e-01       2.213333575622e-02       5.666817855365e-06       9.999586693180e-01      -2.187599916821e-09       6.670350728765e-09      -6.284854476230e-13      -3.007857038030e-08      -3.658344345605e-12      -3.093142740866e-08      -1.950989111735e-11      -4.058616099202e-11 
       6.921001593779e-05      -1.608536110516e-02      -1.213431234625e-02      -1.213432083366e-02      -1.608336326102e-02      -1.213146602693e-02      -1.213466997443e-02      -1.213815987570e-02       5.974205829111e-01       5.968160615517e-01       2.426864166731e-02       6.213517021549e-06       9.999546850141e-01      -2.397772833869e-09       7.309389735314e-09      -6.888515649710e-13      -3.614901158057e-08      -4.397197859638e-12      -3.717385257588e-08      -2.345584377333e-11      -4.877738435156e-11 
       7.247178349952e-05      -1.762729943274e-02      -1.330496086347e-02      -1.330497106525e-02      -1.762489858278e-02      -1.330181450194e-02      -1.330535328509e-02      -1.330917017680e-02       5.974176313726e-01       5.968136032899e-01       2.660994213050e-02       6.812955667755e-06       9.999503169595e-01      -2.628051088642e-09       8.009175276513e-09      -7.549872632753e-13      -4.344306022524e-08      -5.285027219872e-12      -4.467448094841e-08      -2.819985607399e-11      -5.861971407421e-11 
       7.588727343051e-05      -1.931599574763e-02      -1.458854173452e-02      -1.458855399685e-02      -1.931311069794e-02      -1.458506123903e-02      -1.458897237005e-02      -1.459314583727e-02       5.974143961279e-01       5.968109087041e-01       2.917710799370e-02       7.470220949209e-06       9.999455282656e-01      -2.880323907541e-09       8.775383429957e-09      -8.274384840171e-13      -5.220682109929e-08      -6.352042415614e-12      -5.368640008273e-08      -3.390332737204e-11      -7.044529833396e-11 
       7.946373044283e-05      -2.116520546614e-02      -1.599594850219e-02      -1.599596324095e-02      -2.116173873060e-02      -1.599209545136e-02      -1.599642111215e-02      -1.600098320207e-02       5.974108497550e-01       5.968079547480e-01       3.199192648191e-02       8.190890642882e-06       9.999402784909e-01      -3.156690029060e-09       9.614203806305e-09      -9.068013280919e-13      -6.273579955192e-08      -7.634312884001e-12      -6.451344270988e-08      -4.076029419102e-11      -8.465290624997e-11 
       8.320874068131e-05      -2.318993019625e-02      -1.753912530076e-02      -1.753914301569e-02      -2.318576469766e-02      -1.753485631543e-02      -1.753964401705e-02      -1.754462940145e-02       5.974069619987e-01       5.968047160160e-01       3.507828603138e-02       8.981080411960e-06       9.999345233659e-01      -3.459397849395e-09       1.053237899592e-08      -9.937267958641e-13      -7.538470027019e-08      -9.175052290484e-12      -7.752031063568e-08      -4.900403267636e-11      -1.017211870251e-10 
       8.713024781476e-05      -2.540652173537e-02      -1.923116813195e-02      -1.923118942335e-02      -2.540151692838e-02      -1.922643414383e-02      -1.923173750723e-02      -1.923718363004e-02       5.974026999631e-01       5.968011650093e-01       3.846237884670e-02       9.847495651019e-06       9.999282143410e-01      -3.790954465901e-09       1.153724872683e-08      -1.088925604177e-12      -9.057922284495e-08      -1.102640381161e-11      -9.314470013968e-08      -5.891498931035e-11      -1.222246411736e-10 
       9.123656988559e-05      -2.783279322042e-02      -2.108643596154e-02      -2.108646155110e-02      -2.782678027898e-02      -2.108118136075e-02      -2.108706100447e-02      -2.109300824490e-02       5.973980289976e-01       5.967972729629e-01       4.217292310220e-02       1.079748827549e-05       9.999212982683e-01      -4.154037467841e-09       1.263679764206e-08      -1.193173249611e-12      -1.088301775475e-07      -1.325074342841e-11      -1.119118229927e-07      -7.083031998671e-11      -1.468526131677e-10 
       9.553641695344e-05      -3.048813632605e-02      -2.312067227444e-02      -2.312070302843e-02      -3.048091276130e-02      -2.311483391152e-02      -2.312135850670e-02      -2.312785031595e-02       5.973929081195e-01       5.967930052370e-01       4.624140605687e-02       1.183911915793e-05       9.999137168771e-01      -4.551627569069e-09       1.383970563856e-08      -1.307315379777e-12      -1.307504530214e-07      -1.592323952185e-11      -1.344517847514e-07      -8.515535570764e-11      -1.764322380142e-10 
       1.000389095704e-04      -3.339364661943e-02      -2.535113876943e-02      -2.535117572872e-02      -3.338496933015e-02      -2.534464478924e-02      -2.535189226348e-02      -2.535897531531e-02       5.973872957713e-01       5.967883272011e-01       5.070235145744e-02       1.298122624742e-05       9.999054064131e-01      -4.986930884402e-09       1.515539944988e-08      -1.432273759791e-12      -1.570751932162e-07      -1.913356329372e-11      -1.615203812976e-07      -1.023773856863e-10      -2.119555854113e-10 
       1.047535981271e-04      -3.657225410978e-02      -2.779676142345e-02      -2.779680583836e-02      -3.656183139399e-02      -2.778952989659e-02      -2.779758888476e-02      -2.780531316706e-02       5.973811440521e-01       5.967831986872e-01       5.559361167672e-02       1.423349961597e-05       9.998962969762e-01      -5.463462918181e-09       1.659410459236e-08      -1.569052738143e-12      -1.886859634453e-07      -2.299013069962e-11      -1.940239622467e-07      -1.230822243334e-10      -2.546124817467e-10 
       1.096904831099e-04      -4.004886070039e-02      -3.047829100319e-02      -3.047834437498e-02      -4.003634267469e-02      -3.047022831815e-02      -3.047919981440e-02      -3.048761873773e-02       5.973744014661e-01       5.967775763504e-01       6.095668874997e-02       1.560656343825e-05       9.998863120522e-01      -5.985047398908e-09       1.816690606295e-08      -1.718745312956e-12      -2.266398311287e-07      -2.762216788169e-11      -2.330491539425e-07      -1.479741307098e-10      -3.058294682933e-10 
       1.148600363139e-04      -4.385048328232e-02      -3.341847887395e-02      -3.341854300655e-02      -4.383545006030e-02      -3.340947784743e-02      -3.341947719854e-02      -3.342864761673e-02       5.973670121007e-01       5.967714136487e-01       6.683708601309e-02       1.711206596232e-05       9.998753678870e-01      -6.555828559396e-09       1.988579615583e-08      -1.882541268091e-12      -2.722035192741e-07      -3.318592915008e-11      -2.798983623119e-07      -1.778997511059e-10      -3.673163800544e-10 
       1.202732230545e-04      -4.800640050782e-02      -3.664226963468e-02      -3.664234669461e-02      -4.798834849669e-02      -3.663220728334e-02      -3.664336647734e-02      -3.665334870765e-02       5.973589139978e-01       5.967646583401e-01       7.328469338923e-02       1.876277819661e-05       9.998633727412e-01      -7.180346582636e-09       2.176374360211e-08      -2.061733144731e-12      -3.268951937828e-07      -3.986782683213e-11      -3.361321530028e-07      -2.138768985125e-10      -4.411222178965e-10 
       1.259415254264e-04      -5.254830298000e-02      -4.017701244653e-02      -4.017710503267e-02      -5.252662884668e-02      -4.016574735599e-02      -4.017821773862e-02      -4.018907549830e-02       5.973500396682e-01       5.967572535393e-01       8.035421006534e-02       2.057270195732e-05       9.998502261387e-01      -7.863599390731e-09       2.381474545513e-08      -2.257724590977e-12      -3.925334673177e-07      -4.789103644969e-11      -4.036198066098e-07      -2.571291423831e-10      -5.297014745747e-10 
       1.318769666591e-04      -5.751044629159e-02      -4.405269257223e-02      -4.405280380665e-02      -5.748442647940e-02      -4.404006179511e-02      -4.405401729702e-02      -4.406581753226e-02       5.973403150193e-01       5.967491369997e-01       8.810560761329e-02       2.255718838466e-05       9.998358182905e-01      -8.610766448926e-09       2.605387743077e-08      -2.472039110639e-12      -4.712957457109e-07      -5.752406721435e-11      -4.845995881583e-07      -3.091274151754e-10      -6.359932525612e-10 
       1.380921366191e-04      -6.292980075505e-02      -4.830218521965e-02      -4.830231884903e-02      -6.289856846827e-02      -4.828800060070e-02      -4.830364152537e-02      -4.831645414985e-02       5.973296593480e-01       5.967402407116e-01       9.660463769806e-02       2.473306778257e-05       9.998200288302e-01      -9.427723266895e-09       2.849735357984e-08      -2.706327455523e-12      -5.657885059380e-07      -6.908868154701e-11      -5.817505057701e-07      -3.716399642847e-10      -7.635158496982e-10 
       1.446002185152e-04      -6.884619884639e-02      -5.296153373688e-02      -5.296169425595e-02      -6.880871603350e-02      -5.294557756037e-02      -5.296313505685e-02      -5.297703256155e-02       5.973179841463e-01       5.967304899214e-01       1.059233885119e-01       2.711879198231e-05       9.998027261791e-01      -1.032076743967e-08       3.116257234393e-08      -2.962376344243e-12      -6.791303667143e-07      -8.296968472250e-11      -6.982777095750e-07      -4.467924638550e-10      -9.164788824714e-10 
