# Matter power spectrum P(k) at redshift z=3
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.039438893066e-05       2.908838203527e+00 
       1.088426138884e-05       3.043543305475e+00 
       1.139722082470e-05       3.184486338675e+00 
       1.193435529399e-05       3.331956172689e+00 
       1.249680413092e-05       3.486255106650e+00 
       1.308576036488e-05       3.647699359616e+00 
       1.370247325102e-05       3.816619831173e+00 
       1.434825092005e-05       3.993362631039e+00 
       1.502446315298e-05       4.178290059421e+00 
       1.573254428662e-05       4.371781054415e+00 
       1.647399625600e-05       4.574232165560e+00 
       1.725039178014e-05       4.786058327023e+00 
       1.806337769805e-05       5.007693561345e+00 
       1.891467846185e-05       5.239592131539e+00 
       1.980609979461e-05       5.482229255562e+00 
       2.073953252048e-05       5.736102172669e+00 
       2.171695657542e-05       6.001731066683e+00 
       2.274044520691e-05       6.279660288163e+00 
       2.381216937154e-05       6.570459367200e+00 
       2.493440233996e-05       6.874724159646e+00 
       2.610952451876e-05       7.193078101231e+00 
       2.734002849963e-05       7.526173511008e+00 
       2.862852434649e-05       7.874692855878e+00 
       2.997774513178e-05       8.239350218802e+00 
       3.139055273368e-05       8.620892689207e+00 
       3.286994390653e-05       9.020101929567e+00 
       3.441905663736e-05       9.437795782418e+00 
       3.604117680196e-05       9.874829854196e+00 
       3.773974513469e-05       1.033209936108e+01 
       3.951836452669e-05       1.081054095940e+01 
       4.138080766818e-05       1.131113458176e+01 
       4.333102505076e-05       1.183490535297e+01 
       4.537315334696e-05       1.238292599338e+01 
       4.751152418469e-05       1.295631866600e+01 
       4.975067333520e-05       1.355625731145e+01 
       5.209535033404e-05       1.418397026831e+01 
       5.455052855549e-05       1.484074230008e+01 
       5.712141576172e-05       1.552791803178e+01 
       5.981346514918e-05       1.624690342845e+01 
       6.263238691556e-05       1.699917003715e+01 
       6.558416037185e-05       1.778625686446e+01 
       6.867504662531e-05       1.860977391876e+01 
       7.191160186009e-05       1.947140558955e+01 
       7.530069124377e-05       2.037291347510e+01 
       7.884950348932e-05       2.131614069504e+01 
       8.256556610330e-05       2.230301490804e+01 
       8.645676135275e-05       2.333555258856e+01 
       9.053134298449e-05       2.441586276885e+01 
       9.479795373245e-05       2.554615149122e+01 
       9.926564365005e-05       2.672872582136e+01 
       1.039438893066e-04       2.796599867853e+01 
       1.088426138884e-04       2.926049357645e+01 
       1.139722082470e-04       3.061484933989e+01 
       1.193435529399e-04       3.203182547348e+01 
       1.249680413092e-04       3.351430739805e+01 
       1.308576036488e-04       3.506531207081e+01 
       1.370247325102e-04       3.668799370521e+01 
       1.434825092005e-04       3.838564981935e+01 
       1.502446315298e-04       4.016172738838e+01 
       1.573254428662e-04       4.201982961122e+01 
       1.647399625600e-04       4.396372204547e+01 
       1.725039178014e-04       4.599734010494e+01 
       1.806337769805e-04       4.812479588722e+01 
       1.891467846185e-04       5.035038572081e+01 
       1.980609979461e-04       5.267859778772e+01 
       2.073953252048e-04       5.511411982063e+01 
       2.171695657542e-04       5.766184756542e+01 
       2.274044520691e-04       6.032689248115e+01 
       2.381216937154e-04       6.311459092729e+01 
       2.493440233996e-04       6.603051224705e+01 
       2.610952451876e-04       6.908046798327e+01 
       2.734002849963e-04       7.227052070542e+01 
       2.862852434649e-04       7.560699315350e+01 
       2.997774513178e-04       7.909647737566e+01 
       3.139055273368e-04       8.274584404955e+01 
       3.286994390653e-04       8.656225180404e+01 
       3.441905663736e-04       9.055315595406e+01 
       3.604117680196e-04       9.472631828761e+01 
       3.773974513469e-04       9.908981534797e+01 
       3.951836452669e-04       1.036520473436e+02 
       4.138080766818e-04       1.084217466675e+02 
       4.333102505076e-04       1.134079858287e+02 
       4.537315334696e-04       1.186201844832e+02 
       4.751152418469e-04       1.240681166260e+02 
       4.975067333520e-04       1.297619169204e+02 
       5.209535033404e-04       1.357120854545e+02 
       5.455052855549e-04       1.419294926379e+02 
       5.712141576172e-04       1.484253819513e+02 
       5.981346514918e-04       1.552113729120e+02 
       6.263238691556e-04       1.622994608336e+02 
       6.558416037185e-04       1.697020171268e+02 
       6.867504662531e-04       1.774317864246e+02 
       7.191160186009e-04       1.855018834795e+02 
       7.530069124377e-04       1.939257879679e+02 
       7.884950348932e-04       2.027173347099e+02 
       8.256556610330e-04       2.118907091250e+02 
       8.645676135275e-04       2.214604326236e+02 
       9.053134298449e-04       2.314413499990e+02 
       9.479795373245e-04       2.418486160088e+02 
       9.926564365005e-04       2.526976763668e+02 
       1.039438893066e-03       2.640042482206e+02 
       1.088426138884e-03       2.757842997927e+02 
       1.139722082470e-03       2.880540200428e+02 
       1.193435529399e-03       3.008297935942e+02 
       1.249680413092e-03       3.141281632298e+02 
       1.308576036488e-03       3.279657949500e+02 
       1.370247325102e-03       3.423594133381e+02 
       1.434825092005e-03       3.573257744621e+02 
       1.502446315298e-03       3.728815722637e+02 
       1.573254428662e-03       3.890433717499e+02 
       1.647399625600e-03       4.058275195914e+02 
       1.725039178014e-03       4.232500248538e+02 
       1.806337769805e-03       4.413264658570e+02 
       1.891467846185e-03       4.600718185719e+02 
       1.980609979461e-03       4.795003451286e+02 
       2.073953252048e-03       4.996254251805e+02 
       2.171695657542e-03       5.204594055694e+02 
       2.274044520691e-03       5.420134687373e+02 
       2.381216937154e-03       5.642973987428e+02 
       2.493440233996e-03       5.873195439282e+02 
       2.610952451876e-03       6.110865099434e+02 
       2.734002849963e-03       6.356031161226e+02 
       2.862852434649e-03       6.608720977684e+02 
       2.997774513178e-03       6.868938945410e+02 
       3.139055273368e-03       7.136663146361e+02 
       3.286994390653e-03       7.411843563836e+02 
       3.441905663736e-03       7.694398588869e+02 
       3.604117680195e-03       7.984210546252e+02 
       3.773974513465e-03       8.281124964027e+02 
       3.951836452656e-03       8.584947434619e+02 
       4.138080766772e-03       8.895439990633e+02 
       4.333102504924e-03       9.212319867458e+02 
       4.537315334212e-03       9.535253361436e+02 
       4.751152416987e-03       9.863854439057e+02 
       4.975067329150e-03       1.019767803862e+03 
       5.209535020979e-03       1.053622052722e+03 
       5.455052821463e-03       1.087890583447e+03 
       5.712141485855e-03       1.122509905103e+03 
       5.981346283567e-03       1.157408791998e+03 
       6.263238118132e-03       1.192508356490e+03 
       6.558414660732e-03       1.227721931771e+03 
       6.867501459901e-03       1.262954215949e+03 
       7.191152956917e-03       1.298101019862e+03 
       7.530053280611e-03       1.333049109751e+03 
       7.884916605419e-03       1.367675312573e+03 
       8.256486717675e-03       1.401843888556e+03 
       8.645535230472e-03       1.435421034027e+03 
       9.052857600346e-03       1.468260424049e+03 
       9.479265718748e-03       1.500147517934e+03 
       9.925575382821e-03       1.530941224375e+03 
       1.039258643002e-02       1.560447878942e+03 
       1.088105284259e-02       1.588466279711e+03 
       1.139163987327e-02       1.614781804006e+03 
       1.192486551830e-02       1.639171753428e+03 
       1.248102491445e-02       1.661409098367e+03 
       1.306009899132e-02       1.681265993378e+03 
       1.366165338319e-02       1.698523128771e+03 
       1.428474006812e-02       1.712979425367e+03 
       1.492782119053e-02       1.724465703069e+03 
       1.558873920002e-02       1.732863211777e+03 
       1.626475584650e-02       1.738114744316e+03 
       1.695267161463e-02       1.740232089415e+03 
       1.764901767707e-02       1.739298538873e+03 
       1.835029088276e-02       1.735471120364e+03 
       1.905318850021e-02       1.728954920475e+03 
       1.975480048112e-02       1.720005855902e+03 
       2.045273209079e-02       1.708890105592e+03 
       2.114515086997e-02       1.695882784534e+03 
       2.183076964945e-02       1.681248809118e+03 
       2.250878646710e-02       1.665237095112e+03 
       2.317880288945e-02       1.648078182971e+03 
       2.384073771600e-02       1.629956922566e+03 
       2.449474691512e-02       1.611064275679e+03 
       2.514115521325e-02       1.591561078014e+03 
       2.578040092737e-02       1.571565125306e+03 
       2.641299337973e-02       1.551201205634e+03 
       2.703948116953e-02       1.530560716002e+03 
       2.766042926239e-02       1.509743472513e+03 
       2.827640294929e-02       1.488813593426e+03 
       2.888795699587e-02       1.467850197510e+03 
       2.949562862076e-02       1.446894567102e+03 
       3.009993324184e-02       1.426015209557e+03 
       3.070136218621e-02       1.405243377733e+03 
       3.130038176626e-02       1.384626160569e+03 
       3.189743328477e-02       1.364189613842e+03 
       3.249293365372e-02       1.343986677356e+03 
       3.308727640171e-02       1.324023264145e+03 
       3.368083291131e-02       1.304339403671e+03 
       3.427395377618e-02       1.284953328921e+03 
       3.486697020219e-02       1.265887178424e+03 
       3.546019540218e-02       1.247162686362e+03 
       3.605392595108e-02       1.228789723690e+03 
       3.664844308127e-02       1.210785709230e+03 
       3.724401390615e-02       1.193169303691e+03 
       3.784089256619e-02       1.175951404029e+03 
       3.843932129587e-02       1.159135372179e+03 
       3.903953141241e-02       1.142740236178e+03 
       3.964174422894e-02       1.126761875374e+03 
       4.024617189616e-02       1.111218969893e+03 
       4.085301817660e-02       1.096109043968e+03 
       4.146247915621e-02       1.081437342793e+03 
       4.207474389803e-02       1.067200910174e+03 
       4.268999504240e-02       1.053413349586e+03 
       4.330840935815e-02       1.040062910766e+03 
       4.393015824890e-02       1.027152982538e+03 
       4.455540821840e-02       1.014684011254e+03 
       4.518432129829e-02       1.002644723174e+03 
       4.581705544188e-02       9.910366738437e+02 
       4.645376488673e-02       9.798520383772e+02 
       4.709460048886e-02       9.690759238482e+02 
       4.773971003119e-02       9.587075678223e+02 
       4.838923850841e-02       9.487352238548e+02 
       4.904332839040e-02       9.391423892320e+02 
       4.970211986605e-02       9.299262752360e+02 
       5.036575106931e-02       9.210615871800e+02 
       5.103435828883e-02       9.125399335036e+02 
       5.170807616278e-02       9.043424157182e+02 
       5.238703786007e-02       8.964535780602e+02 
       5.307137524905e-02       8.888501842730e+02 
       5.376121905485e-02       8.815148079081e+02 
       5.445669900625e-02       8.744243254101e+02 
       5.515794397297e-02       8.675585293058e+02 
       5.586508209412e-02       8.608929074357e+02 
       5.657824089865e-02       8.544019692710e+02 
       5.729754741823e-02       8.480592289251e+02 
       5.802312829339e-02       8.418439401415e+02 
       5.875510987328e-02       8.357255258982e+02 
       5.949361830965e-02       8.296769858878e+02 
       6.023877964542e-02       8.236682701146e+02 
       6.099071989830e-02       8.176748663036e+02 
       6.174956513981e-02       8.116666237715e+02 
       6.251544157005e-02       8.056159374866e+02 
       6.328847558851e-02       7.994949462543e+02 
       6.406879386123e-02       7.932766817445e+02 
       6.485652338457e-02       7.869352193676e+02 
       6.565179154583e-02       7.804433814839e+02 
       6.645472618088e-02       7.737774702245e+02 
       6.726545562910e-02       7.669153459904e+02 
       6.808410878579e-02       7.598347852548e+02 
       6.891081515213e-02       7.525182711703e+02 
       6.974570488294e-02       7.449476585579e+02 
       7.058890883244e-02       7.371084650153e+02 
       7.144055859792e-02       7.289898742220e+02 
       7.230078656173e-02       7.205835362612e+02 
       7.316972593145e-02       7.118845762993e+02 
       7.404751077856e-02       7.028892249245e+02 
       7.493427607550e-02       6.935999999190e+02 
       7.583015773141e-02       6.840210899554e+02 
       7.673529262646e-02       6.741623232665e+02 
       7.764981864502e-02       6.640352969942e+02 
       7.857387470754e-02       6.536563174566e+02 
       7.950760080144e-02       6.430456815809e+02 
       8.045113801083e-02       6.322240045240e+02 
       8.140462854537e-02       6.212197893975e+02 
       8.236821576807e-02       6.100627333526e+02 
       8.334204422231e-02       5.987855666817e+02 
       8.432625965800e-02       5.874206137738e+02 
       8.532100905690e-02       5.760063212503e+02 
       8.632644065732e-02       5.645805492985e+02 
       8.734270397798e-02       5.531835516300e+02 
       8.836994984135e-02       5.418575757795e+02 
       8.940833039624e-02       5.306398056060e+02 
       9.045799913992e-02       5.195729663329e+02 
       9.151911093961e-02       5.086959316983e+02 
       9.259182205350e-02       4.980486825932e+02 
       9.367629015127e-02       4.876653696686e+02 
       9.477267433417e-02       4.775820030543e+02 
       9.588113515464e-02       4.678321431163e+02 
       9.700183463561e-02       4.584386276541e+02 
       9.813493628939e-02       4.494310424787e+02 
       9.928060513623e-02       4.408258406191e+02 
       1.004390077226e-01       4.326418796060e+02 
       1.016103121392e-01       4.248886288263e+02 
       1.027946880387e-01       4.175756040544e+02 
       1.039923066533e-01       4.107002076329e+02 
       1.052033408120e-01       4.042617454023e+02 
       1.064279649578e-01       3.982492450575e+02 
       1.076663551650e-01       3.926520374531e+02 
       1.089186891558e-01       3.874483539341e+02 
       1.101851463174e-01       3.826099992173e+02 
       1.114659077190e-01       3.781111608503e+02 
       1.127611561281e-01       3.739185437527e+02 
       1.140710760282e-01       3.699914372874e+02 
       1.153958536349e-01       3.662865452909e+02 
       1.167356769134e-01       3.627598408485e+02 
       1.180907355956e-01       3.593588912906e+02 
       1.194612211971e-01       3.560353859331e+02 
       1.208473270351e-01       3.527370904545e+02 
       1.222492482458e-01       3.494113397767e+02 
       1.236671818022e-01       3.460071333165e+02 
       1.251013265331e-01       3.424762596490e+02 
       1.265518831407e-01       3.387739722568e+02 
       1.280190542205e-01       3.348594586162e+02 
       1.295030442802e-01       3.306984404926e+02 
       1.310040597595e-01       3.262649269405e+02 
       1.325223090509e-01       3.215387632986e+02 
       1.340580025204e-01       3.165118463764e+02 
       1.356113525287e-01       3.111827283234e+02 
       1.371825734541e-01       3.055617431362e+02 
       1.387718817145e-01       2.996651198156e+02 
       1.403794957916e-01       2.935243095100e+02 
       1.420056362553e-01       2.871745214859e+02 
       1.436505257884e-01       2.806599168399e+02 
       1.453143892131e-01       2.740312863945e+02 
       1.469974535181e-01       2.673426950743e+02 
       1.486999478866e-01       2.606531450224e+02 
       1.504221037252e-01       2.540218287629e+02 
       1.521641546947e-01       2.475050515535e+02 
       1.539263367410e-01       2.411613636824e+02 
       1.557088881279e-01       2.350426904718e+02 
       1.575120494716e-01       2.291942919510e+02 
       1.593360637752e-01       2.236532936262e+02 
       1.611811764663e-01       2.184529263099e+02 
       1.630476354349e-01       2.136076341148e+02 
       1.649356910732e-01       2.091310123022e+02 
       1.668455963177e-01       2.050219675496e+02 
       1.687776066919e-01       2.012685756264e+02 
       1.707319803514e-01       1.978537836538e+02 
       1.727089781312e-01       1.947425019642e+02 
       1.747088635945e-01       1.918966312726e+02 
       1.767319030834e-01       1.892704261838e+02 
       1.787783657722e-01       1.868081660629e+02 
       1.808485237223e-01       1.844605715293e+02 
       1.829426519405e-01       1.821792033343e+02 
       1.850610284380e-01       1.798937625201e+02 
