# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       1.039438893066e-05      -3.342272668090e-04      -2.507004155841e-04      -2.507004188406e-04      -3.342265819729e-04      -2.507071859822e-04      -2.508229059558e-04       5.988547826760e-01       5.979469551873e-01       5.014008376812e-04       1.415265692561e-07       9.999987733273e-01      -8.094301704251e-11       2.477938297712e-10      -2.506488877141e-14      -1.699008955218e-11      -2.521121505216e-15      -1.744570766914e-11      -3.396371317363e-14 
       1.088426138884e-05      -3.664686513349e-04      -2.748875147234e-04      -2.748875186387e-04      -3.664678279804e-04      -2.748949385874e-04      -2.750218167820e-04       5.988547043383e-01       5.979468922730e-01       5.497750372774e-04       1.551807774449e-07       9.999986549819e-01      -8.875136889632e-11       2.716967254694e-10      -2.748286728382e-14      -2.042640527342e-11      -3.031046298015e-15      -2.097417731901e-11      -4.083301967212e-14 
       1.139722082470e-05      -4.018197627201e-04      -3.014081348244e-04      -3.014081395315e-04      -4.018187728424e-04      -3.014162752167e-04      -3.015553869330e-04       5.988546151603e-01       5.979468198526e-01       6.028162790630e-04       1.701523164323e-07       9.999985252205e-01      -9.731305147963e-11       2.979049807007e-10      -3.013407689047e-14      -2.455771656495e-11      -3.644091561403e-15      -2.521627469073e-11      -4.909163819132e-14 
       1.193435529399e-05      -4.405804490465e-04      -3.304874098588e-04      -3.304874155180e-04      -4.405792589650e-04      -3.304963359924e-04      -3.306488599647e-04       5.988545168401e-01       5.979467399339e-01       6.609748310360e-04       1.865682781886e-07       9.999983829403e-01      -1.067006171043e-10       3.266408354553e-10      -3.304101272765e-14      -2.952457171557e-11      -4.381137846096e-15      -3.031632350051e-11      -5.902053811054e-14 
       1.249680413092e-05      -4.830794513197e-04      -3.623721936397e-04      -3.623722004436e-04      -4.830780205446e-04      -3.623819813866e-04      -3.625492097968e-04       5.988544098166e-01       5.979466530663e-01       7.247444008872e-04       2.045680165214e-07       9.999982269348e-01      -1.169933255645e-10       3.581479690601e-10      -3.622833420459e-14      -3.549595220984e-11      -5.267249355212e-15      -3.644783366715e-11      -7.095751447653e-14 
       1.308576036488e-05      -5.296771829509e-04      -3.973331545595e-04      -3.973331627395e-04      -5.296754628068e-04      -3.973438871046e-04      -3.975272364561e-04       5.988542922866e-01       5.979465576235e-01       7.946663254789e-04       2.243043306327e-07       9.999980558776e-01      -1.282790890813e-10       3.926935246836e-10      -3.972307825736e-14      -4.267500777102e-11      -6.332560253729e-15      -4.381940122391e-11      -8.530866698707e-14 
       1.370247325102e-05      -5.807687792508e-04      -4.356670749003e-04      -4.356670847347e-04      -5.807667112167e-04      -4.356788435036e-04      -4.358798664884e-04       5.988541634506e-01       5.979464530181e-01       8.713341694693e-04       2.459447607923e-07       9.999978683182e-01      -1.406534747253e-10       4.305703699291e-10      -4.355488809798e-14      -5.130596681739e-11      -7.613329375799e-15      -5.268180458771e-11      -1.025622191032e-13 
       1.434825092005e-05      -6.367874352193e-04      -4.776993688265e-04      -4.776993806500e-04      -6.367849489279e-04      -4.777122736524e-04      -4.779326721535e-04       5.988540214133e-01       5.979463376087e-01       9.553987613000e-04       2.696730116176e-07       9.999976626648e-01      -1.542214470843e-10       4.720995659622e-10      -4.775626421470e-14      -6.168243775706e-11      -9.153187237170e-15      -6.333653328491e-11      -1.233051190101e-13 
       1.502446315298e-05      -6.982080696827e-04      -5.237868481661e-04      -5.237868623806e-04      -6.982050806055e-04      -5.238009986503e-04      -5.240426385257e-04       5.988538675245e-01       5.979462126588e-01       1.047573724761e-03       2.956905086014e-07       9.999974371705e-01      -1.690969901202e-10       5.176331720002e-10      -5.236282732867e-14      -7.415745316837e-11      -1.100421689647e-14      -7.614603923178e-11      -1.482430038906e-13 
       1.573254428662e-05      -7.655513264172e-04      -5.743207442643e-04      -5.743207613538e-04      -7.655477328271e-04      -5.743362610135e-04      -5.746011867859e-04       5.988536976543e-01       5.979460747260e-01       1.148641522708e-03       3.242181137667e-07       9.999971899241e-01      -1.854078030635e-10       5.675569486301e-10      -5.741365382250e-14      -8.915531617738e-11      -1.322979491807e-14      -9.154606602324e-11      -1.782241835966e-13 
