# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       2.997774513178e-05      -4.578914460458e-03      -3.439867668030e-03      -3.439868293768e-03      -4.578732292565e-03      -3.439921569609e-03      -3.440870931419e-03       5.917499339378e-01       5.912094778867e-01       6.879736587536e-03       1.497719248172e-06       9.999886057523e-01      -5.167291373698e-10       1.630315145081e-09      -1.455020066116e-13      -2.507441969210e-09      -2.070422052480e-13      -2.576303233466e-09      -3.008057146509e-12 
       3.139055273368e-05      -5.019874574087e-03      -3.771736460392e-03      -3.771737212653e-03      -5.019655586434e-03      -3.771795613853e-03      -3.772835859650e-03       5.917491951872e-01       5.912088651229e-01       7.543474425307e-03       1.642214660738e-06       9.999875067384e-01      -5.665167929454e-10       1.787259832239e-09      -1.595188256876e-13      -3.014260491558e-09      -2.489016476258e-13      -3.097035969077e-09      -3.616062463646e-12 
       3.286994390653e-05      -5.503214996630e-03      -4.135622660474e-03      -4.135623564838e-03      -5.502951749996e-03      -4.135687582930e-03      -4.136827337824e-03       5.917483852129e-01       5.912081932626e-01       8.271247129676e-03       1.800650358247e-06       9.999863017531e-01      -6.210946487022e-10       1.959276518037e-09      -1.748837276170e-13      -3.623479735896e-09      -2.992220930043e-13      -3.722979379048e-09      -4.346912794736e-12 
       3.441905663736e-05      -6.032991611106e-03      -4.534615088241e-03      -4.534616175457e-03      -6.032675164210e-03      -4.534686348745e-03      -4.535935041109e-03       5.917474943558e-01       5.912074538253e-01       9.069232350914e-03       1.974371212446e-06       9.999849805838e-01      -6.809218929135e-10       2.147805209528e-09      -1.917259183743e-13      -4.355776410528e-09      -3.597128078812e-13      -4.475377185069e-09      -5.225412902623e-12 
       3.604117680196e-05      -6.613644977155e-03      -4.972100541749e-03      -4.972101848780e-03      -6.613264582811e-03      -4.972178766542e-03      -4.973546699862e-03       5.917465133941e-01       5.912066388380e-01       9.944203697560e-03       2.164851828892e-06       9.999835320292e-01      -7.464999550685e-10       2.354422073758e-09      -2.101868908992e-13      -5.235998545754e-09      -4.324270691608e-13      -5.379758389318e-09      -6.281371327594e-12 
       3.773974513469e-05      -7.250036357788e-03      -5.451792731927e-03      -5.451794303196e-03      -7.249579104294e-03      -5.451878611738e-03      -5.453377040802e-03       5.917454540442e-01       5.912057614342e-01       1.090358860639e-02       2.373708940053e-06       9.999819438216e-01      -8.183853538492e-10       2.580851898373e-09      -2.304216003170e-13      -6.294005209763e-09      -5.198401894843e-13      -6.466800369748e-09      -7.550609284039e-12 
       3.951836452669e-05      -7.947485942332e-03      -5.977763233254e-03      -5.977765122173e-03      -7.946936306644e-03      -5.977857528001e-03      -5.979498744302e-03       5.917442836563e-01       5.912047904911e-01       1.195553024435e-02       2.602715478946e-06       9.999802025070e-01      -8.971775138489e-10       2.828981716450e-09      -2.525996754949e-13      -7.565675002264e-09      -6.249143976676e-13      -7.773365038930e-09      -9.076167578678e-12 
       4.138080766818e-05      -8.711816104686e-03      -6.554476699484e-03      -6.554478970234e-03      -8.711155437419e-03      -6.554580246728e-03      -6.556377667377e-03       5.917430026689e-01       5.912037280987e-01       1.310895794047e-02       2.853815206665e-06       9.999782933331e-01      -9.835352458163e-10       3.100875829263e-09      -2.769068248341e-13      -9.094119055308e-09      -7.512156347715e-13      -9.343743690792e-09      -1.090976371466e-11 
       4.333102505076e-05      -9.549396911617e-03      -7.186828292602e-03      -7.186831022354e-03      -9.548602798968e-03      -7.186942016484e-03      -7.188910280083e-03       5.917415936652e-01       5.912025587028e-01       1.437366204471e-02       3.129139492892e-06       9.999762001449e-01      -1.078190258951e-09       3.398791612885e-09      -3.035463141083e-13      -1.093113378219e-08      -9.030334317819e-13      -1.123115079518e-08      -1.311353522007e-11 
       4.537315334696e-05      -1.046719655981e-02      -7.880185487934e-03      -7.880188769487e-03      -1.046624205557e-02      -7.880310409464e-03      -7.882465478524e-03       5.917400479061e-01       5.912012756783e-01       1.576037753897e-02       3.431025231471e-06       9.999739052196e-01      -1.181925456389e-09       3.725196901981e-09      -3.327406163299e-13      -1.313894232730e-08      -1.085531285012e-12      -1.349951852464e-08      -1.576213232446e-11 
