# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=5.4
# for k=1.03944e-05 to 328.77 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:h                     10:h_prime               11:eta                   12:eta_prime             13:t_g                   14:t_b                   15:t_ur                  16:t_tot              
       1.039441571510e-05      -2.613525516835e-04      -1.960326934146e-04      -1.960326948777e-04      -2.613522462040e-04      -1.961552860886e-04       6.000831495063e-01       5.989201158076e-01       3.920653897555e-04       1.253829782675e-07       9.999988408161e-01      -9.142222638341e-11      -1.176465193646e-11      -1.755292753034e-15      -1.201535162364e-11      -2.995314413129e-14 
       1.088428943559e-05      -2.865647707380e-04      -2.149455549356e-04      -2.149455566947e-04      -2.865644034756e-04      -2.150799703843e-04       6.000830717421e-01       5.989200533646e-01       4.298911133894e-04       1.374796862846e-07       9.999987289819e-01      -1.002418591750e-10      -1.414413030967e-11      -2.110326176249e-15      -1.444553532308e-11      -3.601136667952e-14 
       1.139725019325e-05      -3.142088927975e-04      -2.356830914982e-04      -2.356830936131e-04      -3.142084512563e-04      -2.358304694020e-04       6.000829867774e-01       5.989199851135e-01       4.713661872261e-04       1.507434595899e-07       9.999986063584e-01      -1.099122702779e-10      -1.700486493661e-11      -2.537145581219e-15      -1.736722866070e-11      -4.329487680520e-14 
       1.193438604663e-05      -3.445194368162e-04      -2.584213435559e-04      -2.584213460985e-04      -3.445189059683e-04      -2.585829333552e-04       6.000828935088e-01       5.989199101967e-01       5.168426921971e-04       1.652868940155e-07       9.999984719056e-01      -1.205153537665e-10      -2.044418464922e-11      -3.050285870285e-15      -2.087983709868e-11      -5.205148126410e-14 
       1.249683633289e-05      -3.777535264124e-04      -2.833533356620e-04      -2.833533387190e-04      -3.777528882048e-04      -2.835305071077e-04       6.000827916327e-01       5.989198284862e-01       5.667066774380e-04       1.812334481142e-07       9.999983244832e-01      -1.321413525574e-10      -2.457910530272e-11      -3.667256879165e-15      -2.510286942283e-11      -6.257911308467e-14 
       1.308579408449e-05      -4.141930658717e-04      -3.106907146183e-04      -3.106907182936e-04      -4.141922985811e-04      -3.108849693317e-04       6.000826795017e-01       5.989197384565e-01       6.213814365872e-04       1.987184915792e-07       9.999981628361e-01      -1.448888545566e-10      -2.955030571489e-11      -4.408978915126e-15      -3.018000155293e-11      -7.523593321236e-14 
       1.370250855978e-05      -4.541471263000e-04      -3.406655465858e-04      -3.406655510044e-04      -4.541462038363e-04      -3.408785307246e-04       6.000825567552e-01       5.989196398632e-01       6.813311020087e-04       2.178904538379e-07       9.999979855943e-01      -1.588657577983e-10      -3.552692054064e-11      -5.300693030823e-15      -3.628396597151e-11      -9.045255761441e-14 
       1.434828789286e-05      -4.979545598944e-04      -3.735322866598e-04      -3.735322919721e-04      -4.979534508664e-04      -3.737658047948e-04       6.000824221657e-01       5.989195318210e-01       7.470645839442e-04       2.389120844364e-07       9.999977912537e-01      -1.741908766897e-10      -4.271227173590e-11      -6.372775185384e-15      -4.362242555902e-11      -1.087466647280e-13 
       1.502450186827e-05      -5.459868656813e-04      -4.095699389794e-04      -4.095699453661e-04      -5.459855323605e-04      -4.098259692954e-04       6.000822746693e-01       5.989194134502e-01       8.191398907322e-04       2.619618344122e-07       9.999975781643e-01      -1.909940974182e-10      -5.135080972109e-11      -7.661695322006e-15      -5.244503654482e-11      -1.307406285601e-13 
       1.573258482650e-05      -5.986513301939e-04      -4.490844251254e-04      -4.490844328039e-04      -5.986497272221e-04      -4.493651360730e-04       6.000821129771e-01       5.989192835791e-01       8.981688656077e-04       2.872353710999e-07       9.999973445150e-01      -2.094180259521e-10      -6.173642529627e-11      -9.211173397894e-15      -6.305193866899e-11      -1.571826695465e-13 
       1.647403870647e-05      -6.563944690158e-04      -4.924111808265e-04      -4.924111900581e-04      -6.563925418611e-04      -4.927189493598e-04       6.000819356864e-01       5.989191412561e-01       9.848223801161e-04       3.149472391954e-07       9.999970883282e-01      -2.296187922798e-10      -7.422240898914e-11      -1.107410098546e-14      -7.580396660627e-11      -1.889723196305e-13 
       1.725043623124e-05      -7.197057987520e-04      -5.399180036029e-04      -5.399180147016e-04      -7.197034818556e-04      -5.402554351532e-04       6.000817412679e-01       5.989189852130e-01       1.079836029403e-03       3.453326816979e-07       9.999968074269e-01      -2.517678801462e-10      -8.923350858248e-11      -1.331382353801e-14      -9.113491446647e-11      -2.271909898710e-13 
       1.806342424406e-05      -7.891219694464e-04      -5.920081745294e-04      -5.920081878729e-04      -7.891191839844e-04      -5.923781248766e-04       6.000815278954e-01       5.989188139947e-01       1.184016375746e-03       3.786496370484e-07       9.999964994271e-01      -2.760531564477e-10      -1.072803441807e-10      -1.600663152436e-14      -1.095662909694e-10      -2.731387581425e-13 
       1.891472720151e-05      -8.652312937204e-04      -6.491238821315e-04      -6.491238981735e-04      -8.652279449892e-04      -6.495294813520e-04       6.000812940451e-01       5.989186260476e-01       1.298247796347e-03       4.151809280195e-07       9.999961617145e-01      -3.026803777025e-10      -1.289768626606e-10      -1.924348332531e-14      -1.317250505255e-10      -3.283785727561e-13 
       1.980615083129e-05      -9.486787075612e-04      -7.117499752701e-04      -7.117499945568e-04      -9.486746816129e-04      -7.121946539529e-04       6.000810377505e-01       5.989184205127e-01       1.423499989114e-03       4.552366630032e-07       9.999957914239e-01      -3.318752090515e-10      -1.550609238965e-10      -2.313576752970e-14      -1.583649103924e-10      -3.947893868790e-13 
       2.073958596245e-05      -1.040171205645e-03      -7.804180788671e-04      -7.804181020543e-04      -1.040166365582e-03      -7.809055968081e-04       6.000807567056e-01       5.989181946902e-01       1.560836204109e-03       4.991568682267e-07       9.999953854112e-01      -3.638851751202e-10      -1.864199110492e-10      -2.781413127684e-14      -1.903919735987e-10      -4.746300357483e-13 
       2.171701253604e-05      -1.140483795484e-03      -8.557111061688e-04      -8.557111340458e-04      -1.140477976650e-03      -8.562455837757e-04       6.000804482980e-01       5.989179471486e-01       1.711422268092e-03       5.473143742120e-07       9.999949402337e-01      -3.989826375892e-10      -2.241202234317e-10      -3.343946791294e-14      -2.288955334652e-10      -5.706160553043e-13 
