# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       1.039438893066e-05      -3.342272667540e-04      -2.507004148173e-04      -2.507004180737e-04      -3.342265764445e-04      -2.507071851745e-04      -2.508229051867e-04       5.988548014658e-01       5.979469643272e-01       5.014008361475e-04       1.415265686590e-07       9.999987697970e-01      -8.094424999582e-11       2.477949843181e-10      -2.506473477334e-14      -1.698985715076e-11      -2.521106298770e-15      -1.744668160043e-11      -3.396422023994e-14 
       1.088426138884e-05      -3.664686510810e-04      -2.748875136667e-04      -2.748875175818e-04      -3.664678211550e-04      -2.748949373963e-04      -2.750218157224e-04       5.988547226803e-01       5.979469008283e-01       5.497750351636e-04       1.551807768398e-07       9.999986511104e-01      -8.875269567180e-11       2.716980091134e-10      -2.748269597052e-14      -2.042613157935e-11      -3.030991471266e-15      -2.097534797053e-11      -4.083362994218e-14 
       1.139722082470e-05      -4.018197614718e-04      -3.014081328396e-04      -3.014081375466e-04      -4.018187636831e-04      -3.014162731664e-04      -3.015553849445e-04       5.988546318295e-01       5.979468268412e-01       6.028162750932e-04       1.701523163028e-07       9.999985209758e-01      -9.731448724388e-11       2.979063724041e-10      -3.013389094553e-14      -2.455738123369e-11      -3.644062384208e-15      -2.521768228751e-11      -4.909237057203e-14 
       1.193435529399e-05      -4.405804487423e-04      -3.304874083775e-04      -3.304874140364e-04      -4.405792491598e-04      -3.304963343575e-04      -3.306488584792e-04       5.988545348022e-01       5.979467481208e-01       6.609748280729e-04       1.865682772753e-07       9.999983782855e-01      -1.067022180060e-10       3.266423766561e-10      -3.304080692983e-14      -2.952417561726e-11      -4.381062534572e-15      -3.031801568186e-11      -5.902142033348e-14 
       1.249680413092e-05      -4.830794508704e-04      -3.623721917935e-04      -3.623721985971e-04      -4.830780086700e-04      -3.623819793452e-04      -3.625492079456e-04       5.988544273968e-01       5.979466608456e-01       7.247443971942e-04       2.045680154767e-07       9.999982218312e-01      -1.169951047899e-10       3.581496631620e-10      -3.622810788917e-14      -3.549547719761e-11      -5.267144380409e-15      -3.644986790815e-11      -7.095857411290e-14 
       1.308576036488e-05      -5.296771825619e-04      -3.973331524564e-04      -3.973331606360e-04      -5.296754486872e-04      -3.973438848058e-04      -3.975272343471e-04       5.988543097475e-01       5.979465653063e-01       7.946663212720e-04       2.243043292810e-07       9.999980502817e-01      -1.282809960243e-10       3.926953777808e-10      -3.972283064307e-14      -4.267443573848e-11      -6.332444833328e-15      -4.382184657205e-11      -8.530994124408e-14 
       1.370247325102e-05      -5.807687783338e-04      -4.356670720432e-04      -4.356670818771e-04      -5.807666938026e-04      -4.356788403561e-04      -4.358798636238e-04       5.988541801850e-01       5.979464598886e-01       8.713341637543e-04       2.459447594414e-07       9.999978621820e-01      -1.406556884963e-10       4.305724191222e-10      -4.355461407373e-14      -5.130528745497e-11      -7.613141644187e-15      -5.268474452266e-11      -1.025637531038e-13 
       1.434825092005e-05      -6.367874331675e-04      -4.776993646767e-04      -4.776993764996e-04      -6.367849270382e-04      -4.777122692874e-04      -4.779326679943e-04       5.988540368977e-01       5.979463432985e-01       9.553987529992e-04       2.696730105943e-07       9.999976559367e-01      -1.542238146683e-10       4.721017963981e-10      -4.775596566933e-14      -6.168161324849e-11      -9.153034787718e-15      -6.334006776500e-11      -1.233069657531e-13 
       1.502446315298e-05      -6.982080687479e-04      -5.237868443194e-04      -5.237868585333e-04      -6.982050558080e-04      -5.238009945476e-04      -5.240426346684e-04       5.988538837698e-01       5.979462191219e-01       1.047573717067e-03       2.956905064133e-07       9.999974297945e-01      -1.690995197077e-10       5.176356147226e-10      -5.236250044229e-14      -7.415645943211e-11      -1.100401802441e-14      -7.615028941745e-11      -1.482452195126e-13 
       1.573254428662e-05      -7.655513252870e-04      -5.743207396352e-04      -5.743207567240e-04      -7.655477030150e-04      -5.743362561032e-04      -5.746011821441e-04       5.988537134604e-01       5.979460807556e-01       1.148641513448e-03       3.242181111393e-07       9.999971818355e-01      -1.854105802308e-10       5.675596249886e-10      -5.741329547252e-14      -8.915412159266e-11      -1.322955547087e-14      -9.155117411566e-11      -1.782268460757e-13 
