# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=3
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       1.039438893066e-05      -4.167400439390e-04      -3.126017293371e-04      -3.126017348447e-04      -4.167387308045e-04      -3.126086879250e-04      -3.127239401913e-04       5.968784827891e-01       5.961528378346e-01       6.252034696893e-04       1.576066768168e-07       9.999987064814e-01      -7.233621938902e-11       2.230906960941e-10      -2.091952475495e-14      -2.370318771810e-11      -2.872657227781e-15      -2.437718148578e-11      -3.795532198070e-14 
       1.088426138884e-05      -4.569397426184e-04      -3.427609479728e-04      -3.427609545944e-04      -4.569381638987e-04      -3.427685783060e-04      -3.428949421923e-04       5.968784021327e-01       5.961527725121e-01       6.855219091887e-04       1.728122607869e-07       9.999985816869e-01      -7.931415142760e-11       2.446098105880e-10      -2.293754757534e-14      -2.849719827315e-11      -3.453649342004e-15      -2.930750910878e-11      -4.563185041028e-14 
       1.139722082470e-05      -5.010164873178e-04      -3.758298613107e-04      -3.758298692714e-04      -5.010145892970e-04      -3.758382283807e-04      -3.759767742509e-04       5.968783048961e-01       5.961526920221e-01       7.516597385429e-04       1.894848515144e-07       9.999984448552e-01      -8.696551654402e-11       2.682041946235e-10      -2.515021217371e-14      -3.426077869753e-11      -4.152192700582e-15      -3.523496837070e-11      -5.486092927198e-14 
       1.193435529399e-05      -5.493440682105e-04      -4.120891983194e-04      -4.120892078903e-04      -5.493417863320e-04      -4.120983732334e-04      -4.122502745771e-04       5.968782033038e-01       5.961526087736e-01       8.241784157805e-04       2.077659761160e-07       9.999982948218e-01      -9.535465459043e-11       2.940738894985e-10      -2.757628822867e-14      -4.119000263751e-11      -4.991976292567e-15      -4.236121218769e-11      -6.595651726185e-14 
       1.249680413092e-05      -6.023322687386e-04      -4.518467610078e-04      -4.518467725145e-04      -6.023295253528e-04      -4.518568218546e-04      -4.520233648951e-04       5.968780922931e-01       5.961525179194e-01       9.036935450289e-04       2.278108238947e-07       9.999981303163e-01      -1.045527430006e-10       3.224381913808e-10      -3.023635368268e-14      -4.952059084345e-11      -6.001616213033e-15      -5.092867136708e-11      -7.929608044208e-14 
       1.308576036488e-05      -6.604303423960e-04      -4.954400478920e-04      -4.954400617260e-04      -6.604270441844e-04      -4.954510803022e-04      -4.956336749140e-04       5.968779687983e-01       5.961524165025e-01       9.908801234519e-04       2.497895557521e-07       9.999979499388e-01      -1.146388647597e-10       3.535375343050e-10      -3.315296672930e-14      -5.953595091725e-11      -7.215454584581e-15      -6.122879665513e-11      -9.533342171160e-14 
       1.370247325102e-05      -7.241308116349e-04      -5.432391221072e-04      -5.432391387390e-04      -7.241268464048e-04      -5.432512199285e-04      -5.434514115331e-04       5.968778338590e-01       5.961523057223e-01       1.086478277478e-03       2.738887464527e-07       9.999977521601e-01      -1.256961840735e-10       3.876354948293e-10      -3.635085972056e-14      -7.157678315543e-11      -8.674734366427e-15      -7.361197397289e-11      -1.146140870421e-13 
       1.434825092005e-05      -7.939736188385e-04      -5.956497474350e-04      -5.956497674307e-04      -7.939688516410e-04      -5.956630138310e-04      -5.958824960628e-04       5.968776862732e-01       5.961521847580e-01       1.191299534861e-03       3.003129721444e-07       9.999975353016e-01      -1.378210585344e-10       4.250209667817e-10      -3.985715306555e-14      -8.605264325991e-11      -1.042925892370e-14      -8.849943602799e-11      -1.377939343880e-13 
       1.502446315298e-05      -8.705506845793e-04      -6.531168346605e-04      -6.531168587001e-04      -8.705449533354e-04      -6.531313823683e-04      -6.533720118877e-04       5.968775250692e-01       5.961520525663e-01       1.306233717400e-03       3.292865455623e-07       9.999972975232e-01      -1.511144572199e-10       4.660107624814e-10      -4.370156548136e-14      -1.034560039083e-10      -1.253839201706e-14      -1.063975863911e-10      -1.656614511861e-13 
       1.573254428662e-05      -9.545108970611e-04      -7.161282162685e-04      -7.161282451700e-04      -9.545040067611e-04      -7.161441693855e-04      -7.164079805929e-04       5.968773474296e-01       5.961519068430e-01       1.432256490340e-03       3.610554215952e-07       9.999970368059e-01      -1.656901760628e-10       5.109520201371e-10      -4.791669467692e-14      -1.243787662080e-10      -1.507420718708e-14      -1.279152149529e-10      -1.991645244340e-13 
