# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.05618e-05 to 220.714 h/Mpc,
# number of wavenumbers equal to 596
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot              
       1.963229737836e-01      -4.509350067962e-02      -1.990725816929e+02      -2.658958007508e+02      -4.501721872166e-02      -2.302980732371e-01      -2.302980732372e-01      -2.302980732370e-01      -2.503709978909e+02      -2.462155143948e+02       3.498862801810e-02       3.498860912081e-02       5.317916015015e+02       6.455934751231e-01       5.872196975139e-02      -2.224752640375e-06       3.147730691704e-06      -3.726326036221e-09      -3.227968641097e-01      -9.808671174285e-03      -3.227967375616e-01      -3.221840629852e-01      -3.221840629852e-01      -3.221840629852e-01      -1.553001643059e-02 
       1.985962866802e-01      -4.443689605990e-02      -2.011050686845e+02      -2.680458419955e+02      -4.436172309621e-02      -2.242325453210e-01      -2.242325453209e-01      -2.242325453206e-01      -2.524605456906e+02      -2.482704056149e+02       3.447754591658e-02       3.447753828326e-02       5.360916839909e+02       6.509672397977e-01       5.786371537715e-02      -2.193257782754e-06       2.980718139664e-06      -3.703402799269e-09      -3.254837446149e-01      -9.861383574003e-03      -3.254836198988e-01      -3.254113948958e-01      -3.254113948958e-01      -3.254113948957e-01      -1.566674578638e-02 
       2.008959233230e-01      -4.374811080811e-02      -2.025336717068e+02      -2.700805232070e+02      -4.367412240832e-02      -2.151753589943e-01      -2.151753589943e-01      -2.151753589943e-01      -2.543615578359e+02      -2.501398891159e+02       3.394644102347e-02       3.394644531858e-02       5.401610464140e+02       6.558993546102e-01       5.697344084307e-02      -2.161105971243e-06       2.777559967195e-06      -3.656142469186e-09      -3.279498000168e-01      -1.006491881492e-02      -3.279496773051e-01      -3.275144139860e-01      -3.275144139860e-01      -3.275144139860e-01      -1.579688704661e-02 
       2.032221886078e-01      -4.302935917329e-02      -2.033535103340e+02      -2.719953169200e+02      -4.295662524625e-02      -2.178897761448e-01      -2.178897761449e-01      -2.178897761448e-01      -2.560698341783e+02      -2.518198300430e+02       3.339651415183e-02       3.339650306591e-02       5.439906338401e+02       6.603772588914e-01       5.605299439787e-02      -2.131274056987e-06       2.934544118549e-06      -3.575708149084e-09      -3.301887499946e-01      -1.041442492451e-02      -3.301886294457e-01      -3.294935319923e-01      -3.294935319924e-01      -3.294935319923e-01      -1.594153090787e-02 
       2.055753910632e-01      -4.228436066973e-02      -2.035908981986e+02      -2.737915634612e+02      -4.221294147680e-02      -2.166018502645e-01      -2.166018502614e-01      -2.166018502638e-01      -2.575902324527e+02      -2.533150034096e+02       3.283008776611e-02       3.283007647610e-02       5.475831269224e+02       6.644110130266e-01       5.510609299852e-02      -2.105278728617e-06       2.894354028901e-06      -3.512494901976e-09      -3.322056247637e-01      -1.089731111881e-02      -3.322055065133e-01      -3.320368355164e-01      -3.320368355166e-01      -3.320368355163e-01      -1.611362113216e-02 
       2.079558429374e-01      -4.151878118989e-02      -2.033044160783e+02      -2.754778636007e+02      -4.144872356820e-02      -2.062997249017e-01      -2.062997249016e-01      -2.062997249017e-01      -2.589387948402e+02      -2.546411922036e+02       3.225074210687e-02       3.225074524887e-02       5.509557272014e+02       6.680367545384e-01       5.413848593064e-02      -2.078620831935e-06       2.645960454418e-06      -3.469072918495e-09      -3.340184931159e-01      -1.149376517406e-02      -3.340183772692e-01      -3.337672594410e-01      -3.337672594410e-01      -3.337672594410e-01      -1.628047318065e-02 
       2.103638602891e-01      -4.073981902065e-02      -2.025828157344e+02      -2.770684502817e+02      -4.067115356330e-02      -2.049392933056e-01      -2.049392933057e-01      -2.049392933056e-01      -2.601413278572e+02      -2.558237741383e+02       3.166298721616e-02       3.166298104804e-02       5.541369005635e+02       6.713125300651e-01       5.315739752363e-02      -2.051905854789e-06       2.737148159786e-06      -3.404231091543e-09      -3.356563784068e-01      -1.217696221029e-02      -3.356562650325e-01      -3.349850845850e-01      -3.349850845850e-01      -3.349850845850e-01      -1.644559827507e-02 
       2.127997630817e-01      -3.995550473827e-02      -2.015415095593e+02      -2.785839030134e+02      -3.988824365901e-02      -2.055744662737e-01      -2.055744662736e-01      -2.055744662736e-01      -2.612325051209e+02      -2.568968437595e+02       3.107203375190e-02       3.107202235276e-02       5.571678060268e+02       6.743188801866e-01       5.217124505060e-02      -2.027848162244e-06       2.763779200929e-06      -3.326494617932e-09      -3.371595509671e-01      -1.291481063376e-02      -3.371594400933e-01      -3.369019770262e-01      -3.369019770262e-01      -3.369019770262e-01      -1.663119442119e-02 
       2.152638752817e-01      -3.917435984287e-02      -2.003164472529e+02      -2.800492182804e+02      -3.910849606844e-02      -1.978802469546e-01      -1.978802469544e-01      -1.978802469541e-01      -2.622537452197e+02      -2.579011385493e+02       3.048344764309e-02       3.048344964375e-02       5.600984365608e+02       6.771526310356e-01       5.118903630322e-02      -2.002676096575e-06       2.505218525233e-06      -3.270202361965e-09      -3.385764239058e-01      -1.367132258093e-02      -3.385763155178e-01      -3.383445355694e-01      -3.383445355694e-01      -3.383445355694e-01      -1.680735553911e-02 
       2.177565249601e-01      -3.840524743227e-02      -1.990573431873e+02      -2.814932921772e+02      -3.834075463633e-02      -1.962374078437e-01      -1.962374078438e-01      -1.962374078438e-01      -2.632523014057e+02      -2.588831286655e+02       2.990297947679e-02       2.990297489276e-02       5.629865843543e+02       6.799237760706e-01       5.022006161276e-02      -1.976031348664e-06       2.576684903549e-06      -3.221614993011e-09      -3.399619939938e-01      -1.440882972268e-02      -3.399618880353e-01      -3.393195011024e-01      -3.393195011024e-01      -3.393195011025e-01      -1.696992383920e-02 
       2.202780443990e-01      -3.765646133971e-02      -1.979202610224e+02      -2.829470631796e+02      -3.759329500168e-02      -1.948982713003e-01      -1.948982712990e-01      -1.948982713015e-01      -2.642777053541e+02      -2.598915197099e+02       2.933612148920e-02       2.933611159168e-02       5.658941263592e+02       6.827490727378e-01       4.927323552169e-02      -1.950806720755e-06       2.620702421155e-06      -3.157465928385e-09      -3.413746399936e-01      -1.508959254810e-02      -3.413745363689e-01      -3.411888952390e-01      -3.411888952388e-01      -3.411888952392e-01      -1.714373807050e-02 
       2.228287702011e-01      -3.693539472423e-02      -1.970575529657e+02      -2.844418110956e+02      -3.687349433274e-02      -1.858957034537e-01      -1.858957034532e-01      -1.858957034537e-01      -2.653791431132e+02      -2.609746874398e+02       2.878782210238e-02       2.878782501582e-02       5.688836221913e+02       6.857451615637e-01       4.835661183838e-02      -1.923470013534e-06       2.353127176611e-06      -3.099849449396e-09      -3.428726822026e-01      -1.567852077378e-02      -3.428725807818e-01      -3.426570955801e-01      -3.426570955801e-01      -3.426570955801e-01      -1.729709290609e-02 
       2.254090434047e-01      -3.624805426592e-02      -1.966034512451e+02      -2.860061845014e+02      -3.618734701649e-02      -1.854203574488e-01      -1.854203574514e-01      -1.854203574487e-01      -2.666013070261e+02      -2.621765829914e+02       2.826207844330e-02       2.826207570754e-02       5.720123690029e+02       6.890175786429e-01       4.747668618949e-02      -1.894047068331e-06       2.436456071106e-06      -3.075413354206e-09      -3.445088886938e-01      -1.614659483968e-02      -3.445087893215e-01      -3.438326953146e-01      -3.438326953145e-01      -3.438326953145e-01      -1.742900881608e-02 
       2.280192096021e-01      -3.559898890799e-02      -1.966762944811e+02      -2.876673116907e+02      -3.553939267030e-02      -1.855926122829e-01      -1.855926122830e-01      -1.855926122829e-01      -2.679847210496e+02      -2.635370533105e+02       2.776205483028e-02       2.776204997846e-02       5.753346233813e+02       6.926638506788e-01       4.663865131991e-02      -1.865509047291e-06       2.465540185599e-06      -3.061795909623e-09      -3.463320228379e-01      -1.647022155183e-02      -3.463319253394e-01      -3.460997972122e-01      -3.460997972122e-01      -3.460997972122e-01      -1.756660886645e-02 
       2.306596190635e-01      -3.499075093429e-02      -1.973620371635e+02      -2.894470799523e+02      -3.493217882082e-02      -1.794508297866e-01      -1.794508297868e-01      -1.794508297867e-01      -2.695605865999e+02      -2.650867870632e+02       2.728963021324e-02       2.728963518241e-02       5.788941599046e+02       6.967601173949e-01       4.584562924733e-02      -1.834804262976e-06       2.257404400523e-06      -3.030716052903e-09      -3.483801545056e-01      -1.663513203737e-02      -3.483800586974e-01      -3.480915519865e-01      -3.480915519865e-01      -3.480915519865e-01      -1.767961684985e-02 
       2.333306268652e-01      -3.442359165024e-02      -1.987018004149e+02      -2.913590785295e+02      -3.436595743727e-02      -1.788231091809e-01      -1.788231091808e-01      -1.788231091809e-01      -2.713467061026e+02      -2.668432900578e+02       2.684512342039e-02       2.684512365065e-02       5.827181570590e+02       7.013504440212e-01       4.509819438059e-02      -1.802729381346e-06       2.335508148430e-06      -3.011695391800e-09      -3.506753163087e-01      -1.663866505269e-02      -3.506752220106e-01      -3.501728525642e-01      -3.501728525642e-01      -3.501728525642e-01      -1.777542606382e-02 
       2.360325930228e-01      -3.389600199478e-02      -2.007031870466e+02      -2.934110872435e+02      -3.383922371747e-02      -1.781313434319e-01      -1.781313434319e-01      -1.781313434319e-01      -2.733505769711e+02      -2.688139327187e+02       2.642775965527e-02       2.642776312432e-02       5.868221744870e+02       7.064557847164e-01       4.439517284165e-02      -1.770821546373e-06       2.271207845796e-06      -3.016685851907e-09      -3.532279853157e-01      -1.648688636625e-02      -3.532278923582e-01      -3.529134284503e-01      -3.529134284504e-01      -3.529134284503e-01      -1.786777101193e-02 
       2.387658826297e-01      -3.340424611229e-02      -2.033238913497e+02      -2.956009677131e+02      -3.334825096540e-02      -1.787052073581e-01      -1.787052073582e-01      -1.787052073581e-01      -2.755639226948e+02      -2.709905779047e+02       2.603526946000e-02       2.603527474189e-02       5.912019354262e+02       7.120596739155e-01       4.373295776593e-02      -1.737870857676e-06       2.222073863706e-06      -3.000155602800e-09      -3.560299287228e-01      -1.619780289799e-02      -3.560298369577e-01      -3.555575242101e-01      -3.555575242101e-01      -3.555575242101e-01      -1.794321194729e-02 
       2.415308660008e-01      -3.294296007571e-02      -2.064813287402e+02      -2.979182028331e+02      -3.288768779813e-02      -1.763859171106e-01      -1.763859171106e-01      -1.763859171106e-01      -2.779652372694e+02      -2.733520732412e+02       2.566429996459e-02       2.566430335040e-02       5.958364056662e+02       7.181145654433e-01       4.310618078004e-02      -1.705614557508e-06       2.243798113160e-06      -2.978705390675e-09      -3.590573734139e-01      -1.579866160656e-02      -3.590572827216e-01      -3.588773079485e-01      -3.588773079485e-01      -3.588773079485e-01      -1.802106378946e-02 
       2.443279188221e-01      -3.250526061472e-02      -2.100505147251e+02      -3.003426522215e+02      -3.245066666155e-02      -1.716802774685e-01      -1.716802774686e-01      -1.716802774686e-01      -2.805186064408e+02      -2.758631023283e+02       2.531043790469e-02       2.531044854463e-02       6.006853044430e+02       7.245382264933e-01       4.250773263672e-02      -1.672689362559e-06       2.094894832095e-06      -2.992807766872e-09      -3.622692029506e-01      -1.532549360743e-02      -3.622691132466e-01      -3.618274007811e-01      -3.618274007811e-01      -3.618274007811e-01      -1.808438408230e-02 
       2.471574223053e-01      -3.208343977708e-02      -2.138754856399e+02      -3.028463947781e+02      -3.202949702612e-02      -1.775204501183e-01      -1.775204501185e-01      -1.775204501184e-01      -2.831771483242e+02      -2.784775586229e+02       2.496864698533e-02       2.496865220896e-02       6.056927895561e+02       7.312213663513e-01       4.192946296534e-02      -1.640675184524e-06       2.217240308508e-06      -2.998369602699e-09      -3.656107719375e-01      -1.482011565364e-02      -3.656106831756e-01      -3.650456803886e-01      -3.650456803886e-01      -3.650456803886e-01      -1.815133315341e-02 
       2.500197633491e-01      -3.166937064446e-02      -2.177824767814e+02      -3.053962641437e+02      -3.161606959762e-02      -1.735178886239e-01      -1.735178886238e-01      -1.735178886237e-01      -2.858862652541e+02      -2.811417474062e+02       2.463364588989e-02       2.463365307701e-02       6.107925282874e+02       7.380372202236e-01       4.136283612257e-02      -1.610957680751e-06       2.132529400933e-06      -2.953215784594e-09      -3.690186979395e-01      -1.432670491455e-02      -3.690186101118e-01      -3.690662677331e-01      -3.690662677331e-01      -3.690662677331e-01      -1.823847717882e-02 
       2.529153347059e-01      -3.125500419426e-02      -2.215839445861e+02      -3.079531467577e+02      -3.120235281141e-02      -1.662718190153e-01      -1.662718190152e-01      -1.662718190152e-01      -2.885848272763e+02      -2.837955572703e+02       2.430005257624e-02       2.430006020455e-02       6.159062935154e+02       7.448410821338e-01       4.079909667431e-02      -1.580823823087e-06       2.045728201274e-06      -2.858020939777e-09      -3.724206279310e-01      -1.388980466054e-02      -3.724205410669e-01      -3.721164615714e-01      -3.721164615714e-01      -3.721164615714e-01      -1.831364954883e-02 
       2.558445351561e-01      -3.083346524096e-02      -2.251033405710e+02      -3.104795597311e+02      -3.078148626410e-02      -1.658040729270e-01      -1.658040729270e-01      -1.658040729269e-01      -2.912148308965e+02      -2.863819425296e+02       2.396322175165e-02       2.396322226919e-02       6.209591194621e+02       7.514949347087e-01       4.023066848753e-02      -1.552923048027e-06       2.106575143968e-06      -2.726974843510e-09      -3.757475531941e-01      -1.354963839975e-02      -3.757474673543e-01      -3.755979230795e-01      -3.755979230795e-01      -3.755979230795e-01      -1.841037555665e-02 
       2.588077696876e-01      -3.039881002926e-02      -2.281817275636e+02      -3.129378562964e+02      -3.034753825730e-02      -1.587419597541e-01      -1.587419597541e-01      -1.587419597541e-01      -2.937203909952e+02      -2.888459462787e+02       2.361910626598e-02       2.361910834775e-02       6.258757125929e+02       7.578653887529e-01       3.965094039577e-02      -1.526540476029e-06       1.975781610453e-06      -2.614591542950e-09      -3.789327791063e-01      -1.333920413528e-02      -3.789326943765e-01      -3.788197020268e-01      -3.788197020268e-01      -3.788197020268e-01      -1.851860516897e-02 
       2.618054496832e-01      -2.994710550410e-02      -2.306954480809e+02      -3.152964930451e+02      -2.989658356039e-02      -1.548352038298e-01      -1.548352038297e-01      -1.548352038298e-01      -2.960565509838e+02      -2.911433587112e+02       2.326490283927e-02       2.326490269641e-02       6.305929860902e+02       7.638431471059e-01       3.905528732473e-02      -1.501205674184e-06       2.004290566661e-06      -2.574550943233e-09      -3.819216570718e-01      -1.328131272322e-02      -3.819215735529e-01      -3.815818866764e-01      -3.815818866764e-01      -3.815818866764e-01      -1.863534599390e-02 
       2.648379931147e-01      -2.947652498911e-02      -2.325677902049e+02      -3.175327233760e+02      -2.942679854200e-02      -1.544184308530e-01      -1.544184308531e-01      -1.544184308531e-01      -2.981927022897e+02      -2.932440775212e+02       2.289920125541e-02       2.289920314965e-02       6.350654467519e+02       7.693527091958e-01       3.844134462159e-02      -1.477593027315e-06       1.947525387615e-06      -2.572656724035e-09      -3.846764367997e-01      -1.338625609139e-02      -3.846763545979e-01      -3.842932049177e-01      -3.842932049177e-01      -3.842932049177e-01      -1.877004505148e-02 
       2.679058247448e-01      -2.898727981077e-02      -2.337742830253e+02      -3.196332841812e+02      -2.893839294218e-02      -1.534938206275e-01      -1.534938206274e-01      -1.534938206274e-01      -3.001140265949e+02      -2.951335304745e+02       2.252194201880e-02       2.252193955113e-02       6.392665683623e+02       7.743555897738e-01       3.780894085207e-02      -1.455847685863e-06       2.016091821955e-06      -2.516019641179e-09      -3.871778756707e-01      -1.365073759697e-02      -3.871777948869e-01      -3.870169531737e-01      -3.870169531737e-01      -3.870169531737e-01      -1.892401877062e-02 
       2.710093763364e-01      -2.848191451953e-02      -2.343513605225e+02      -3.215987225893e+02      -2.843390474002e-02      -1.434297057910e-01      -1.434297057909e-01      -1.434297057909e-01      -3.018264335413e+02      -2.968175303110e+02       2.213463980352e-02       2.213463976590e-02       6.431974451785e+02       7.788627538747e-01       3.716047116449e-02      -1.434998720599e-06       1.841255443713e-06      -2.368720024228e-09      -3.894314562181e-01      -1.405736869719e-02      -3.894313769374e-01      -3.895474429345e-01      -3.895474429345e-01      -3.895474429345e-01      -1.908886496553e-02 
       2.741490868700e-01      -2.796496109842e-02      -2.343906075354e+02      -3.234419888450e+02      -2.791785544796e-02      -1.410884703291e-01      -1.410884703293e-01      -1.410884703291e-01      -3.033550820057e+02      -2.983208210041e+02       2.174009654764e-02       2.174009255784e-02       6.468839776901e+02       7.829298667427e-01       3.650040937054e-02      -1.413638688195e-06       1.844523137357e-06      -2.243985789647e-09      -3.914650110875e-01      -1.457642630803e-02      -3.914649333713e-01      -3.909500541235e-01      -3.909500541235e-01      -3.909500541235e-01      -1.924229139618e-02 
       2.773254027698e-01      -2.744227569749e-02      -2.340325784979e+02      -3.251880384173e+02      -2.739608776364e-02      -1.415748552844e-01      -1.415748552846e-01      -1.415748552845e-01      -3.047421747207e+02      -2.996849020307e+02       2.134209369188e-02       2.134209239622e-02       6.503760768347e+02       7.866546408536e-01       3.583485721130e-02      -1.393987401027e-06       1.817626716617e-06      -2.293752648845e-09      -3.933273965469e-01      -1.516816263190e-02      -3.933273204268e-01      -3.930319465672e-01      -3.930319465672e-01      -3.930319465672e-01      -1.941719271251e-02 
       2.805387781380e-01      -2.692067401438e-02      -2.334573254909e+02      -3.268712348850e+02      -2.687540215556e-02      -1.461904845630e-01      -1.461904845629e-01      -1.461904845629e-01      -3.060439098863e+02      -3.009650434542e+02       2.094506338676e-02       2.094506674897e-02       6.537424697699e+02       7.901682032116e-01       3.517097950163e-02      -1.373259697145e-06       1.783581531809e-06      -2.422117996935e-09      -3.950841761320e-01      -1.578533057429e-02      -3.950841016058e-01      -3.942086721293e-01      -3.942086721293e-01      -3.942086721293e-01      -1.957417602881e-02 
       2.837896749985e-01      -2.640729530174e-02      -2.328663785683e+02      -3.285348812798e+02      -2.636292220966e-02      -1.482728736794e-01      -1.482728736800e-01      -1.482728736797e-01      -3.073270231983e+02      -3.022268688203e+02       2.055375932100e-02       2.055375690195e-02       6.570697625596e+02       7.936286424976e-01       3.451650197726e-02      -1.354964888071e-06       1.934194093746e-06      -2.400659347987e-09      -3.968143942169e-01      -1.637913218254e-02      -3.968143212488e-01      -3.970632454902e-01      -3.970632454901e-01      -3.970632454902e-01      -1.976338285006e-02 
       2.870785635499e-01      -2.590840227015e-02      -2.324573508698e+02      -3.302205336501e+02      -2.586489692074e-02      -1.322995108066e-01      -1.322995108122e-01      -1.322995108121e-01      -3.086560324006e+02      -3.035338328517e+02       2.017236959761e-02       2.017237458001e-02       6.604410673002e+02       7.971893077964e-01       3.387823967138e-02      -1.334144311124e-06       1.558809323485e-06      -2.196526595647e-09      -3.985947253734e-01      -1.690320976853e-02      -3.985946538982e-01      -3.985881155916e-01      -3.985881155920e-01      -3.985881155920e-01      -1.991401563268e-02 
       2.904059224287e-01      -2.542973055110e-02      -2.324156878050e+02      -3.319709671754e+02      -2.538705021596e-02      -1.336813377836e-01      -1.336813377835e-01      -1.336813377836e-01      -3.100955799853e+02      -3.049495028131e+02       1.980470091243e-02       1.980469400931e-02       6.639419343508e+02       8.010030343663e-01       3.326237453090e-02      -1.312894318191e-06       1.804063165793e-06      -2.059508141610e-09      -4.005015872552e-01      -1.731756837839e-02      -4.005015171831e-01      -4.001900414625e-01      -4.001900414625e-01      -4.001900414625e-01      -2.005316092806e-02 
       2.937722389819e-01      -2.497492899834e-02      -2.328862108844e+02      -3.338211270325e+02      -2.493302325660e-02      -1.266615897570e-01      -1.266615897570e-01      -1.266615897570e-01      -3.116963758961e+02      -3.065237469349e+02       1.945332626750e-02       1.945333112711e-02       6.676422540651e+02       8.051931179746e-01       3.267314224996e-02      -1.291406563097e-06       1.517027128044e-06      -2.145693027369e-09      -4.025966277618e-01      -1.759387095817e-02      -4.025965589873e-01      -4.022601855145e-01      -4.022601855145e-01      -4.022601855145e-01      -2.018531432127e-02 
       2.971780095512e-01      -2.454595508489e-02      -2.339607523605e+02      -3.357960195508e+02      -2.450477018659e-02      -1.365442908352e-01      -1.365442908353e-01      -1.365442908352e-01      -3.134937417288e+02      -3.082913018051e+02       1.911961450251e-02       1.911961033869e-02       6.715920391016e+02       8.098447189440e-01       3.211279207222e-02      -1.269136872225e-06       1.840814285909e-06      -2.205102801959e-09      -4.049224270605e-01      -1.771814220244e-02      -4.049223594720e-01      -4.042970167704e-01      -4.042970167704e-01      -4.042970167704e-01      -2.029935782083e-02 
       3.006237397678e-01      -2.414228806417e-02      -2.356654685199e+02      -3.379071587443e+02      -2.410177167756e-02      -1.235642903840e-01      -1.235642903840e-01      -1.235642903840e-01      -3.155004483763e+02      -3.102647224623e+02       1.880342651733e-02       1.880342870300e-02       6.758143174885e+02       8.149929248625e-01       3.158117516927e-02      -1.248577093407e-06       1.524145278543e-06      -2.053940982535e-09      -4.074965289414e-01      -1.769284589899e-02      -4.074964624312e-01      -4.082093513799e-01      -4.082093513799e-01      -4.082093513799e-01      -2.043655237142e-02 
       3.041099448594e-01      -2.376183655540e-02      -2.379623215291e+02      -3.401523205067e+02      -2.372194188355e-02      -1.173088425587e-01      -1.173088425589e-01      -1.173088425579e-01      -3.177093621881e+02      -3.124370020975e+02       1.850343242859e-02       1.850342944879e-02       6.803046410135e+02       8.206224649928e-01       3.107615427725e-02      -1.224203178728e-06       1.573663080320e-06      -1.901633941204e-09      -4.103112980227e-01      -1.753563892417e-02      -4.103112324964e-01      -4.096008138501e-01      -4.096008138501e-01      -4.096008138499e-01      -2.050485226408e-02 
       3.076371499683e-01      -2.340066401954e-02      -2.407478826224e+02      -3.425154326457e+02      -2.336135343427e-02      -1.211779342678e-01      -1.211779342677e-01      -1.211779342678e-01      -3.200913249670e+02      -3.147794562132e+02       1.821712546854e-02       1.821712499251e-02       6.850308652913e+02       8.266671008894e-01       3.059369652568e-02      -1.202377432148e-06       1.542473899452e-06      -1.967336574787e-09      -4.133336150611e-01      -1.727894684118e-02      -4.133335504447e-01      -4.131711066543e-01      -4.131711066543e-01      -4.131711066543e-01      -2.060957422344e-02 
       3.112058904834e-01      -2.305352748773e-02      -2.438657189485e+02      -3.449676409270e+02      -2.301477504065e-02      -1.226841864800e-01      -1.226841864799e-01      -1.226841864800e-01      -3.225981118075e+02      -3.172446651618e+02       1.794112551738e-02       1.794112421503e-02       6.899352818539e+02       8.330155211229e-01       3.012835012544e-02      -1.179724093444e-06       1.612196965535e-06      -2.019786364058e-09      -4.165078243160e-01      -1.696585054238e-02      -4.165077605614e-01      -4.159801424223e-01      -4.159801424223e-01      -4.159801424223e-01      -2.069296303257e-02 
       3.148167123846e-01      -2.271468902968e-02      -2.471248110832e+02      -3.474719156301e+02      -2.267648143429e-02      -1.176948819541e-01      -1.176948819542e-01      -1.176948819539e-01      -3.251695798671e+02      -3.197734795559e+02       1.767167869486e-02       1.767167934548e-02       6.949438312602e+02       8.395271792912e-01       2.967403816156e-02      -1.159004597348e-06       1.476279704847e-06      -1.932480615130e-09      -4.197636525589e-01      -1.664534932000e-02      -4.197635896456e-01      -4.200397079477e-01      -4.200397079477e-01      -4.200397079477e-01      -2.080399655146e-02 
       3.184701726018e-01      -2.237853911880e-02      -2.503217941178e+02      -3.499862597000e+02      -2.234087535629e-02      -1.157985484017e-01      -1.157985484018e-01      -1.157985484017e-01      -3.277398397443e+02      -3.223011079327e+02       1.740504450512e-02       1.740504244233e-02       6.999725194000e+02       8.460461897181e-01       2.922467951849e-02      -1.137057254160e-06       1.508660165304e-06      -1.847763120954e-09      -4.230231569253e-01      -1.636628286967e-02      -4.230230948591e-01      -4.224916190457e-01      -4.224916190457e-01      -4.224916190457e-01      -2.088654821074e-02 
       3.221668393877e-01      -2.204011740918e-02      -2.532638284608e+02      -3.524691162445e+02      -2.200300698104e-02      -1.131532626168e-01      -1.131532626168e-01      -1.131532626168e-01      -3.302447381024e+02      -3.247644554921e+02       1.713790123994e-02       1.713790160006e-02       7.049382324891e+02       8.524204338867e-01       2.877486762676e-02      -1.117554663201e-06       1.437807469755e-06      -1.870852014309e-09      -4.262102781344e-01      -1.617214607288e-02      -4.262102169433e-01      -4.261955895663e-01      -4.261955895662e-01      -4.261955895662e-01      -2.100747161052e-02 
       3.259072927062e-01      -2.169573803958e-02      -2.557928110516e+02      -3.548838491474e+02      -2.165919807171e-02      -1.150525683078e-01      -1.150525683078e-01      -1.150525683080e-01      -3.326297140748e+02      -3.271098705806e+02       1.686771529001e-02       1.686771300463e-02       7.097676982949e+02       8.585189304099e-01       2.832045528688e-02      -1.097868718241e-06       1.518171364636e-06      -1.844425508342e-09      -4.292595254770e-01      -1.609525342683e-02      -4.292594652050e-01      -4.288425366350e-01      -4.288425366350e-01      -4.288425366350e-01      -2.111986312836e-02 
       3.296921246368e-01      -2.134338465852e-02      -2.578070212898e+02      -3.572054022115e+02      -2.130743602001e-02      -1.063526322562e-01      -1.063526322561e-01      -1.063526322562e-01      -3.348580817244e+02      -3.293012723308e+02       1.659307958988e-02       1.659308072570e-02       7.144108044230e+02       8.642534547585e-01       2.785913116063e-02      -1.080287179079e-06       1.340184799125e-06      -1.784614565605e-09      -4.321267866813e-01      -1.615297346549e-02      -4.321267273792e-01      -4.323009493487e-01      -4.323009493487e-01      -4.323009493487e-01      -2.126655931509e-02 
       3.335219397954e-01      -2.098260068801e-02      -2.592658188116e+02      -3.594154932754e+02      -2.094726467355e-02      -1.117960234887e-01      -1.117960234887e-01      -1.117960234887e-01      -3.369089449811e+02      -3.313181161444e+02       1.631349664958e-02       1.631349447237e-02       7.188309865508e+02       8.695693959608e-01       2.739001480831e-02      -1.061773972762e-06       1.470842567861e-06      -1.784090897065e-09      -4.347847562616e-01      -1.634507895454e-02      -4.347846979804e-01      -4.340376749132e-01      -4.340376749132e-01      -4.340376749132e-01      -2.139110884902e-02 
       3.373973557730e-01      -2.061485007958e-02      -2.602067307935e+02      -3.615162589800e+02      -2.058014401812e-02      -1.075561789325e-01      -1.075561789325e-01      -1.075561789325e-01      -3.387894008757e+02      -3.331673755097e+02       1.602986176525e-02       1.602986320253e-02       7.230325179600e+02       8.744816398665e-01       2.691453125431e-02      -1.046071361174e-06       1.323241249808e-06      -1.779953292466e-09      -4.372408771524e-01      -1.665436057244e-02      -4.372408199333e-01      -4.374933015924e-01      -4.374933015924e-01      -4.374933015924e-01      -2.156665335372e-02 
       3.413190035922e-01      -2.024269226646e-02      -2.607256627411e+02      -3.635158788167e+02      -2.020862728553e-02      -1.071835853031e-01      -1.071835853033e-01      -1.071835853032e-01      -3.405212616615e+02      -3.348705076375e+02       1.574369189673e-02       1.574369070274e-02       7.270317576334e+02       8.790365494175e-01       2.643507679307e-02      -1.028807333888e-06       1.409674944131e-06      -1.753360589456e-09      -4.395183308391e-01      -1.704819302929e-02      -4.395182747088e-01      -4.389595400426e-01      -4.389595400426e-01      -4.389595400426e-01      -2.170732232864e-02 
