# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.05618e-05 to 220.714 h/Mpc,
# number of wavenumbers equal to 596
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot              
       1.326945123626e-02      -8.144528435525e-01      -1.373327017924e+01      -1.462459183201e+01      -6.238448943396e-01      -1.560334255174e+00      -1.560334255174e+00      -1.560334255174e+00      -1.424999624745e+01      -1.400795738223e+01       4.369559358927e-01       4.366243916799e-01       2.924918366402e+01       3.690775672474e-02       7.327343761664e-01      -2.539116674202e-05       4.829806013663e-05      -3.569106083551e-08      -1.899686100538e-02      -2.417963724416e-04      -1.921334103431e-02      -1.649653745404e-02      -1.649653745404e-02      -1.649653745404e-02      -8.099649074266e-04 
       1.388020025785e-02      -7.488017497565e-01      -1.469508398898e+01      -1.574689933816e+01      -5.515241493612e-01      -1.550979868892e+00      -1.550979868892e+00      -1.550979868892e+00      -1.532544167842e+01      -1.506436240351e+01       4.293912703879e-01       4.291824943517e-01       3.149379867632e+01       3.968344045561e-02       7.201169716981e-01      -2.561969928042e-05       4.232468457032e-05      -3.627920000902e-08      -2.103151381074e-02      -2.837057441169e-04      -2.062009812553e-02      -1.803805387994e-02      -1.803805387994e-02      -1.803805387994e-02      -8.942124474778e-04 
       1.451263348713e-02      -6.441905049264e-01      -1.569210990568e+01      -1.692984495128e+01      -4.868492411059e-01      -1.525901011986e+00      -1.525901011986e+00      -1.525901011986e+00      -1.645598457419e+01      -1.617442353308e+01       4.216482711741e-01       4.215696000007e-01       3.385968990256e+01       4.260212059215e-02       7.072249644622e-01      -2.557430090905e-05       3.405703836147e-05      -3.640837652287e-08      -2.290906886642e-02      -3.319667607849e-04      -2.186557159829e-02      -1.956706939749e-02      -1.956706939749e-02      -1.956706939749e-02      -9.757535948889e-04 
       1.516514116284e-02      -5.220609883285e-01      -1.671850683892e+01      -1.817016477469e+01      -4.469467931931e-01      -1.493709045782e+00      -1.493709045782e+00      -1.493709045782e+00      -1.763818941746e+01      -1.733512135203e+01       4.137740948874e-01       4.138048198959e-01       3.634032954938e+01       4.565444527028e-02       6.941233145836e-01      -2.521992305049e-05       2.537581127538e-05      -3.598550241656e-08      -2.448347683256e-02      -3.871606488666e-04      -2.298820557673e-02      -2.104092451018e-02      -2.104092451018e-02      -2.104092451018e-02      -1.050567697251e-03 
       1.583548670288e-02      -4.108070728008e-01      -1.776701983519e+01      -1.946288405631e+01      -4.417527564382e-01      -1.464964467228e+00      -1.464964467228e+00      -1.464964467228e+00      -1.886706058013e+01      -1.854198420460e+01       4.058229368151e-01       4.059214195539e-01       3.892576811262e+01       4.882719664590e-02       6.808878469971e-01      -2.459917062225e-05       1.843513297061e-05      -3.505623538408e-08      -2.569004547594e-02      -4.497877151685e-04      -2.410320508091e-02      -2.245083161873e-02      -2.245083161873e-02      -2.245083161873e-02      -1.117118963948e-03 
       1.652085290364e-02      -3.377514079785e-01      -1.882921374708e+01      -2.080140481505e+01      -4.691837830678e-01      -1.448763302982e+00      -1.448763302982e+00      -1.448763302982e+00      -2.013607622862e+01      -1.978899734729e+01       3.978499762822e-01       3.979659573298e-01       4.160280963011e+01       5.210355731562e-02       6.675992906059e-01      -2.382381934366e-05       1.502075196121e-05      -3.379820200293e-08      -2.658599407474e-02      -5.202159611960e-04      -2.536924822199e-02      -2.382977048190e-02      -2.382977048190e-02      -2.382977048190e-02      -1.177400950137e-03 
       1.721796972921e-02      -3.200402937449e-01      -1.989592596528e+01      -2.217776208755e+01      -5.147965777858e-01      -1.449453227587e+00      -1.449453227587e+00      -1.449453227587e+00      -2.143738825814e+01      -2.106866708930e+01       3.899053114964e-01       3.899938527346e-01       4.435552417510e+01       5.546369531770e-02       6.543361063215e-01      -2.304214014448e-05       1.592890020469e-05      -3.246963106593e-08      -2.735218772701e-02      -5.986267038359e-04      -2.692490378056e-02      -2.524362468042e-02      -2.524362468042e-02      -2.524362468042e-02      -1.236777258686e-03 
       1.792331375815e-02      -3.581759398070e-01      -2.095775956036e+01      -2.358310256202e+01      -5.569789637346e-01      -1.464981760231e+00      -1.464981760231e+00      -1.464981760231e+00      -2.276224129875e+01      -2.237234636235e+01       3.820304894156e-01       3.820631635036e-01       4.716620512403e+01       5.888578098330e-02       6.411695271598e-01      -2.239248141928e-05       2.063811288256e-05      -3.132847766888e-08      -2.824449723524e-02      -6.850819979487e-04      -2.882086721241e-02      -2.676594521908e-02      -2.676594521908e-02      -2.676594521908e-02      -1.302395477150e-03 
       1.863334780588e-02      -4.353305546452e-01      -2.200570029165e+01      -2.500822766828e+01      -5.757789240880e-01      -1.487772973996e+00      -1.487772973996e+00      -1.487772973996e+00      -2.410151779761e+01      -2.369077481015e+01       3.742574201527e-01       3.742273405676e-01       5.001645533656e+01       6.234715845841e-02       6.281600423263e-01      -2.195999134429e-05       2.745423879493e-05      -3.055176392252e-08      -2.950649849229e-02      -7.794078074931e-04      -3.098377851916e-02      -2.844587427780e-02      -2.844587427780e-02      -2.844587427780e-02      -1.380587363062e-03 
       1.934475637196e-02      -5.231392599473e-01      -2.303176955091e+01      -2.644428232612e+01      -5.612221907043e-01      -1.507824666470e+00      -1.507824666470e+00      -1.507824666470e+00      -2.544646490934e+01      -2.501489149192e+01       3.666116457203e-01       3.665313879098e-01       5.288856465223e+01       6.582595366174e-02       6.153597075071e-01      -2.175488478631e-05       3.409716315627e-05      -3.018749101717e-08      -3.127805969310e-02      -8.812871585702e-04      -3.323573257800e-02      -3.028431837314e-02      -3.028431837314e-02      -3.028431837314e-02      -1.474387294832e-03 
       2.005463499233e-02      -5.916296383654e-01      -2.402919084891e+01      -2.788315070611e+01      -5.170466799684e-01      -1.516582198376e+00      -1.516582198376e+00      -1.516582198376e+00      -2.678913112547e+01      -2.633641853136e+01       3.591129325987e-01       3.590070700662e-01       5.576630141223e+01       6.930198667975e-02       6.028097802024e-01      -2.171837646202e-05       3.848815340081e-05      -3.015491062056e-08      -3.353929066131e-02      -9.902848083394e-04      -3.536371275802e-02      -3.222977603324e-02      -3.222977603324e-02      -3.222977603324e-02      -1.582226273481e-03 
       2.076060774736e-02      -6.191617179830e-01      -2.499284907342e+01      -2.931787897844e+01      -4.582913701502e-01      -1.509898736458e+00      -1.509898736458e+00      -1.509898736458e+00      -2.812285978164e+01      -2.764849397038e+01       3.517789753211e-01       3.516745798862e-01       5.863575795689e+01       7.275795065314e-02       5.905445818879e-01      -2.175130835868e-05       3.941484799753e-05      -3.028816896602e-08      -3.611454585130e-02      -1.105832263904e-03      -3.720635559370e-02      -3.419618630397e-02      -3.419618630397e-02      -3.419618630397e-02      -1.698391451938e-03 
       2.146086860036e-02      -5.985446410966e-01      -2.591885817020e+01      -3.074279494409e+01      -4.043474683002e-01      -1.488954518976e+00      -1.488954518976e+00      -1.488954518976e+00      -2.944235525783e+01      -2.894582161863e+01       3.446247253569e-01       3.445432211651e-01       6.148558988818e+01       7.617971444062e-02       5.785898989329e-01      -2.175175190913e-05       3.682963347242e-05      -3.040049611021e-08      -3.873275507126e-02      -1.227454068577e-03      -3.871614413214e-02      -3.609362310260e-02      -3.609362310260e-02      -3.609362310260e-02      -1.815017009916e-03 
       2.215415959291e-02      -5.376692214086e-01      -2.680512213300e+01      -3.215356121589e+01      -3.710369969779e-01      -1.459116429598e+00      -1.459116429598e+00      -1.459116429598e+00      -3.074379988529e+01      -3.022478862566e+01       3.376637504635e-01       3.376162471919e-01       6.430712243177e+01       7.955672362177e-02       5.669657796390e-01      -2.164564639277e-05       3.172668185796e-05      -3.034326054100e-08      -4.111757335105e-02      -1.354457256096e-03      -3.997099074281e-02      -3.785853700594e-02      -3.785853700594e-02      -3.785853700594e-02      -1.924632655507e-03 
       2.283970735576e-02      -4.552409132517e-01      -2.765049184507e+01      -3.354703037867e+01      -3.651205270605e-01      -1.427515639633e+00      -1.427515639633e+00      -1.427515639633e+00      -3.202455945425e+01      -3.148310441570e+01       3.309055238698e-01       3.308921325866e-01       6.709406075733e+01       8.288153632291e-02       5.556838239395e-01      -2.140359068395e-05       2.570498377878e-05      -3.004154801452e-08      -4.307213315022e-02      -1.486289870628e-03      -4.113449511165e-02      -3.947146582099e-02      -3.947146582099e-02      -3.947146582099e-02      -2.022432562672e-03 
       2.351713945555e-02      -3.738939695902e-01      -2.845480719126e+01      -3.492112991467e+01      -3.829903792073e-01      -1.400482951074e+00      -1.400482951074e+00      -1.400482951074e+00      -3.328303910280e+01      -3.271955238549e+01       3.243554611868e-01       3.243677495328e-01       6.984225982935e+01       8.614958081012e-02       5.447487675207e-01      -2.104018183105e-05       2.041876174048e-05      -2.950087206431e-08      -4.453084806467e-02      -1.622423574770e-03      -4.238721404718e-02      -4.095784082115e-02      -4.095784082115e-02      -4.095784082115e-02      -2.107403800122e-03 
       2.418639725056e-02      -3.132630469016e-01      -2.921884076135e+01      -3.627458840527e+01      -4.132900472284e-01      -1.381725365555e+00      -1.381725365555e+00      -1.381725365555e+00      -3.451840415234e+01      -3.393361084597e+01       3.180140170801e-01       3.180391135423e-01       7.254917681054e+01       8.935847991492e-02       5.341580921309e-01      -2.060101650063e-05       1.710417517411e-05      -2.878995786677e-08      -4.556627958396e-02      -1.762260487026e-03      -4.385877569931e-02      -4.237387422830e-02      -4.237387422830e-02      -4.237387422830e-02      -2.182171615074e-03 
       2.484765571715e-02      -2.850471169255e-01      -2.994374185814e+01      -3.760686568059e+01      -4.418047990586e-01      -1.371677411189e+00      -1.371677411189e+00      -1.371677411189e+00      -3.573041616158e+01      -3.512521842215e+01       3.118773892219e-01       3.119022240619e-01       7.521373136119e+01       9.250766868549e-02       5.239039056675e-01      -2.014454885353e-05       1.630549503531e-05      -2.801041112478e-08      -4.635561731898e-02      -1.905356544475e-03      -4.558582352032e-02      -4.378484353424e-02      -4.378484353424e-02      -4.378484353424e-02      -2.251857744678e-03 
       2.550125533532e-02      -2.910318929760e-01      -3.063140308221e+01      -3.891794332801e+01      -4.565455900185e-01      -1.367969648701e+00      -1.367969648701e+00      -1.367969648701e+00      -3.691931906474e+01      -3.629463537447e+01       3.059387395835e-01       3.059533157212e-01       7.783588665601e+01       9.559793519109e-02       5.139747581979e-01      -1.972394859170e-05       1.783517822741e-05      -2.726464602471e-08      -4.712243029815e-02      -2.051095758311e-03      -4.750678460740e-02      -4.524365780588e-02      -4.524365780588e-02      -4.524365780588e-02      -2.322324806828e-03 
       2.614764738973e-02      -3.240046970678e-01      -3.128346988184e+01      -4.020810695801e+01      -4.513248568017e-01      -1.366624720383e+00      -1.366624720383e+00      -1.366624720383e+00      -3.808552858903e+01      -3.744215327827e+01       3.001877529603e-01       3.001868978464e-01       8.041621391603e+01       9.863062477405e-02       5.043547222099e-01      -1.937508491693e-05       2.093077096058e-05      -2.663023769979e-08      -4.807234927431e-02      -2.199178169478e-03      -4.948998014746e-02      -4.677599255524e-02      -4.677599255524e-02      -4.677599255524e-02      -2.398546205071e-03 
       2.678735188452e-02      -3.708187574873e-01      -3.190217569561e+01      -4.147799678037e+01      -4.269795065074e-01      -1.363509187049e+00      -1.363509187049e+00      -1.363509187049e+00      -3.922983139810e+01      -3.856833977549e+01       2.946142860909e-01       2.945978486709e-01       8.295599356074e+01       1.016079340540e-01       4.950286388545e-01      -1.911052771451e-05       2.453145808354e-05      -2.614617354164e-08      -4.934181470673e-02      -2.349133150011e-03      -5.138208659848e-02      -4.837584017862e-02      -4.837584017862e-02      -4.837584017862e-02      -2.483326640709e-03 
       2.742092627493e-02      -4.164368315129e-01      -3.248980200780e+01      -4.272834976474e+01      -3.902603672641e-01      -1.355555685946e+00      -1.355555685946e+00      -1.355555685946e+00      -4.035311631132e+01      -3.967383599065e+01       2.892076790269e-01       2.891795067571e-01       8.545669952948e+01       1.045321859035e-01       4.859804627177e-01      -1.892087017736e-05       2.758272372953e-05      -2.581055022099e-08      -5.096917289455e-02      -2.500484871976e-03      -5.305828244745e-02      -5.001031009833e-02      -5.001031009833e-02      -5.001031009833e-02      -2.576793359885e-03 
       2.804894294753e-02      -4.478323028155e-01      -3.304819146159e+01      -4.395997664460e+01      -3.511057742290e-01      -1.341487201162e+00      -1.341487201162e+00      -1.341487201162e+00      -4.145629906987e+01      -4.075934137229e+01       2.839574495740e-01       2.839236676448e-01       8.791995328920e+01       1.074056826475e-01       4.771941162572e-01      -1.878117485805e-05       2.929175395136e-05      -2.558829084482e-08      -5.289346902418e-02      -2.653044961245e-03      -5.445918508245e-02      -5.163164884053e-02      -5.163164884053e-02      -5.163164884053e-02      -2.676654197320e-03 
       2.867197349577e-02      -4.568789283156e-01      -3.358047524435e+01      -4.517398208395e+01      -3.193411291377e-01      -1.321952209688e+00      -1.321952209688e+00      -1.321952209688e+00      -4.254077603980e+01      -4.182610479433e+01       2.788570787181e-01       2.788242129821e-01       9.034796416790e+01       1.102316965612e-01       4.686592546268e-01      -1.865888932964e-05       2.928359071067e-05      -2.542519497274e-08      -5.497815922920e-02      -2.806113133348e-03      -5.560537662022e-02      -5.319259585768e-02      -5.319259585768e-02      -5.319259585768e-02      -2.778899867607e-03 
       2.929057811854e-02      -4.416888934146e-01      -3.408823664836e+01      -4.637132246724e+01      -3.018067836709e-01      -1.299081156444e+00      -1.299081156444e+00      -1.299081156444e+00      -4.360761693997e+01      -4.287514902187e+01       2.738986834295e-01       2.738720760083e-01       9.274264493449e+01       1.130127322894e-01       4.603628339969e-01      -1.852343068755e-05       2.763683952272e-05      -2.526295046624e-08      -5.704927575826e-02      -2.959610672601e-03      -5.658585530572e-02      -5.465897371935e-02      -5.465897371935e-02      -5.465897371935e-02      -2.879052801853e-03 
       2.990529879076e-02      -4.063938186053e-01      -3.457441052992e+01      -4.755302141589e+01      -3.006843659405e-01      -1.275746882547e+00      -1.275746882547e+00      -1.275746882547e+00      -4.465817512363e+01      -4.390786907353e+01       2.690772642624e-01       2.690600578247e-01       9.510604283178e+01       1.157518593481e-01       4.522958462465e-01      -1.835204560318e-05       2.481310317931e-05      -2.505323578524e-08      -5.894091130532e-02      -3.112942601041e-03      -5.752873283000e-02      -5.601896060230e-02      -5.601896060230e-02      -5.601896060230e-02      -2.973169120501e-03 
       3.051665515660e-02      -3.595387787532e-01      -3.504141389368e+01      -4.872014539876e+01      -3.133059748949e-01      -1.254692327240e+00      -1.254692327240e+00      -1.254692327240e+00      -4.569376244459e+01      -4.492568683340e+01       2.643883380598e-01       2.643811388702e-01       9.744029079752e+01       1.184521389901e-01       4.444499346652e-01      -1.813427809355e-05       2.150619979506e-05      -2.476678012053e-08      -6.053407064384e-02      -3.265718070515e-03      -5.856186885697e-02      -5.728495289913e-02      -5.728495289913e-02      -5.728495289913e-02      -3.058827884311e-03 
       3.112514235091e-02      -3.116798444214e-01      -3.549101968800e+01      -4.987361277986e+01      -3.333381305737e-01      -1.237794792375e+00      -1.237794792375e+00      -1.237794792375e+00      -4.671545578212e+01      -4.592982427531e+01       2.598266907510e-01       2.598278476632e-01       9.974722555973e+01       1.211161699549e-01       4.368155382809e-01      -1.787243973455e-05       1.845843440162e-05      -2.439699352035e-08      -6.178213448879e-02      -3.417751526101e-03      -5.977608041192e-02      -5.848901803728e-02      -5.848901803728e-02      -5.848901803728e-02      -3.135595462274e-03 
       3.173123015974e-02      -2.727816787834e-01      -3.592627462944e+01      -5.101454229838e+01      -3.528690283881e-01      -1.225650207950e+00      -1.225650207950e+00      -1.225650207950e+00      -4.772466960152e+01      -4.692182751034e+01       2.553894350370e-01       2.553957628514e-01       1.020290845968e+02       1.237474083517e-01       4.293869819926e-01      -1.757895046428e-05       1.628666503600e-05      -2.395859440213e-08      -6.271901010683e-02      -3.568431823183e-03      -6.120185753279e-02      -5.967435611144e-02      -5.967435611144e-02      -5.967435611144e-02      -3.204943520605e-03 
       3.233536308968e-02      -2.499801235862e-01      -3.634937627843e+01      -5.214390306218e+01      -3.647334221705e-01      -1.217498296410e+00      -1.217498296410e+00      -1.217498296410e+00      -4.872253634498e+01      -4.790292219775e+01       2.510722398668e-01       2.510799571888e-01       1.042878061244e+02       1.263487665077e-01       4.221565992674e-01      -1.727255371510e-05       1.535370580717e-05      -2.348124576454e-08      -6.344670573797e-02      -3.717455326151e-03      -6.280308057497e-02      -6.088322622442e-02      -6.088322622442e-02      -6.088322622442e-02      -3.269854921068e-03 
       3.293796103551e-02      -2.462025968426e-01      -3.676238401653e+01      -5.326256654089e+01      -3.644387810975e-01      -1.211524001312e+00      -1.211524001312e+00      -1.211524001312e+00      -4.971006278954e+01      -4.887414626431e+01       2.468702548445e-01       2.468759005153e-01       1.065251330818e+02       1.289228963746e-01       4.151161967941e-01      -1.697309853638e-05       1.570992685759e-05      -2.300130713607e-08      -6.410921725927e-02      -3.864488246198e-03      -6.449045225187e-02      -6.214643439884e-02      -6.214643439884e-02      -6.214643439884e-02      -3.334004587438e-03 
       3.353942032520e-02      -2.598079469242e-01      -3.716804562385e+01      -5.437166983187e+01      -3.512226336563e-01      -1.205414866669e+00      -1.205414866669e+00      -1.205414866669e+00      -5.068856775378e+01      -4.983677423015e+01       2.427802611534e-01       2.427814051168e-01       1.087433396637e+02       1.314732453976e-01       4.082605960606e-01      -1.669701574421e-05       1.710746237996e-05      -2.255328181466e-08      -6.485818585634e-02      -4.009092507063e-03      -6.614916303536e-02      -6.347652767675e-02      -6.347652767675e-02      -6.347652767675e-02      -3.400875139113e-03 
       3.414011498643e-02      -2.852940300359e-01      -3.756880913062e+01      -5.547210056159e+01      -3.280082929489e-01      -1.196989849506e+00      -1.196989849506e+00      -1.196989849506e+00      -5.165911660104e+01      -5.079177121552e+01       2.387978179400e-01       2.387934448138e-01       1.109442011232e+02       1.340025862909e-01       4.015827958448e-01      -1.645396610148e-05       1.908021736735e-05      -2.216226355394e-08      -6.581714619544e-02      -4.150832048553e-03      -6.767206442447e-02      -6.486476679389e-02      -6.486476679389e-02      -6.486476679389e-02      -3.472938011342e-03 
       3.474039812648e-02      -3.148039728823e-01      -3.796723269181e+01      -5.656480532251e+01      -3.003596894279e-01      -1.184782332167e+00      -1.184782332167e+00      -1.184782332167e+00      -5.262285176712e+01      -5.174014046331e+01       2.349190454848e-01       2.349095798453e-01       1.131296106450e+02       1.365138275923e-01       3.950768279070e-01      -1.624548843825e-05       2.106526184103e-05      -2.183961904256e-08      -6.705454601289e-02      -4.289264465602e-03      -6.899073090011e-02      -6.628455542467e-02      -6.628455542467e-02      -6.628455542467e-02      -3.551133248463e-03 
       3.534060335156e-02      -3.400576724332e-01      -3.836520202983e+01      -5.765057610072e+01      -2.747767537502e-01      -1.168400978039e+00      -1.168400978039e+00      -1.168400978039e+00      -5.358070432872e+01      -5.268266881013e+01       2.311394312007e-01       2.311264504937e-01       1.153011522014e+02       1.390092953823e-01       3.887356749642e-01      -1.606554061866e-05       2.253597058592e-05      -2.158181505904e-08      -6.856951083673e-02      -4.424104340814e-03      -7.009300973898e-02      -6.769860266157e-02      -6.769860266157e-02      -6.769860266157e-02      -3.634718925007e-03 
       3.594104617598e-02      -3.542554451744e-01      -3.876587220401e+01      -5.873060334174e+01      -2.568646539962e-01      -1.148626921782e+00      -1.148626921782e+00      -1.148626921782e+00      -5.453415381939e+01      -5.362070357836e+01       2.274572507087e-01       2.274429871057e-01       1.174612066835e+02       1.414925782252e-01       3.825567759647e-01      -1.590252121658e-05       2.311841945026e-05      -2.137290215622e-08      -7.029500584477e-02      -4.554841191442e-03      -7.102660300410e-02      -6.906980722152e-02      -6.906980722152e-02      -6.906980722152e-02      -3.721487472281e-03 
       3.654202538936e-02      -3.535528010450e-01      -3.917137348238e+01      -5.980558043193e+01      -2.498157081950e-01      -1.127172256882e+00      -1.127172256882e+00      -1.127172256882e+00      -5.548413134022e+01      -5.455509679647e+01       2.238688192302e-01       2.238555830133e-01       1.196111608639e+02       1.439658226393e-01       3.765341233382e-01      -1.574236050658e-05       2.266593280880e-05      -2.118876574676e-08      -7.211399748280e-02      -4.681079901193e-03      -7.188356192384e-02      -7.036991489882e-02      -7.036991489882e-02      -7.036991489882e-02      -3.808323058724e-03 
       3.714382436170e-02      -3.377506057354e-01      -3.958414674490e+01      -6.087643852816e+01      -2.536707197735e-01      -1.106246875697e+00      -1.106246875697e+00      -1.106246875697e+00      -5.643182502524e+01      -5.548700899590e+01       2.203720180447e-01       2.203616768066e-01       1.217528770563e+02       1.464318165945e-01       3.706641420828e-01      -1.557199680114e-05       2.127761873062e-05      -2.100339542064e-08      -7.388909684902e-02      -4.802434586938e-03      -7.277459605390e-02      -7.158801006963e-02      -7.158801006963e-02      -7.158801006963e-02      -3.891985050591e-03 
       3.774671227525e-02      -3.101981485906e-01      -4.000702317681e+01      -6.194413892395e+01      -2.654401906418e-01      -1.087985784723e+00      -1.087985784723e+00      -1.087985784723e+00      -5.737850955900e+01      -5.641774105470e+01       2.169654343557e-01       2.169590489153e-01       1.238882778479e+02       1.488935455619e-01       3.649442412249e-01      -1.538209038188e-05       1.926272273167e-05      -2.079466120056e-08      -7.549474098681e-02      -4.918419076080e-03      -7.379767969442e-02      -7.273344524771e-02      -7.273344524771e-02      -7.273344524771e-02      -3.969843200893e-03 
       3.835094527767e-02      -2.768028422949e-01      -4.044232435447e+01      -6.300951238853e+01      -2.801151772990e-01      -1.073900927796e+00      -1.073900927796e+00      -1.073900927796e+00      -5.832526339199e+01      -5.734844209193e+01       2.136471739516e-01       2.136448546267e-01       1.260190247771e+02       1.513535763337e-01       3.593709761927e-01      -1.516889031306e-05       1.705728190138e-05      -2.054877631373e-08      -7.684721182088e-02      -5.028654412365e-03      -7.501008677140e-02      -7.383358719094e-02      -7.383358719095e-02      -7.383358719094e-02      -4.040509561530e-03 
       3.895676755501e-02      -2.446397633207e-01      -4.089257897247e+01      -6.407352136562e+01      -2.921144115991e-01      -1.064503718366e+00      -1.064503718365e+00      -1.064503718365e+00      -5.927328731653e+01      -5.828040167088e+01       2.104160040924e-01       2.104169875647e-01       1.281470427312e+02       1.538148441715e-01       3.539419848764e-01      -1.493455496080e-05       1.512069057939e-05      -2.026272980281e-08      -7.792277381897e-02      -5.132760069050e-03      -7.641409553169e-02      -7.492762148437e-02      -7.492762148437e-02      -7.492762148437e-02      -4.104116237363e-03 
       3.956441232573e-02      -2.201383098989e-01      -4.135998502628e+01      -6.513681227276e+01      -2.969646130043e-01      -1.059166825898e+00      -1.059166825898e+00      -1.059166825898e+00      -6.022344745938e+01      -5.921457338237e+01       2.072695642939e-01       2.072724803407e-01       1.302736245455e+02       1.562795093425e-01       3.486530991382e-01      -1.468615917212e-05       1.382531023817e-05      -1.994398842662e-08      -7.876478785429e-02      -5.230333090232e-03      -7.795566041774e-02      -7.605639619217e-02      -7.605639619217e-02      -7.605639619217e-02      -4.162260114384e-03 
       4.017410275866e-02      -2.076814182640e-01      -4.184771172404e+01      -6.620058968702e+01      -2.924917692412e-01      -1.056295994673e+00      -1.056295994673e+00      -1.056295994673e+00      -6.117720050773e+01      -6.015246230345e+01       2.042075430549e-01       2.042107827656e-01       1.324011793740e+02       1.587512955845e-01       3.435036890504e-01      -1.443378229288e-05       1.337793079327e-05      -1.960827684908e-08      -7.947206830012e-02      -5.320911658462e-03      -7.954349067205e-02      -7.725337293642e-02      -7.725337293641e-02      -7.725337293641e-02      -4.217607247601e-03 
       4.078605281879e-02      -2.087324991605e-01      -4.235797869243e+01      -6.726558084115e+01      -2.792820085209e-01      -1.053710346863e+00      -1.053710346863e+00      -1.053710346863e+00      -6.213544846102e+01      -6.109498390592e+01       2.012276083789e-01       2.012297038720e-01       1.345311616823e+02       1.612325377375e-01       3.384898750470e-01      -1.418780230337e-05       1.378203786983e-05      -1.927511546678e-08      -8.017284834178e-02      -5.404123650536e-03      -8.107517490028e-02      -7.853496206516e-02      -7.853496206516e-02      -7.853496206516e-02      -4.273181965317e-03 
       4.140046804527e-02      -2.212755991047e-01      -4.289304124906e+01      -6.833258998607e+01      -2.606350020567e-01      -1.049202851525e+00      -1.049202851525e+00      -1.049202851526e+00      -6.309915938077e+01      -6.204306583425e+01       1.983275593526e-01       1.983275089261e-01       1.366651799721e+02       1.637258157742e-01       3.336082052676e-01      -1.395675881553e-05       1.483504315054e-05      -1.896337921084e-08      -8.100014756155e-02      -5.479643715874e-03      -8.246737846930e-02      -7.989713062003e-02      -7.989713062003e-02      -7.989713062002e-02      -4.331738343604e-03 
       4.201754626653e-02      -2.408986028935e-01      -4.345576980993e+01      -6.940274352397e+01      -2.411434255003e-01      -1.041103737919e+00      -1.041103737919e+00      -1.041103737919e+00      -6.406967068301e+01      -6.299795930867e+01       1.955063230038e-01       1.955037544352e-01       1.388054870479e+02       1.662345431260e-01       3.288571099758e-01      -1.374517778222e-05       1.620236423864e-05      -1.868698556971e-08      -8.205032346341e-02      -5.547088133316e-03      -8.368427248128e-02      -8.131683452714e-02      -8.131683452714e-02      -8.131683452714e-02      -4.394945886737e-03 
       4.263747825697e-02      -2.617103442673e-01      -4.404802024576e+01      -7.047652049539e+01      -2.254782370179e-01      -1.028691386054e+00      -1.028691386054e+00      -1.028691386054e+00      -6.504764571641e+01      -6.396022699103e+01       1.927606938314e-01       1.927558805150e-01       1.409530409908e+02       1.687603684252e-01       3.242314993552e-01      -1.355295467176e-05       1.749375269759e-05      -1.845192322659e-08      -8.336672480622e-02      -5.606115477919e-03      -8.474367058010e-02      -8.275684166187e-02      -8.275684166187e-02      -8.275684166187e-02      -4.463076871254e-03 
       4.326044834003e-02      -2.775243691048e-01      -4.467244723756e+01      -7.155499055602e+01      -2.171977260930e-01      -1.012402878762e+00      -1.012402878762e+00      -1.012402878762e+00      -6.603438173880e+01      -6.493104757726e+01       1.900894204140e-01       1.900831658005e-01       1.431099811120e+02       1.713065789260e-01       3.197296136663e-01      -1.337607750710e-05       1.834580549344e-05      -1.825582952671e-08      -8.493521664885e-02      -5.656418119610e-03      -8.571387153090e-02      -8.417708651511e-02      -8.417708651511e-02      -8.417708651511e-02      -4.535095315324e-03 
       4.388663494210e-02      -2.845959369557e-01      -4.533118294436e+01      -7.263901937153e+01      -2.168141721725e-01      -9.937145028470e-01      -9.937145028470e-01      -9.937145028470e-01      -6.703094837465e+01      -6.591140759857e+01       1.874908097433e-01       1.874841529314e-01       1.452780387431e+02       1.738755955732e-01       3.153486222334e-01      -1.320683624920e-05       1.855931947088e-05      -1.808837783196e-08      -8.666333766167e-02      -5.697724797706e-03      -8.669343014345e-02      -8.554444515643e-02      -8.554444515643e-02      -8.554444515643e-02      -4.608487123572e-03 
