# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       1.039438893066e-05      -1.591054223603e-05      -1.193295665689e-05      -1.193295707769e-05      -1.591053432610e-05      -1.193456458616e-05      -1.204645958180e-05       6.121885939964e-01       5.968448915970e-01       2.386591415538e-05       3.208332061190e-08       9.999995713011e-01      -2.902512470099e-10       9.924122577871e-10      -5.008639844450e-13      -1.512134625953e-13      -1.332529226115e-16      -1.610324973795e-13      -5.871435941447e-15 
       1.088426138884e-05      -1.744555552373e-05      -1.308422673191e-05      -1.308422723778e-05      -1.744554601397e-05      -1.308598980211e-05      -1.320868003914e-05       6.121885816200e-01       5.968448858102e-01       2.616845447555e-05       3.517865884910e-08       9.999995299412e-01      -3.182533858058e-10       1.088157943801e-09      -5.491862137415e-13      -1.817985887454e-13      -1.602028273374e-16      -1.936035950608e-13      -7.059017942871e-15 
       1.139722082470e-05      -1.912866245569e-05      -1.434656908476e-05      -1.434656969294e-05      -1.912865102245e-05      -1.434850230302e-05      -1.448302921038e-05       6.121885550613e-01       5.968448713208e-01       2.869313938588e-05       3.857262986948e-08       9.999994845906e-01      -3.489588919920e-10       1.193140742391e-09      -6.021705182631e-13      -2.185699004255e-13      -1.926066735275e-16      -2.327626243251e-13      -8.486803149582e-15 
       1.193435529399e-05      -2.097414991780e-05      -1.573069929335e-05      -1.573070002462e-05      -2.097413617189e-05      -1.573281910548e-05      -1.588032458497e-05       6.121885012540e-01       5.968448321192e-01       3.146140004923e-05       4.229404691827e-08       9.999994348657e-01      -3.826237323152e-10       1.308251868729e-09      -6.602666050132e-13      -2.627786247556e-13      -2.315669868960e-16      -2.798421489216e-13      -1.020337654275e-14 
       1.249680413092e-05      -2.299768414267e-05      -1.724836752967e-05      -1.724836840885e-05      -2.299766761651e-05      -1.725069190106e-05      -1.741242808415e-05       6.121884381073e-01       5.968447833426e-01       3.449673681769e-05       4.637450013881e-08       9.999993803426e-01      -4.195372867095e-10       1.434468574109e-09      -7.239676006490e-13      -3.159292892846e-13      -2.784021890015e-16      -3.364440941557e-13      -1.226715139024e-14 
       1.308576036488e-05      -2.521644357388e-05      -1.891245822400e-05      -1.891245928101e-05      -2.521642370505e-05      -1.891500693548e-05      -1.909234667355e-05       6.121883950469e-01       5.968447553294e-01       3.782491856202e-05       5.084862491516e-08       9.999993205592e-01      -4.600139111837e-10       1.572862291673e-09      -7.938143185673e-13      -3.798303715970e-13      -3.347144319872e-16      -4.044945695254e-13      -1.474835302707e-14 
       1.370247325102e-05      -2.764926166287e-05      -2.073709718373e-05      -2.073709845453e-05      -2.764923777531e-05      -2.073989187766e-05      -2.093434049937e-05       6.121883464654e-01       5.968447233528e-01       4.147419690906e-05       5.575440475354e-08       9.999992550083e-01      -5.043946508468e-10       1.724607731002e-09      -8.703996469358e-13      -4.566563398270e-13      -4.024142726738e-16      -4.863091895701e-13      -1.773141176213e-14 
       1.434825092005e-05      -3.031678995135e-05      -2.273777392913e-05      -2.273777545696e-05      -3.031676123223e-05      -2.274083836953e-05      -2.295404638752e-05       6.121882945929e-01       5.968446903013e-01       4.547555091392e-05       6.113348425766e-08       9.999991831325e-01      -5.530563331297e-10       1.890992970208e-09      -9.543737230023e-13      -5.490213829424e-13      -4.838093316878e-16      -5.846718591048e-13      -2.131783342474e-14 
       1.502446315298e-05      -3.324167187366e-05      -2.493147207477e-05      -2.493147391160e-05      -3.324163734558e-05      -2.493483234233e-05      -2.516860946392e-05       6.121882347429e-01       5.968446519624e-01       4.986294782320e-05       6.703152698941e-08       9.999991043232e-01      -6.064139611283e-10       2.073430339063e-09      -1.046449386076e-12      -6.600683488374e-13      -5.816735536989e-16      -7.029297652602e-13      -2.562965565032e-14 
       1.573254428662e-05      -3.644873548943e-05      -2.733681391444e-05      -2.733681612285e-05      -3.644869397771e-05      -2.734049851840e-05      -2.759682911378e-05       6.121881706926e-01       5.968446083571e-01       5.467363224571e-05       7.349860147438e-08       9.999990179098e-01      -6.649198992880e-10       2.273468676125e-09      -1.147408105448e-12      -7.935763661057e-13      -6.993216491791e-16      -8.451068198472e-13      -3.081360561429e-14 
       1.647399625600e-05      -3.996520423590e-05      -2.997421852766e-05      -2.997422118272e-05      -3.996515432798e-05      -2.997825879873e-05      -3.025931859031e-05       6.121880992321e-01       5.968445613865e-01       5.994844236543e-05       8.058960613043e-08       9.999989231592e-01      -7.290705774963e-10       2.492805711689e-09      -1.258107056784e-12      -9.540880125594e-13      -8.407666980378e-16      -1.016041021232e-12      -3.704607455013e-14 
       1.725039178014e-05      -4.382092754198e-05      -3.286607479126e-05      -3.286607798336e-05      -4.382086753950e-05      -3.287050511472e-05      -3.317867967062e-05       6.121880222054e-01       5.968445104833e-01       6.573215596672e-05       8.836473657640e-08       9.999988192681e-01      -7.994092747142e-10       2.733303412880e-09      -1.379485829007e-12      -1.147065249083e-12      -1.010827925604e-15      -1.221548991329e-12      -4.453914453509e-14 
       1.806337769805e-05      -4.804863437766e-05      -3.603693160324e-05      -3.603693544099e-05      -4.804856223889e-05      -3.604178963129e-05      -3.637969468659e-05       6.121879352676e-01       5.968444524647e-01       7.207387088198e-05       9.688999594833e-08       9.999987053537e-01      -8.765338726260e-10       2.997003121878e-09      -1.512574783051e-12      -1.379074598493e-12      -1.215280068410e-15      -1.468623537350e-12      -5.354778218465e-14 
       1.891467846185e-05      -5.268421114793e-05      -3.951370637684e-05      -3.951371099080e-05      -5.268412441818e-05      -3.951903341755e-05      -3.988953699988e-05       6.121878396678e-01       5.968443888232e-01       7.902742198160e-05       1.062377548030e-07       9.999985804492e-01      -9.611012551045e-10       3.286143176084e-09      -1.658503659164e-12      -1.658010832395e-12      -1.461081623172e-15      -1.765672047372e-12      -6.437853168357e-14 
       1.980609979461e-05      -5.776701001817e-05      -4.332591637316e-05      -4.332592192034e-05      -5.776690574598e-05      -4.333175795522e-05      -4.373800453196e-05       6.121877765103e-01       5.968443617512e-01       8.665184384069e-05       1.164873545111e-07       9.999984434929e-01      -1.053826040776e-09       3.603177898022e-09      -1.818511416470e-12      -1.993365247823e-12      -1.756662708628e-15      -2.122802372141e-12      -7.739994228731e-14 
       2.073953252048e-05      -6.334016762241e-05      -4.750591783972e-05      -4.750592450889e-05      -6.334004226001e-05      -4.751232352316e-05      -4.795776117386e-05       6.121876640717e-01       5.968442869344e-01       9.501184901777e-05       1.277258249253e-07       9.999982933243e-01      -1.155496323894e-09       3.950798287436e-09      -1.993955747971e-12      -2.396549687555e-12      -2.111980219791e-15      -2.552166597593e-12      -9.305509489428e-14 
       2.171695657542e-05      -6.945099297468e-05      -5.208919707125e-05      -5.208920508956e-05      -6.945084225644e-05      -5.209622138262e-05      -5.258463061129e-05       6.121875356832e-01       5.968442016399e-01       1.041784101791e-04       1.400485597998e-07       9.999981286663e-01      -1.266974853614e-09       4.331954675119e-09      -2.186326261517e-12      -2.881282965602e-12      -2.539167541622e-15      -3.068374617828e-12      -1.118766849771e-13 
       2.274044520691e-05      -7.615135617303e-05      -5.711466209374e-05      -5.711467173367e-05      -7.615117496996e-05      -5.712236482621e-05      -5.765789077730e-05       6.121874012385e-01       5.968441129673e-01       1.142293434673e-04       1.535601634714e-07       9.999979481255e-01      -1.389208847078e-09       4.749882633549e-09      -2.397255698469e-12      -3.464059315166e-12      -3.052756235822e-15      -3.688992430271e-12      -1.345051740865e-13 
       2.381216937154e-05      -8.349812883188e-05      -6.262497317205e-05      -6.262498476181e-05      -8.349791097848e-05      -6.263341992737e-05      -6.322060749916e-05       6.121872498317e-01       5.968440122415e-01       1.252499695236e-04       1.683753379410e-07       9.999977501648e-01      -1.523234854043e-09       5.208129172067e-09      -2.628534561877e-12      -4.164709288136e-12      -3.670227966620e-15      -4.435136991932e-12      -1.617105396597e-13 
