# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.2
# for k=1.03944e-05 to 328.77 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:h                     10:h_prime               11:eta                   12:eta_prime             13:t_g                   14:t_b                   15:t_ur                  16:t_tot              
       1.039441571510e-05      -5.181077563223e-04      -3.886532810176e-04      -3.886532892285e-04      -5.181054698180e-04      -3.887748806145e-04       5.932777233666e-01       5.926988762704e-01       7.773065784571e-04       1.749055792351e-07       9.999986437008e-01      -6.440743410266e-11      -3.299913831154e-11      -2.995612509351e-15      -3.392115870848e-11      -4.225685025171e-14 
       1.088428943559e-05      -5.680835630096e-04      -4.261497921381e-04      -4.261498020099e-04      -5.680808140450e-04      -4.262831144663e-04       5.932776210276e-01       5.926987893368e-01       8.522996040197e-04       1.917801350910e-07       9.999985128501e-01      -7.061998077532e-11      -3.967315278235e-11      -3.601566023505e-15      -4.078166392949e-11      -5.080324202961e-14 
       1.139725019325e-05      -6.228788857493e-04      -4.672639044423e-04      -4.672639163107e-04      -6.228755808101e-04      -4.674100786790e-04       5.932775298690e-01       5.926987148567e-01       9.345278326214e-04       2.102827029423e-07       9.999983693783e-01      -7.743215988491e-11      -4.769694010974e-11      -4.329991005271e-15      -4.902963651280e-11      -6.107805832177e-14 
       1.193438604663e-05      -6.829582666408e-04      -5.123446239630e-04      -5.123446382319e-04      -6.829542932839e-04      -5.125048878559e-04       5.932774325157e-01       5.926986357345e-01       1.024689276464e-03       2.305703569242e-07       9.999982120636e-01      -8.490136000627e-11      -5.734344649694e-11      -5.205700041596e-15      -5.894565528650e-11      -7.343082748943e-14 
       1.249683633289e-05      -7.488309830381e-04      -5.617746294856e-04      -5.617746466404e-04      -7.488262061038e-04      -5.619503397534e-04       5.932773165107e-01       5.926985397503e-01       1.123549293281e-03       2.528153243615e-07       9.999980395758e-01      -9.309090220567e-11      -6.894080983615e-11      -6.258513135167e-15      -7.086703466291e-11      -8.828175383178e-14 
       1.308579408449e-05      -8.210553666353e-04      -6.159735361843e-04      -6.159735568086e-04      -8.210496236315e-04      -6.161661799110e-04       5.932771891622e-01       5.926984343770e-01       1.231947113617e-03       2.772064373097e-07       9.999978504458e-01      -1.020704300061e-10      -8.288352833349e-11      -7.524304465167e-15      -8.519929252706e-11      -1.061360178680e-13 
       1.370250855978e-05      -9.002434807609e-04      -6.754014331777e-04      -6.754014579734e-04      -9.002365763079e-04      -6.756126402803e-04       5.932770471742e-01       5.926983165202e-01       1.350802915947e-03       3.039507518493e-07       9.999976430699e-01      -1.119158237355e-10      -9.964586135964e-11      -9.046130763020e-15      -1.024299393275e-10      -1.276009302224e-13 
       1.434828789286e-05      -9.870663059199e-04      -7.405628081238e-04      -7.405628379345e-04      -9.870580051352e-04      -7.407943650058e-04       5.932768955584e-01       5.926981913457e-01       1.481125675869e-03       3.332752934845e-07       9.999974156893e-01      -1.227101621595e-10      -1.197979629961e-10      -1.087569358071e-14      -1.231450534046e-10      -1.534065864554e-13 
       1.502450186827e-05      -1.082259360420e-03      -8.120108052469e-04      -8.120108410868e-04      -1.082249380938e-03      -8.122646697374e-04       5.932767277779e-01       5.926980525560e-01       1.624021682174e-03       3.654289994526e-07       9.999971663736e-01      -1.345460378003e-10      -1.440252564337e-10      -1.307524759306e-14      -1.480492005468e-10      -1.844307017121e-13 
       1.573258482650e-05      -1.186628912036e-03      -8.903519352402e-04      -8.903519783288e-04      -1.186616914349e-03      -8.906302529460e-04       5.932765390093e-01       5.926978955995e-01       1.780703956658e-03       4.006848228579e-07       9.999968930071e-01      -1.475228657678e-10      -1.731517195221e-10      -1.571965204610e-14      -1.779893864835e-10      -2.217284279249e-13 
       1.647403870647e-05      -1.301058796759e-03      -9.762512511624e-04      -9.762513029647e-04      -1.301044372997e-03      -9.765563733683e-04       5.932763420245e-01       5.926977333738e-01       1.952502605929e-03       4.393420319197e-07       9.999965932703e-01      -1.617507074227e-10      -2.081680001407e-10      -1.889856715008e-14      -2.139838504408e-10      -2.665682464583e-13 
       1.725043623124e-05      -1.426517729994e-03      -1.070437905015e-03      -1.070437967294e-03      -1.426500389360e-03      -1.070772408242e-03       5.932761122771e-01       5.926975418089e-01       2.140875934588e-03       4.817288070025e-07       9.999962646176e-01      -1.773496737770e-10      -2.502648153222e-10      -2.272046601763e-14      -2.572566527729e-10      -3.204750204418e-13 
